,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Range,Warranty,Weight,Hazardous,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Depth (mm),Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Material,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Supplier Product Code,Type,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Fuel Type,Mugs (250ml) per Tank,Antimicrobial Protection,Body Material,Frequency,Min Bar Pressure,Feature 14,Feature 15,Flow Rate,Watts,Projection,Tap Holes,Safety Lock,Water Options,Cartridge Type,Spout Type,Handle Type,Feature 16,Feature 17,Feature 18,Feature 19,Pack Quantity,Attachment 7,Attachment 8
71,PD69952,Ariston Europrisma Discharge Tundish,Ariston,11.28,This Ariston brand tundish is for optional use with Europrisma water heaters.,Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Europrisma Discharge Tundish,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/52/D69952_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/v2/_1/Ariston_600_Europrisma_Manual_V2.1.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PD73808,Heatrae Sadia Handy 7 hand wash unit and spout 7.2kW pack,Heatrae Sadia,129.99,"Supplying on-demand hot water to a sink or basin, the slimline Heatrae Sadia Handy 7 instantaneous handwash unit is ideal for fitting where space is at a premium and requires only a cold water supply and mains electrical connection for flexibility of installation. With push-fit connections and a concealed electrical supply neat installation is quick and easy too. Ideal for use in workplace washrooms, this 7.2kW single point instantaneous heater unit with spout offers integrated safety features including a pressure relief device and a safety cut-out to prevent scalding.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Heatrae Sadia Handy 7 hand wash unit and spout 7.2kW pack,,Water heater;Spout assembly;Fixing screws ;plugs;Installation ;user Instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/08/NW-D73808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/D73808_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Handy_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PD72684,Triton Instaflow SPINSF150S stored water heater 15ltr 2kW,Triton,130.14,"Storing up to 15L of hot water from a cold supply, this Triton Instaflow 2kW stored water heater provides excellent flow rates for improved user convenience. Suitable for concealed under-sink installation, the Instaflow provides fast heat-up and variable temperature settings for flexible use.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Triton Instaflow SPINSF150S stored water heater 15ltr 2kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/84/D72684_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Triton_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD68099,Santon Aquaheat ALK06 pressure and temperature relief valve,Santon,134.41,"This Santon Aquaheat pressure and temperature relief valve is suitable for on-site fitting to heaters. Recommended for an additional level of safety, this relief valve is connected to the outlet of the heater.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Santon Aquaheat ALK06 pressure and temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/99/D68099_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquaheat_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD73822,Ariston Next Evo X 3632533 Instantaneous Water Heater (NG) 16L pack,Ariston,444.99,"Ideal for retrofitting, the 16L Ariston Next Evo X gas instantaneous water heater has an attractive, modern and compact design and intuitive, innovative functions for reliable and efficient hot water. ErP A-rated, the 30kW Next Evo X includes an oxygen-free heat exchanger and promises lower NOx emissions, while simple temperature and water flow adjustments ensure precise delivery and reduced waste.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Next Evo X 3632533 Instantaneous Water Heater (NG) 16L pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/22/D73822_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_NEXTEVOXFT_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_NEXTEVOX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_NEXTEVOX_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PS08024,Acv WaterMaster 25 Evo condensing direct gas-fired water heater,Acv,4191.0,"Highly efficient, this Acv WaterMaster 25 Evo condensing direct gas-fired water heater is suitable for fully condensing operation and promises both low NOx levels and a reduced Legionella risk. Compact in design, this commercial water heater is suitable for installation in plant rooms where space is at a premium and minimises maintenance with no need for anode protection. Suitable for vented systems, the WaterMaster is easily converted to unvented systems using a separately available kit.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Acv WaterMaster 25 Evo condensing direct gas-fired water heater,,"Water Heater, Installation Manual, LPG Conversion Kit, Condensate Trap, Robokit, Flue Measuring tube",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/24/S08024_wm.jpg,,,,,,,White,1 M,80,WaterMaster,5 Years,177 kg,N,L,60,24.3 kW,708,26,Yes,8.6,87,Single,Electronic,Yes,A,IP20,Stainless Steel,124,1.4,Floor Standing,1 M,XB660001,,N,96 l,Can deliver large peak and continuous volumes of hot water,Operates in most efficient mode (fully condensing),Reduces legionella risk due to temperature stored at 60°C,Low NOx levels,Small footprint allows installation in tight plantrooms,Low maintenance with no anode protection required,Compliant with latest Ecodesign regulations for DHW,Corrosion-resistant stainless steel heat exchanger and tank reduces maintenance and increases system lifespan,Suitable for vented or unvented systems (optional unvented kit required),Easy to use standardised controls using ACVMax control system,Supplied with LPG kit for simple on-site conversion,Improved access for service and maintenance,Supplied with factory fitted T&P relief valve for ease of installation,,,,,,,,,,,,,,,,,,,,,,,,
77,PD69086,Zip Aquapoint 4 AP430S smart universal water heater 30ltr,Zip,605.81,"Connecting directly to the mains water supply, the feature-packed Zip Aquapoint IV 30L smart universal unvented water heater is capable of delivering reliable hot water to multiple conventional taps. Designed to maximise efficiency, this large 2kW water heater incorporates a robust powder-coated steel casing and polyurethane foam insulation for less heat loss while an anti-Legionella function ensures an always healthy water delivery.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Zip Aquapoint 4 AP430S smart universal water heater 30ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/89/D69086_D69089_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D69086_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_IV_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PD69993,Ariston Andris Lux 15 15L Under Sink 3kW,Ariston,281.97,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux 15 15L Under Sink 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PD69997,"Ariston Andris Lux 15 30L Over Sink 3kW (Including Kits A, B, & C)",Ariston,674.89,"Featuring cutting-edge Italian design, the Ariston Andris Lux 30L unvented electric oversink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.","Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux 15 30L Over Sink 3kW (Including Kits A, B, & C)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/97/D69995_D69997_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PD69999,Ariston Piccolo 5 water heater 5 L,Ariston,170.98,"The compact Ariston 5L Piccolo wall-mounted electric point-of-use water heater is designed for occasional use areas like kitchens, loft conversions, cloakrooms or anywhere space is at a premium. With a directional spout and external temperature control, the efficient, ErP A-rated 2kW Piccolo is easy to use and offers flexible siting.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Piccolo 5 water heater 5 L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/99/D69999_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Piccolo(ErP)_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/o_/ds/Ariston_Piccolo_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Piccolo_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PD69025,Zip Varipoint II VP103 oversink water heater 10ltr,Zip,586.06,"The 10L Zip Varipoint II VP103 unvented oversink water heater is suitable for direct connection to incoming mains water supplies, delivering reliable hot water to one or more conventional tap outlets. The ErP A-rated Varipoint II has a tough, impact-resistant casing and highly efficient insulation while an adjustable thermostat provides flexibility and comfort for handwashing and other hot water tasks.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Zip Varipoint II VP103 oversink water heater 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/28/D69025_D69028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Varipoint II_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Varipoint_II_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Varipoint_II_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,P112166,Hyco Powerflow PF50S unvented multipoint water heater 50 ltr 3kW,Hyco,458.45,"A slimline unit designed for installation in smaller spaces, the 50L capacity Hyco Powerflow PF50S 3kW unvented multipoint water heater is supplied complete with an unvented accessory kit for ease of installation. Highly efficient, this electrical water heater offers mains flow rates and incorporates smart technology for ease of use, improved convenience and less waste.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Hyco Powerflow PF50S unvented multipoint water heater 50 ltr 3kW,,"PF30S w/ Factory Fitted Temperature Pressure Relief Valve;Wall Mounting Brackets;Dialectrics;Unvented Accessory Kit (5L Expansion Vessel w/ Fixing Bracket;Inlet Group incorporating Check Valve, Pressure Reducing Valve & Pressure Relief Valve;Flexible Hos",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/35/596335_wm.jpg,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between 50°C to 70,Powerflow,1 year parts or replacement warranty on electrical components3 year tank warranty,28,N,M,15 dB,3 kW,396,25 min,N/A,3,Adjustable between 50°C to 70,Multi Point,Electronic,Yes,B,IPX4,White Powder Coated Steel,174.05,14.50,Wall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,PF50S,,N,50 l,Slimline design ideal for smaller spaces,Offers mains pressure flow rates,With 50L tank,Smart technology for high levels of efficiency,"With 3x modes of operation, standard, smart and eco",Eco mode operates at 50°C,"Compatible with regular taps, including mixer taps",Digital control panel for ease of use,ErP A rating,IPX4 rated,1 year parts or replacement warranty on electrical components,3 year tank warranty,,,,,,,,,,,,,,,,,,,,,,,,,
83,PU48020,Lincat FilterFlow FX EB3FXHCPB countertop combined water boiler and chiller 3kW,Lincat,1852.56,This Lincat FilterFlow 108mm end feed coupling is a replacement part for the FilterFlow push button water boiler and chiller.,Water Heating and Storage/Water Heaters/Water Heaters.csv -> Lincat FilterFlow FX EB3FXHCPB countertop combined water boiler and chiller 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/20/U48020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lincat_FilterflowEB3FXHC_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ua/ls/Lincat_IS726_Instruction_manuals.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PD73800,Ariston Andris Lux 6 undersink electric water heater 1.5kw 6ltr pack,Ariston,120.0,"Built to last, the Ariston Andris Lux 6L electric storage water heater is made up of a titanium-enamel tank with eco-friendly insulation. Resistant to pressure and corrosion, thanks to smart shell technology, this 1.5kW storage water heater is extremely robust, and it looks great in-situ too. Carefully built to meet the world's strictest safety standard, the Andris Lux is equipped with multiple safety devices working in harmony to ensure safe comfort for all users.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux 6 undersink electric water heater 1.5kw 6ltr pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/38/00/NW-D73800_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PD70028,Ariston Andris Lux 6 undersink electric water heater 1.5kw 6ltr,Ariston,189.97,"Featuring cutting-edge Italian design, the Ariston Andris Lux 6L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 1.5kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Ariston Andris Lux 6 undersink electric water heater 1.5kw 6ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/28/D70028_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,P112168,Hyco powerflow smart 100 ltr unvented multipoint smart technology water heater,Hyco,584.6,"Slimline and efficient, the wall-mounted Hyco Powerflow Smart 100L unvented multipoint water heater is designed with smart technology for ease of use and improved efficiency. Offering three modes, this intelligent glass-lined stainless steel water heater offers fast heat up while patented technology ensures that incoming cold water does not immediately mix with stored hot water, improving hot water availability.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Hyco powerflow smart 100 ltr unvented multipoint smart technology water heater,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/37/596337_wm.jpg,,,,,,,White,Compression,Adjustable between 50°C to 70,,1 year parts or replacement warranty on electrical components3 year tank warranty,28kg(empty)128kg(full),N,M,15 dB,3 kW,423,82 mins,No,3,70,Multi Point,Electronic,Yes,B,IPX4,Glass lined steel,174.05,14.50,"wall mounted, connections to the base",Inlet/outlet connection 1/2” BSP male. (100mm apart centre to centre)Fittings required (not supplied): 2 x 15mm compression to 1/2” BSP female adapter,PF100S,,N,100 l,Slimline design for flexible installation,Smart technology for high energy efficiency,"With 3x modes - standard, smart and eco",Eco mode operates at 50°C,"Compatible with regular taps, including mixers",3.0 kW element for fast heat up,1.0 kW element available for restricted load applications,Intuitive digital control panel,Neon element on indicator,Tank is glass-lined,External electronic temperature control,With unvented accessory kit,Optional thermostatic mixing valve available,,,,,,,Connection in base for ease of wall mounting,With 1.5M pre-wired cable,,,,,,,,,,,,,,,,
87,PD10754,HYDROTAP G5 CLASSIC B/C 160/175 T/F CHR,Zip,5570.96,"Designed for accessible use, the Zip HydroTap Classic offers a variety of functions designed to make day-to-day use simple for every user. Supplying fresh-tasting, MicroPurity filtered boiling and chilled water on demand, this tap combines an under-counter command centre with a smart, touchless chrome tap, providing instant delivery for users with visual impairments or limited dexterity. In addition, the HydroTap Classic offers a slanted design for a reduced risk of accidental dispensing, large convex buttons for ease of use and illuminated fascia panels, making it easier to see what you're doing. A range of safety features, including sputter-free delivery and a safety lock, provide users with peace of mind.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> HYDROTAP G5 CLASSIC B/C 160/175 T/F CHR,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/54/D10754_wm.jpg,,,,,,,Bright Chrome,,,HydroTap G5,"2 Years Parts & Labour, 5 Year Boiling Tank",,N,,,,,,,,,,,,,,,,,Fixed tap in work top and free standing command center in cupboard with moveable touch free controller,,H51704Z00UKDT,HydroTap,N,,With 207mm height chrome tap,Under sink command centre,Filters to 0.2 micron,25x more effective than a standard water filter jug,With 2x boiling water safety modes,Cool-touch tap surface,Won't spit or spray,Fast operation with minimal energy use,Provides pure-tasting drinking water,Water-conserving air cooling technology,Uses zero-impact refrigerant R290,Energy saving sleep mode,With boiling isolation,,,,,,,Safety lock feature,Touch-free controller,4 L/min,1.9kW,N/A,35mm,Yes,"Boiling, Chilled",MicroPurity Filter,Fixed,Touch Free,Boiling point factory set to 98°C'Boiling capacity 160 cups/hr,Chilled capacity 175 glasses/hr,2 parts and labour year warranty,5 year warranty on boiling tank,,,
88,P137889,Andrews Water Heaters FASTflo PLUS WHIC56 wall hung NG continuous flow water heater,Andrews Water Heaters,1784.0,"Compact and easy to install, the flexible 2L storage Andrews FASTflo PLUS WHIC56 wall hung condensing instant water heater requires only the straightforward connection of gas, cold water in and hot water out. Designed for commercial premises such as small hotels, leisure facilities and pubs, the 56kW, ErP A-rated FASTflo PLUS can be installed on or off mains gas, inside or outside, giving customers access to hot, powerful water in even the most challenging locations.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Andrews Water Heaters FASTflo PLUS WHIC56 wall hung NG continuous flow water heater,,Water heater;5x anchoring screw;Owner's guide;Installation Manual,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/89/137889_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Andrews_FASTflo_FASTflo_plus_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/ps/Andrews_FASTfloPlus_PS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_i/nt/Andrews_FASTflo_WHiC56_Int.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_FASTflo_FASTflo_OwnersGuide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/137889_ErP.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PV34017,Lincat Filterflow FX Counter-Top Boiler single tap automatic water boiler 3kw 31ltr p/h,Lincat,707.36,"Perfect for busy staff rooms, the 11L capacity Lincat Filterflow FX Counter-Top water boiler saves valuable minutes usually spent waiting for kettles to boil. Delivering instantaneous and generous hot water, the 3kW Filterflow FX incorporates inbuilt filtration for higher quality water, a user-friendly, full colour touchscreen display and an ECO mode which learns usage patterns and switches to 50% volume to save on power when not in use.",Water Heating and Storage/Water Heaters/Water Heaters.csv -> Lincat Filterflow FX Counter-Top Boiler single tap automatic water boiler 3kw 31ltr p/h,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/18/V34017_V34018_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Lincat_IS590_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lincat_EB3FX_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
