,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Weight,Hazardous,ASHRAE Code,GWP,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7
10,P688718,A-Gas Solstice N40 R448A rental cylinder 23kg,A Gas,696.19,"This A-Gas 23kg rental cylinder contains Solstice N40 R-448A, a non-flammable HFO blend suitable as a replacement for R-404A and R-22 in low and medium temperature refrigeration applications. Solstice combines a low Global Warming Potential (GWP) with high energy efficiency and offers reduced compressor discharge temperature in medium and low temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Solstice N40 R448A rental cylinder 23kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/19/NW-688718_688719_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/A-Gas_Solstice-N40_Program.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R448A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R448A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,
11,P688725,A-Gas Opteon XP44 R452A rental cylinder 54kg,A Gas,2368.84,"Recommended as a replacement for R404A and R507A in direct expansion, positive displacement, low/medium temperature transport, industrial and commercial applications, this A-Gas Opteon XP44 54kg rental cylinder contains a hydrofluoro-olefin (HFO) based refrigerant with greener credentials. Non-ozone depleting and with a low global warming potential (GWP), Opteon XP44 is suitable for use on both new equipment and existing systems, promising a 45% reduction in GWP compated to R404A/R507A without increasing compressor discharge temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Opteon XP44 R452A rental cylinder 54kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/25/688725_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/et/in/A_Gas_Opteon_XP_Push_Bulletin.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/es/AGas_Opteon_XP44_Retrofit_Guidelines.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A_Gas_Refrigerants_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A_Gas_Opteon_XP44_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/AGas_Opteon_XP44_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/A_Gas_Opteon_XP44_R452A_H&S.pdf,,,,,,,,,,,,,,,,
12,P684873,A-Gas Genetron Performax LT R407F rental cylinder 55kg,A Gas,2206.18,"This A-Gas 55kg rental cylinder contains R-407F, a HFC blend used as a replacement for R-22 and R-404A in low and medium temperature applications. R-407F offers a lower global warming potential (GWP) and higher efficiency than R-404A and R-407A.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Genetron Performax LT R407F rental cylinder 55kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/73/NW-684872_684873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407F_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407C_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407F_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407F_(performax LT)_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_R407F_Performax-LT_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407A_H&S.pdf,,,,,,,,,,,,,,
13,P684831,A-Gas R407C rental cylinder 55kg,A Gas,1365.73,"This A-Gas 55kg rental cylinder contains R-407C, a HFC blend, a suitable replacement for R-22 in air conditioning systems and medium temperature refrigeration applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R407C rental cylinder 55kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/31/NW-684830_684831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407C_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407C_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
14,P684827,A-Gas R407A rental cylinder 25kg,A Gas,755.36,"This A-Gas 25kg rental cylinder contains R-407A, a HFC blend, suitable as a replacement for R-22 and R-404A in low and medium temperature supermarket applications. With a moderate Global Warming Potential (GWP), R-407A is also considered suitable as an interim replacement for R-404A and R507 in existing and new applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R407A rental cylinder 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/28/NW-684827_684828_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
15,P688724,A-Gas Opteon XP44 R452A rental cylinder 23kg,A Gas,1008.95,The HFO refrigerant blend stored in this A-Gas Opteon XP44 R452A rental cylinder has a low global warming potential (GWP). It is a suitable replacement for R404A and R507 for use in low temperature transport refrigeration applications.,"Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Opteon XP44 R452A rental cylinder 23kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/24/NW-688724_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R452A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,,,,,,,,,,,,,,,,,,,
16,P684859,A-Gas Freon MO49+ R437A rental cylinder 13kg,A Gas,2167.75,An A-Gas Freon/Isceon MO49 Plus R-437A 13kg rental cylinder. R-437A is a HFC blend suitable as a retrofit refrigerant for R-12 in medium and high temperature refrigeration including automotive air conditioning systems.,"Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Freon MO49+ R437A rental cylinder 13kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/59/NW-684859_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/Isceon_MO49_Plus_(R437A)_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R437A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R437A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,
17,P688722,A-Gas Opteon XP40 R449A rental cylinder 54kg,A Gas,1798.34,"This A-Gas 54kg cylinder contains Opteon® XP40 R-449A, a HFO blend suitable as a replacement for R-404A and R507 in low and medium temperature refrigeration applications. R-449A (Opteon® XP40) is suitable for new installations and retrofits of existing equipment and with a low Global Warming Potential (GWP) of 1397 offers improved energy efficiency and eco-friendly properties.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Opteon XP40 R449A rental cylinder 54kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/22/NW-688721_688722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R449A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,
18,P684872,A-Gas Genetron Performax LT R407F rental cylinder 25kg,A Gas,1002.81,"This A-Gas 25kg rental cylinder contains R-407F, a HFC blend used as a replacement for R-22 and R-404A in low and medium temperature applications. R-407F offers a lower global warming potential (GWP) and higher efficiency than R-404A and R-407A.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Genetron Performax LT R407F rental cylinder 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/73/NW-684872_684873_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407F_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407C_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407F_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407F_(performax LT)_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_R407F_Performax-LT_Guide.pdf,,,,,,,,,,,,,,,
19,P684817,A-Gas R134a rental cylinder 26kg,A Gas,591.44,"This A-Gas 26kg rental cylinder contains R-134A, a HFC for automotive air conditioning or for use as a replacement for R-12 and R-22 in medium and high temperature refrigeration applications, including commercial and domestic refrigeration and chillers.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R134a rental cylinder 26kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/18/NW-684817_684818_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R134A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_Pressure_Temperature_Chart.pdf,,,,,,,,,,,,,,,,,,
20,P688719,A-Gas Solstice N40 R448A rental cylinder 54kg,A Gas,1634.54,"This A-Gas 54kg rental cylinder contains Solstice N40 R-448A, a non-flammable HFO blend suitable as a replacement for R-404A and R-22 in low and medium temperature refrigeration applications. Solstice combines a low Global Warming Potential (GWP) with high energy efficiency and offers reduced compressor discharge temperature in medium and low temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas Solstice N40 R448A rental cylinder 54kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/19/NW-688718_688719_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/A-Gas_Solstice-N40_Program.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R448A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R448A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,
21,P624663,A-Gas R453A Rental Cylinder 13Kg,A Gas,969.8,"This A-Gas R453A (RS-70) rental cylinder contains a non-flammable blend with an ODP of zero. Compatible with both traditional and synthetic lubricants, it is a suitable replacement for R22 in both refrigeration and air conditioning applications at low and high temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R453A Rental Cylinder 13Kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/63/624663_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R453A_SDS.pdf,,,,,,,,,,,,,,,,,,,
22,P684834,A-Gas R410A rental cylinder 50kg,A Gas,1120.02,"This A-Gas 50kg rental cylinder contains R-410A, a HFC blend used mainly in air conditioning systems or as an alternative to R-13B1 in low temperature refrigeration.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R410A rental cylinder 50kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/34/NW-684833_684834_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R410A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R410A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,
23,P684818,A-Gas R134a rental cylinder 60kg,A Gas,1364.86,"This A-Gas 60kg rental cylinder contains R-134A, a HFC for automotive air conditioning or for use as a replacement for R-12 and R-22 in medium and high temperature refrigeration applications, including commercial and domestic refrigeration and chillers.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R134a rental cylinder 60kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/18/NW-684817_684818_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R134A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_Pressure_Temperature_Chart.pdf,,,,,,,,,,,,,,,,,,
24,P684830,A-Gas R407C rental cylinder 25kg,A Gas,620.79,"This A-Gas 25kg rental cylinder contains R-407C, a HFC blend, a suitable replacement for R-22 in air conditioning systems and medium temperature refrigeration applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R407C rental cylinder 25kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/31/NW-684830_684831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407C_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407C_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
25,P630398,A-Gas R455A refrigerant rental cylinder R455A 11kg,A Gas,607.2,"This 11kg A-Gas R455A rental cylinder contains a zeotropic blend, low flammability (A2L) refrigerant for the replacement of R404A in new low, medium and high temperature systems. A long term alternative to other refrigerants, R455A has a GWP of 148, complying with the F-Gas regulation.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R455A refrigerant rental cylinder R455A 11kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/98/NW-630398_wm.jpg,,,,,,,,,11 kg,N,R455A,148,455A0011,Rental Cylinder,N,GWP: 148,"High efficiency, high critical temperature, low critical pressure",Very similar capacity to R404A,"Low discharge gas temperature, comparable to R404A/R507",30 percent lower mass flow compared to R404A/R507 - allows application in more compact systems,Miscible with polyolester lubricants,Non-toxic and mildly flammable (A2L)
26,P684828,A-Gas R407A rental cylinder 60kg,A Gas,1812.87,"This A-Gas 60kg rental cylinder contains R-407A, a HFC blend, suitable as a replacement for R-22 and R-404A in low and medium temperature supermarket applications. With a moderate Global Warming Potential (GWP), R-407A is also considered suitable as an interim replacement for R-404A and R507 in existing and new applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Low & Mid Gwp Gas/Low & Mid Gwp Gas.csv -> A-Gas R407A rental cylinder 60kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/28/NW-684827_684828_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
