,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Range,Weight,Phase,Refrigerant Suitability,Depth (mm),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Type,Pack Quantity,Warranty,Fuse Size (A),Attachment 7
10,P652793,Daikin Perfera FTXM60R R32 Wall Mount 6.0KW,Daikin,372.59,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FTXM60R R32 Wall Mount 6.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P610491,Daikin Stylish FTXA25BB Stylish Indoor 2.5KW Black,Daikin,423.03,"A complete climate solution suitable for almost any interior, the slimline Daikin Stylish indoor air conditioning unit is just 189mm deep, making it one of the slimmest wall-mounted units available. Offering reliable comfort and energy efficiency, the Stylish is highly reliable and easy to control with the option of app operation from your smartphone or other devices.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA25BB Stylish Indoor 2.5KW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/94/NW-610491_610494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXA_BB_RXA_A_RXA_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA_CTXA_BS_BB_BT_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_CTXA_BS_BB_BT_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXA_FTXA_AW_AS_BS_AT_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P613524,Daikin Emura FTXJ20AW Emura Wall Mount Indoor 2 KW White (1),Daikin,384.98,"Finished in matte Crystal White, the Daikin Emura 2kW wall-mounted indoor air conditioning unit has a sleek design to blend seamlessly into smart modern interiors. This air con unit makes use of the Coanda effect, optimising airflow for comfort and using specially designed flaps for improved temperature distribution throughout a space. Employing an intelligent thermal sensor, the Emura can determine a room's temperature and distributes air evenly before using an airflow pattern to direct cool or warm area specifically to those areas that require it.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Emura FTXJ20AW Emura Wall Mount Indoor 2 KW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/24/NW-613524_wm.jpg,,,,,,,N,FTXJ20AW,N,Remarkable blend of iconic design and engineering excellence with a silver coloured elegant finish,Coanda effect optimises the airflow for a comfortable climate,"Using specially designed flaps, more focused airflow allows better temperature distribution throughout the whole room",Heat boost quickly heats up the user home when starting up user air conditioner,Set temperature is reached 14% faster than a regular air conditioner (pair only),"Using electrons to trigger chemical reactions with air borne particles, the Flash Streamer breaks down allergens",Voice command via Amazon Alexa or Google Assistant to control main functions,"Onecta app - Control user's indoor from any location with an app, via user local network or internet",,,,,,Emura,12Kg,1 Phase,R-32,212,9.5 mm,6.35 mm,Indoor Unit,1,2 Year,10,
13,P696834,Daikin Stylish FTXA25BS R32 2.5KW Silver Indoor,Daikin,459.32,"A total climate solution for use in any location, the Daikin Stylish indoor wall-mounted air conditioning unit combines design and technology for reliable heating and cooling. Slim and reliable, with a modern silver finish, Stylish units employ a fan designed to optimise airflow for higher levels of energy efficiency and reduced operational noise, barely audible to users.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA25BS R32 2.5KW Silver Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/35/NW-696833_696835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_3P482320-7P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXA-FTXA_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_4P518023-3F_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_BS_Opera_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Daikin_FTXA-BS_RoHS_Declar.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_CTXA-FTXA_Eco_CE_Declaration.pdf
14,P615162,Daikin FTXF FTXF20 R32 Indoor 2.0KW,Daikin,118.0,"Automatically selecting the heating or cooling mode and necessary fan speed to achieve your preferred set temperature, the Daikin FTXF20C indoor air conditioning unit ensures reliable comfort alongside minimised energy consumption. This split unit incorporates vertical auto swing operation and can be used as a fan only, blowing air without heating or cooling where needed.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXF FTXF20 R32 Indoor 2.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/65/NW-615162_615165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FTXF_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXF_C_ATXF_C_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXF_C_RXF_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_C_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P615165,Daikin FTXF FTXF42 R32 Indoor 4.2KW,Daikin,176.0,"Automatically selecting the heating or cooling mode and necessary fan speed to achieve your preferred set temperature, the Daikin FTXF42C indoor air conditioning unit ensures reliable comfort alongside minimised energy consumption. This split unit incorporates vertical auto swing operation and can be used as a fan only, blowing air without heating or cooling where needed.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FTXF FTXF42 R32 Indoor 4.2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/65/NW-615162_615165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FTXF_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXF_C_ATXF_C_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXF_C_RXF_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_C_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P696851,Daikin FXAQ15A R410A Vrv Wall Mounted Unit,Daikin,589.6,"Suitable rooms of just about any shape or size, the Daikin VRV range of indoor air conditioning units with five discharge angles is user friendly, highly reliable and quiet in operation. Compliant with eco-design legislation, these units incorporate specially designed DC fans for excellent levels of energy efficiency.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FXAQ15A R410A Vrv Wall Mounted Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/57/NW-696851_696857_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FXAQ15_4PEN494113_Operat_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXAQ-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXAQ-A_4PEN494115_1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXAQ-A_RoHS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P696837,Daikin Stylish FTXA50BS R32 5.0KW Silver Indoor,Daikin,679.68,"A total climate solution for use in any location, the Daikin Stylish indoor wall-mounted air conditioning unit combines design and technology for reliable heating and cooling. Slim and reliable, with a modern silver finish, Stylish units employ a fan designed to optimise airflow for higher levels of energy efficiency and reduced operational noise, barely audible to users.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA50BS R32 5.0KW Silver Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/37/NW-696837_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_3P482320-7P_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXA-FTXA_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_CTXA-FTXA_4P518023-3F_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_BS_Opera_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/cl/ar/Daikin_FTXA-BS_RoHS_Declar.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_CTXA-FTXA_Eco_CE_Declaration.pdf
18,P613530,Daikin Emura FTXJ35AW Emura Wall Mount Indoor 3.5 KW White (1),Daikin,454.01,"Finished in matte Crystal White, the Daikin Emura 3.5kW wall-mounted indoor air conditioning unit has a sleek design to blend seamlessly into smart modern interiors. This air con unit makes use of the Coanda effect, optimising airflow for comfort and using specially designed flaps for improved temperature distribution throughout a space. Employing an intelligent thermal sensor, the Emura can determine a room's temperature and distributes air evenly before using an airflow pattern to direct cool or warm area specifically to those areas that require it.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Emura FTXJ35AW Emura Wall Mount Indoor 3.5 KW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/30/NW-613530_wm.jpg,,,,,,,N,FTXJ35AW,N,Remarkable blend of iconic design and engineering excellence with a silver coloured elegant finish,Coanda effect optimises the airflow for a comfortable climate,"Using specially designed flaps, more focused airflow allows better temperature distribution throughout the whole room",Heat boost quickly heats up the user home when starting up user air conditioner,Set temperature is reached 14% faster than a regular air conditioner (pair only),"Using electrons to trigger chemical reactions with air borne particles, the Flash Streamer breaks down allergens",Voice command via Amazon Alexa or Google Assistant to control main functions,"Onecta app - Control user's indoor from any location with an app, via user local network or internet",,,,,,Emura,12Kg,1 Phase,R-32,212,9.5 mm,6.35 mm,Indoor Unit,1,2 Year,13,
19,P696857,Daikin FXAQ63A R410A Vrv Wall Mounted Unit,Daikin,752.4,"Suitable rooms of just about any shape or size, the Daikin VRV range of indoor air conditioning units with five discharge angles is user friendly, highly reliable and quiet in operation. Compliant with eco-design legislation, these units incorporate specially designed DC fans for excellent levels of energy efficiency.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FXAQ63A R410A Vrv Wall Mounted Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/57/NW-696851_696857_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FXAQ15_4PEN494113_Operat_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXAQ-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXAQ-A_4PEN494115_1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXAQ-A_RoHS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P652792,Daikin Perfera FTXM50R R32 Wall Mount 5.0KW,Daikin,366.39,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Perfera FTXM50R R32 Wall Mount 5.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P696832,Daikin Stylish FTXA50AW R32 5.0KW White Indoor,Daikin,569.94,"Ideal for small rooms up to around 20M² in size, the Daikin Stylish Bluevolution wall-mounted indoor air conditioning unit combines ultra-quiet operation with convenient controllability via the Daikin Residential app or using your home digital assistant. The attractively designed Stylish reduces consumption and saves on bills, using R32 refrigerant for an efficiency boost.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA50AW R32 5.0KW White Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/32/NW-696828_696832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA20_50AW_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA20_50AW_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FTXA20_50AW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P619520,Daikin FAA100B Wall Mounted Sky Air Indoor 10KW,Daikin,988.55,"Helping to minimise your environmental impact, the Daikin Sky FAA-B 10kW wall-mounted air conditioning unit uses R-32 Bluevolution technology, meaning there's no need to use the more harmful R-410A. This means not only reduced energy use but a 16% lower refrigerant charge too. Designed to fit into most interiors, the smart Sky FAA-B has a front panel conceived for ease of cleaning and a lightweight, flexible design for simplified installation.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin FAA100B Wall Mounted Sky Air Indoor 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/20/NW-619519_619520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_Safety_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/DKN_FAA-B_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_Eco_DoC.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/DKN_FAA-B_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/oc/DKN_FAA-B_RoHS_DoC.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P696830,Daikin Stylish FTXA35AW R32 3.5KW White Indoor,Daikin,432.77,"Ideal for small rooms up to around 20M² in size, the Daikin Stylish Bluevolution wall-mounted indoor air conditioning unit combines ultra-quiet operation with convenient controllability via the Daikin Residential app or using your home digital assistant. The attractively designed Stylish reduces consumption and saves on bills, using R32 refrigerant for an efficiency boost.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Stylish FTXA35AW R32 3.5KW White Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/32/NW-696828_696832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA20_50AW_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA20_50AW_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FTXA20_50AW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P613536,Daikin Emura FTXJ50AW Emura Wall Mount Indoor 5 KW White (1),Daikin,598.26,"Finished in matte Crystal White, the Daikin Emura 5kW wall-mounted indoor air conditioning unit has a sleek design to blend seamlessly into smart modern interiors. This air con unit makes use of the Coanda effect, optimising airflow for comfort and using specially designed flaps for improved temperature distribution throughout a space. Employing an intelligent thermal sensor, the Emura can determine a room's temperature and distributes air evenly before using an airflow pattern to direct cool or warm area specifically to those areas that require it.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Emura FTXJ50AW Emura Wall Mount Indoor 5 KW White (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/36/NW-613536_wm.jpg,,,,,,,N,FTXJ50AW,N,Remarkable blend of iconic design and engineering excellence with a silver coloured elegant finish,Coanda effect optimises the airflow for a comfortable climate,"Using specially designed flaps, more focused airflow allows better temperature distribution throughout the whole room",Heat boost quickly heats up the user home when starting up user air conditioner,Set temperature is reached 14% faster than a regular air conditioner (pair only),"Using electrons to trigger chemical reactions with air borne particles, the Flash Streamer breaks down allergens",Voice command via Amazon Alexa or Google Assistant to control main functions,"Onecta app - Control user's indoor from any location with an app, via user local network or internet",,,,,,Emura,12Kg,1 Phase,R-32,212,12.7 mm,6.35 mm,Indoor Unit,1,2 Year,13,
25,P605946,Daikin Sensira FTXF71 R32 Indoor 7.1KW,Daikin,323.0,"Offering high efficiency alongside reliable comfort, the wall-mounted Daikin Sensira FTXF71A indoor split unit is ideal for rooms in constant use. Extremely quiet in operation, this air conditioner has draught-free operation to do away with the irritating chill of direct air and removes airborne dust particles to minimise irritation. Elsewhere, rapid heating and cooling options ensure that the Sensira reacts quickly to your changing needs.",Air Conditioning/Daikin R32 Indoor Units/Wall Mounted/Wall Mounted.csv -> Daikin Sensira FTXF71 R32 Indoor 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/46/NW-605944_605946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXF_A_FTXF_B_RXF_A_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_D_FTXF_A_Operatns_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
