,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Weight,Hazardous,ASHRAE Code,Safety Classification,GWP,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 7,Attachment 8,Feature 7
10,P624266,A-Gas R600A refrigerant excluding adaptor 420g,A Gas,17.66,"This A-Gas 420g can contains refrigerant-grade R-600A (iso-butane), suitable for use as a replacement for R-12 and R-134A in a range of high temperature refrigeration applications. Increasingly popular R-600A (iso-butane) is a hydrocarbon with a low Global Warming Potential (GWP).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R600A refrigerant excluding adaptor 420g",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/66/NW-624266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R600a_Isobutane_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R600A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R600A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
11,P689499,A Gas R454B rental cylinder 11kg,A Gas,481.9,"Chose this 11kg A-Gas rental cylinder of R-454B (Opteon XL41) as a low GWP, mildly flammable replacement for R-410A in new equipment designs. Offering the perfect balance to replace R-410A in positive displacement, direct expansion air conditioning, heat pump and chiller applications, R-454B provides highly reliable performance in the majority of conditions.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A Gas R454B rental cylinder 11kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/99/689499_wm.jpg,,,,,,,11 kg,N,R-454B,A2L,467,454B0011,Cylinders,N,11kg size,Lowest GWP replacement for R-410A,Reduction of 78% in GWP,Improved capacity and efficiency compared to R-410A,Reliable performance in normal and high ambient conditions,Easily convertible from R410A design with minimal changes,,,
12,P684833,A-Gas R410A rental cylinder 21kg,A Gas,470.41,"This A-Gas 21kg rental cylinder contains R-410A, a HFC blend used mainly in air conditioning systems or as an alternative to R-13B1 in low temperature refrigeration.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R410A rental cylinder 21kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/34/NW-684833_684834_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R410A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R410A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,
13,P688627,A-Gas R32 rental cylinder 10kg,A Gas,156.26,"A HFC refrigerant, this A-Gas R32 10kg rental cylinder is a suitable replacement for R-410A in low temperature refrigeration and air conditioning. Recommended for use in new equipment, R-32 should not be used as a retrofit.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R32 rental cylinder 10kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/27/NW-688627_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A_Gas_R32_Pressure_Temperature_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/A-Gas_R32_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/A_Gas_R32_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A_Gas_Refrigerants_Technical.pdf,,,,,,,,,,,,,,,,,,,
14,P684980,A-Gas Refrigeration and Industrial Gas Oxygen Free Nitrogen Rental Cylinder 30ltr,A Gas,99.6,"This A-Gas 30L oxygen free nitrogen (OFN) cylinder is used for leak detection in RAC systems, strength and pressure testing and in cleaning condenser coils. It can also help to reduce oxidation during brazing jobs.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Refrigeration and Industrial Gas Oxygen Free Nitrogen Rental Cylinder 30ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/80/NW-684979_684980_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/AGas_Nitrogen Oxygen Free_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A_Gas_OFN_SDS.pdf,,,,,,,,,,,,,,,,,,,,,
15,P688721,A-Gas Opteon XP40 R449A rental cylinder 23kg,A Gas,765.96,"This A-Gas 23kg cylinder contains Opteon® XP40 R-449A, a HFO blend suitable as a replacement for R-404A and R507 in low and medium temperature refrigeration applications. R-449A (Opteon® XP40) is suitable for new installations and retrofits of existing equipment and with a low Global Warming Potential (GWP) of 1397 offers improved energy efficiency and eco-friendly properties.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Opteon XP40 R449A rental cylinder 23kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/22/NW-688721_688722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R449A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R449A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,
16,P684858,A-Gas R290 propane rental cylinder 6kg,A Gas,93.81,"This A-Gas 6kg cylinder contains refrigerant-grade propane, also known as R-290, an alternative to R-22 and R-502 in low, medium and high temperature refrigeration and air conditioning applications. R-290 (propane) is a highly flammable hydrocarbon, however it makes for an efficient refrigerant with a low Global Warming Potential (GWP).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R290 propane rental cylinder 6kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/58/NW-684858_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R290_Propane_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_Pressure_Temperature_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R290_SDS.pdf,,,,,,,,,,,,,,,,,,
17,P684871,A-Gas Genetron Performax LT R407F rental cylinder 13kg,A Gas,521.46,"This A-Gas 13kg rental cylinder contains R-407F, a HFC blend used as a replacement for R-22 and R-404A in low and medium temperature applications. R-407F offers a lower global warming potential (GWP) and higher efficiency than R-404A and R-407A.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Genetron Performax LT R407F rental cylinder 13kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/71/NW-684871_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407F_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407C_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407F_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R407F_(performax LT)_H&S.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_R407F_Performax-LT_Guide.pdf,,
18,P684826,A-Gas R407A rental cylinder 13kg,A Gas,392.79,"This A-Gas 13kg rental cylinder contains R-407A, a HFC blend, suitable as a replacement for R-22 and R-404A in low and medium temperature supermarket applications. With a moderate Global Warming Potential (GWP), R-407A is also considered suitable as an interim replacement for R-404A and R507 in existing and new applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R407A rental cylinder 13kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/26/NW-684826_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
19,P684876,A-Gas CO2 Liquid Rental Cylinder 30ltr,A Gas,229.54,"This A-Gas 30L rental cylinder contains refrigerant grade R-744 (CO2), a suitable replacement for R-134A and R-404A in ultra-low, low and medium temperature refrigeration applications. Offering an Ozone Depleting Potential (ODP) of 0 and a global warming potential (GWP) of 1, the increasingly popular R-744 (CO2) is a natural refrigerant for eco-friendly use. With a water content ten times lower than industrial grade R-744 (CO2), this cylinder helps to prevent the formation of carbonic acid which can result in corrosion of machinery and pipework.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas CO2 Liquid Rental Cylinder 30ltr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/76/NW-684876_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_CO2_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R744_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
20,P688718,A-Gas Solstice N40 R448A rental cylinder 23kg,A Gas,696.19,"This A-Gas 23kg rental cylinder contains Solstice N40 R-448A, a non-flammable HFO blend suitable as a replacement for R-404A and R-22 in low and medium temperature refrigeration applications. Solstice combines a low Global Warming Potential (GWP) with high energy efficiency and offers reduced compressor discharge temperature in medium and low temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Solstice N40 R448A rental cylinder 23kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/19/NW-688718_688719_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/gr/am/A-Gas_Solstice-N40_Program.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R448A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R448A_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,
21,P684835,A-Gas R1270 rental cylinder 6kg,A Gas,101.37,"This A-Gas 6kg cylinder contains refrigerant-grade propylene, or R-1270, an alternative to R-22 for use in low and medium temperature refrigeration and air conditioning applications. R-1270 (propylene) is a highly flammable hydrocarbon, however it makes for an efficient refrigerant with a low Global Warming Potential (GWP).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R1270 rental cylinder 6kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/35/NW-684835_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R1270_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R1270_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/R1270_Propylene_H&S.pdf,,,,,,,,,,,,,,,,,,
22,P688725,A-Gas Opteon XP44 R452A rental cylinder 54kg,A Gas,2368.84,"Recommended as a replacement for R404A and R507A in direct expansion, positive displacement, low/medium temperature transport, industrial and commercial applications, this A-Gas Opteon XP44 54kg rental cylinder contains a hydrofluoro-olefin (HFO) based refrigerant with greener credentials. Non-ozone depleting and with a low global warming potential (GWP), Opteon XP44 is suitable for use on both new equipment and existing systems, promising a 45% reduction in GWP compated to R404A/R507A without increasing compressor discharge temperatures.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas Opteon XP44 R452A rental cylinder 54kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/25/688725_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/et/in/A_Gas_Opteon_XP_Push_Bulletin.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/in/es/AGas_Opteon_XP44_Retrofit_Guidelines.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A_Gas_Refrigerants_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A_Gas_Opteon_XP44_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/AGas_Opteon_XP44_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/A_Gas_Opteon_XP44_R452A_H&S.pdf,,,,,,,,,,,,,,,,,
23,P644175,A-Gas R454C rental cylinder 11kg,A Gas,464.05,"Allowing for larger batch sizes than more flammable refrigerants, this A-Gas Opteon XL20 rental cylinder contains R454C, a classified low flammable, low GWP refrigerant. Suitable as a replacement for R404A and R22 in low and medium temperature range positive displacement and direct expansion systems, R454C offers similar properties similar to R404A and R22, making it suitable for new commercial or industrial systems with no need for difficult and expensive modifications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R454C rental cylinder 11kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/41/75/NW-644175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R-454C_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,,,,,,,,,,,,,,,,,,,,
24,P688728,A-Gas R404A reclaimed rental cylinder 22kg,A Gas,1648.8,"This A-Gas 22kg rental cylinder contains R-404A, a HFC blend suitable as a replacement for R502 and R-22 in low and medium temperature refrigeration applications. With a GWP above 2500, the use of R-404A is now prohibited in new equipment and restricted in pre-existing equipment while reclaimed R-404A is still permitted until 2030 for servicing equipment already running and is therefore an option for those with systems above 40T CO2 equivalent (approximately 10kgs of R-404A).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R404A reclaimed rental cylinder 22kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/28/NW-688728_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R404A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R404A_SDS.pdf,,,,,,,,,,,,,,,,,,,
25,P684850,A-Gas RS-44 R424A rental cylinder 13kg,A Gas,978.63,"This A-Gas 13kg rental cylinder contains R-424A (RS-44), a HFC blend used as a retrofit refrigerant for R-22 in medium and high temperature air conditioning and refrigeration systems.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas RS-44 R424A rental cylinder 13kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/50/NW-684850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R424A_Pressure_Temp_Chart.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_h/&s/RS44_R424A_H&S.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R424A_SDS.pdf,,,,,,,,,,,,,,,,,,
26,P688729,A-Gas R404A recaimed rental cylinder 50kg,A Gas,3747.27,"This A-Gas R404A rental cylinder contains a HFC blend suitable as a replacement for R502 and R22 for use in low and medium temperature refrigeration applications. With a GWP above 2500, the use of R404A is prohibited in new equipment and is restricted in pre-existing equipment. Reclaimed R404A, however, is permitted until 2030 for servicing equipment already running on R404A. This makes it a viable option for systems above 40T Co2 Equivalent (approximately 10kgs of R404A).","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R404A recaimed rental cylinder 50kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/29/NW-688729_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Agas_R404A_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Agas_Product_Info_Guide.pdf,,,,,,,,,,,,,,,,,,,,
27,P684831,A-Gas R407C rental cylinder 55kg,A Gas,1365.73,"This A-Gas 55kg rental cylinder contains R-407C, a HFC blend, a suitable replacement for R-22 in air conditioning systems and medium temperature refrigeration applications.","Refrigeration/Refrigerants, Industrial Gas & Glycol/Refrigerants, Industrial Gas & Glycol.csv -> A-Gas R407C rental cylinder 55kg",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/31/NW-684830_684831_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Retrofit_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/A-Gas_R407C_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/A-Gas_Refrigerant_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ha/rt/A-Gas_R407C_Pressure_Temp_Chart.pdf,,,,,,,,,,,,,,,,,,,
