,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Fuel Type,Range,Hazardous,By Model Number,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Depth (mm),Attachment 3,Feature 4,Part Gas Council number,Boiler Section,Pack Quantity,Weight,Attachment 4
31,P427822,"Andrews CSC, Hi Flo, HIflo EVO, ECOflo, OFS B Z190 clean out door seal",Andrews,150.62,"This gasket is for use with Andrews CSC, HiFlo, HiFlo EVO, ECOflo and OFS B boilers.  These gaskets can be used in many different areas of the boiler to join parts to pipework securely, preventing gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.","Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews CSC, Hi Flo, HIflo EVO, ECOflo, OFS B Z190 clean out door seal",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/22/427822_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_HIflo_EVO_Installation.pdf,,,,,,,,,,,,,,,,,,,
32,P448013,Cotherm BBSC0174 thermostat R55/67,Cotherm,99.23,This Cotherm R55/67 thermostat is designed for use in Heatrae Sadia water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Cotherm BBSC0174 thermostat R55/67,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/80/13/448013_wm.jpg,,,,,N,,BBSC0174,Water Heater Part Accessories,N,With 600mm capillary,For use with Heatrae Sadia water heaters,,42 x 64 x 38 Capillary 600,,,,,,,
33,P493533,Advanced Water 516-597-0004 tundish 15mm x 22mm,Advanced Water,11.73,"A spare Redring tundish in black and silver.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Advanced Water 516-597-0004 tundish 15mm x 22mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/33/493533_wm.jpg,,,,,N,,516-597-0004,Tundish,N,Tundish 15mm x 22mm,,,N/A,,,,Hydraulics,,,
34,P797369,Andrews gasket burner,Andrews,47.16,An Andrews gasket burner for CWH and LCWH storage water heating cylinders. The burner produces heat in a combustible heating appliance. In natural gas appliances gas is transferred to a gas valve and into the burner for ignition. The heat created is used to heat the water in the master heat exchanger.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews gasket burner,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/69/NW-797369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
35,P446618,"Cotherm TSD01106 rod thermostat for use open vented hot water cylinders 11""",Cotherm,23.57,"Designed for use in Stanton DF water heaters, this Cotherm TSD01106 11"" rod thermostat offers a wide temperature range.","Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Cotherm TSD01106 rod thermostat for use open vented hot water cylinders 11""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/18/446618_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Cotherm_TSD_Technical.pdf,,,,,,,,,,,,,,,,,,,
36,P138197,Andrews E211 syphon (for maxxflo and csc),Andrews,12.0,This Andrews siphon is suitable for use with all MAXXflo and COMBIflo units.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews E211 syphon (for maxxflo and csc),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/97/138197_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Balanced_Flue_CSC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,
37,PD75640,Heatrae Sadia 7702935 gasket,Heatrae Sadia,7.5,A useful Heatrae Sadia gasket.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Heatrae Sadia 7702935 gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/40/D75640_wm.jpg,,,,,N,,7702935,Gasket,N,Heatrae Sadia spare part,"Compatible with William Wilson Solar Indirect, Direct and Indirect, Sapphire Direct and Indirect and Sapphire Professional Choice",,,,,,,,,
38,P797266,Andrews hand hole gasket,Andrews,21.98,"This Andrews hand hole gasket is a useful spare for a variety of Andrews boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews hand hole gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/66/NW-797266_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
39,P795601,Andrews blower gasket,Andrews,17.76,"An Andrews replacement blower gasket for ECOflo boilers. O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews blower gasket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/56/01/NW-795601_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Ecoflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
40,P555910,Center CB Spares ignition lead 1000mm (Pack of 3),Center CB,4.1,A pack of Center CB 1M long ignition leads.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Center CB Spares ignition lead 1000mm (Pack of 3),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/10/555910_wm.jpg,,,,Spares,N,,CB555910,Ignition Lead,N,Pack of 3,1M length,28mm female spade terminals,8,,,,,pack of 3,,
41,P795702,Andrews G058 standard gas valve,Andrews,415.39,"This Andrews brand standard gas valve is suitable for use in a variety of CSC range boilers. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews G058 standard gas valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/02/NW-795702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_CSC_WaterHeaters_Install.pdf,,,,,,,,,,,,,,,,,,,
42,P138838,Andrews ECOflo COMPACT horizontal flue kit 60-100mm,Andrews,415.0,This Andrews ECOflo Compact 60/100mm horizontal flue kit is suitable for use with high efficiency condensing floor-standing storage water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews ECOflo COMPACT horizontal flue kit 60-100mm,,Flue with sampling point;90° elbow;Horizontal terminal;Support bracket,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/76/HorizontalFlueKit 7697176_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,
43,P412284,Andrews CE marked control,Andrews,363.57,This Andrews integrated control board is suitable for use in a wide variety of Andrews boilers including ECOflo units.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews CE marked control,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/84/412284_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hifl-EVO_Installation.pdf,,,,,,,,,,,,,,,,,,,
44,P130681,Andrews CLASSICflo flue pipe (for RFF190/280 - FF50/75) 1mtr,Andrews,95.0,This Andrews CLASSICflo 1M flue pipe is highly durable and suitable for fan flued water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews CLASSICflo flue pipe (for RFF190/280 - FF50/75) 1mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/81/130681_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_CLASSICflo_Spec_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Andrews_CLASSICflo_FAN_FLUED_NG_Tech.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_CLASSICflo_FAN_FLUED_Install.pdf,,,,,,
45,P795583,Andrews heat exchanger condense tray,Andrews,284.5,An Andrews heat exchanger condense tray for CWH and LCWH boilers.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews heat exchanger condense tray,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/83/NW-795583_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
46,P138135,Andrews Potterton 100/150 horizontal wall terminal kit,Andrews,214.0,A Potterton 100/150mm horizontal wall terminal kit with adaptor for Paramount Five units.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 100/150 horizontal wall terminal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/35/138135_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Potterton_two_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,
47,P706509,Andrews tank sensor,Andrews,197.61,An Andrews brand tank sensor for Potterton and Andrews cylinders.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews tank sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/09/NW-706509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Maxxflo_Installation.pdf,,,,,,,,,,,,,,,,,,,
48,P798224,Andrews pilot assembly L32/143,Andrews,95.37,"This Andrews pilot assembly is suitable for Andrews L32/143, L54/399, L62/309, L65/169 and L81/251 boilers. A pilot assembly normally includes a pilot bracket, injector, electrode and thermocouple. The pilot flame ignites gas entering the boiler's main burner via the gas valve when the system is switched on. The pilot flame operates alongside the printed circuit board (PCB) and the rest of the pilot assembly for safe and efficient ignition.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews pilot assembly L32/143,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/24/NW-798224_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
49,P419495,Andrews electrode,Andrews,13.98,An Andrews replacement electrode for water heaters. An ignition (spark) electrode causes the spark that begins combustion within the burner. while flame sensing electrodes are responsible for checking if there is a flame present in the burner to make sure that the boiler doesn't keep supplying gas without a flame.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews electrode,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/95/NW-419495_wm.jpg,,,,Spares,N,,7683430,Electrode,N,Andrews spare part,,,,,,,,,,
50,P706061,Andrews pressure relief valve,Andrews,210.5,"This Andrews pressure relief valve or PRV is suitable for use with selected Andrews natural gas boilers. The pressure relief valve helps to control pressure in a closed system by proportionally opening to relieve excess pressure, preventing catastrophic malfunction.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews pressure relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/61/NW-706061_wm.jpg,,,Natural Gas,Spares,N,,C456AWH,Relief Valve,N,Replacement pressure relief valve (PRV),Protects from over-pressure,"For use with Andrews L24/31, L32/35, L40/36, L63/71 and L84/74 water heaters",,,,790852,,,,
51,PD69052,Zip Hydroboil AQ3 pressure reducer and line strainer,Zip,127.58,This Zip combined pressure reducer and line strainer is designed for use in unvented water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil AQ3 pressure reducer and line strainer,,Combined pressure reducer;Line strainer,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/52/D69052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,
52,P138171,ANDREWS 90 DEG BEND E215 MAXXFLO & CSC,Andrews,179.0,An Andrews COMBIflo 90° elbow for 130/200mm diameter flues with suitability for 100 and 150kW condensing water heaters.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> ANDREWS 90 DEG BEND E215 MAXXFLO & CSC,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/71/138171_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Andrews_Balanced_Flue_CSC_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,
53,P470153,Zip SP90081 internal thermostat kit assembly,Zip,150.03,This Zip internal thermostat assembly kit is for use in 1.5 to 25L Econoboil and Hydroboil models.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip SP90081 internal thermostat kit assembly,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/53/470153_wm.jpg,,,Electric,,N,"HS001 TO HS040,HS503 TO HS505,HS202 TO HS208,HS302 TO HS308",90081,Thermostat,N,Suitable for Zip Hydroboil HS001 to HS040,Suitable for Hydroboil Plus HS202 to HS208 and HS302-HS308,Also compatible with Econoboil models HS503 to HS506,,,,,,,186.00000,
54,PD69053,Zip Hydroboil AQ4 blending valve and check valves,Zip,212.46,"This Zip thermostatic blending valve complete with check valves maintains a constant hot water temperature in unvented water heaters, preventing scalding incidents.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Zip Hydroboil AQ4 blending valve and check valves,,Thermostatic blending valve;Check valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/53/D69053_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/ZP1223_DL_Digital_Brochure_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,
55,P465166,EcoAqua drinking water filter replacement cartridge,EcoAqua,36.51,"Suitable for domestic or commercial use, this EcoAqua drinking water filter replacement cartridge is suitable for use in 3M AP2-C401-SG and Lincat FC02 filters.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> EcoAqua drinking water filter replacement cartridge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/66/NW-465166_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/465166_Technical.pdf,,,,,,,,,,,,,,,,,,,
56,P493555,Advanced Water 780-475-0001 pressure temperature relief valve,Advanced Water,68.49,"Helping to safely relieve over-pressure and protect from overheating, this Zip Water temperature and pressure relief valve is compatible with AP3 30 to 100L water heaters.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Advanced Water 780-475-0001 pressure temperature relief valve,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/55/493555_wm.jpg,,,,,N,,780-475-0001,Relief Valve,N,Suitable for installation in Zip Aquapoint 3 and Varipoint 3 appliances,Pressure/temperature relief valve only,,,,,,Gas Assembly,,,
57,P138860,Andrews Classicflo horizontal flue kit,Andrews,427.0,An Andrews 80mm horizontal flue kit for use with CLASSICflo Fan Flued.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Classicflo horizontal flue kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/88/52/138852_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Andrews_Water_Heaters_Spec_Guide.pdf,,,,,,,,,,,,,,,,,,,
58,P412286,Andrews Z139 thermostat control board (not 32/143),Andrews,858.57,"This Andrews PCB is compatible with 54/440, 62/341, 65/173, 81/264 and 54/418 models. The control centre of a boiler, the printed circuit board (PCB) monitors and controls every process occurring throughout a system via switches, thermostats and sensors. It enforces safety measures too, shutting down boiler functions if internal readings indicate any fault such as high pressure or low water levels.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Z139 thermostat control board (not 32/143),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/86/NW-412286_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
59,P138136,Andrews Potterton 100/150 vertical flue terminal kit,Andrews,254.0,A Potterton 100/150mm vertical wall terminal kit with adaptor for Paramount Five units.,Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 100/150 vertical flue terminal kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/36/138136_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Potterton_two_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,,,,,,,,,,,,,
60,P706134,Andrews gas control valve White,Andrews,453.98,"A genuine Andrews spare, this gas control valve, in white, is compatible with Andrews 24/39, 32/40, 40/61, 63/62 and 84/87. The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews gas control valve White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/34/NW-706134_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Andrews_Hiflo-WH_Installation.pdf,,,,,,,,,,,,,,,,,,,
61,P181062,"Heatrae Sadia RDT RDT 11"" (Vertical) resettable immersion heater thermostat 11""",Heatrae Sadia,20.02,"Designed for use with the Santon Sector S15UNV water heater, this Heatrae Sadia 11"" RDT resettable thermostat protects the unit from boiling steam with no requirement to drain down the hot water cylinder. Offering manual reset, this thermostat incorporates patented MFS technology for single pole safety.","Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Heatrae Sadia RDT RDT 11"" (Vertical) resettable immersion heater thermostat 11""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/62/NW-181062_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Immersion_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Heatrae_Sadia_Immersion_Installation.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae_Sadia_Immersion_Brochure.pdf,,,,,,
62,P138141,Andrews Potterton 100/150 flue wall bracket,Andrews,36.0,"A Baxi Potterton stand-off flue support bracket, compatible with a wide range of modules.",Parts and Spares/sub_categories/Heating Replacement Parts/sub_categories/Water Heater Parts and Accessories/Water Heater Parts and Accessories.csv -> Andrews Potterton 100/150 flue wall bracket,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/41/138141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Potterton_MB_Series_Product_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Potterton_Sirius_Technical.pdf,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Baxi_Brochure.pdf,,,,,,
