,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Colour,Thickness,Warranty,Hazardous,Depth (mm),Frame Colour,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 6,Range,Position,Shower Tray Shape,Style,Weight,Floor Mounted,Waste Supplied,Anti Slip Surface,Riser included,Waste Kit Included
73,PD28383,Mira Leap pentagon panels only 900 x 900mm,Mira,323.04,"The Mira Leap 900 x 900mm pentagon panel is installed with a bi-fold or pivot door to create a complete shower enclosure. Built with 6mm safety glass and CleanCoat glass coating technology this robust, easy to clean panel is built to last.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Leap pentagon panels only 900 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/83/UP-D28383_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Mira_Leap_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_LeapQuadrantEnclosure_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Mira_Leap_Pentagon_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PD28359,Mira Leap pivot door only 1200mm,Mira,367.77,"The Mira Leap 1200mm pivot door is ideal for alcove or corner shower enclosures, providing a stylish, frameless look and saving on valuable space. Built using strong 6mm thick glass with CleanCoat glass coating technology and with no visible fixings or screwcaps, the Leap looks sleek and modern and provides easy-clean convenience.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Leap pivot door only 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/59/UP-D28355_D28359_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Leap_Pivot_Door_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/r_/ld/Mira_Leap_Pivot_Door_LD.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD05994,Mira Elevate corner entry 760mm,Mira,350.64,"Make the most of a bathroom space with the Mira Elevate 760mm corner entry shower enclosure. Built in tough 6mm glass with CleanCoat streak-free technology, the Elevate is easy to clean and offers useful installation features including pre-drilled channels and generous adjustment for wonky walls.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate corner entry 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/95/UP-D05994_D05995_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mira_Elevate_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PE61141,Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm Natural Pearl,Mermaid,182.45,"Easy to install, with no need for grouting, this Mermaid Timeless Trade 2420 x 1185mm tongue and groove panel is a great finishing touch for any bathroom. Built in plywood, Timeless Trade panelling is easy to maintain and offers a long-lasting alternative to tiling. Finished in natural pearl, this panel's luxurious pearlescent layers bring understated glamour and warmth to a spa-style bathroom.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mermaid Timeless Trade ply wood tunnel and groove panel 2420 x 1185mm Natural Pearl,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/41/NW-E61140_E61141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Mermaid_Timeless_Trade_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PD06546,IMPEY LEVEL DEC EASY FIT 1500X800 + EDP1,Impey,494.64,"Straightforward to install, the Impey Level-Dec EasyFit 1500 x 800mm wetroom floor former is a strongly durable 22mm thick GRP floorboard replacement with four pre-formed drainage gradients designed to offer a level access wetroom floor ideal for a vinyl finish. Manufactured in high glass content SMC, the Level-Dec EasyFit helps to save on installation time and cost, withstanding up to 300kg (47 stone) with no requirement for under-boarding, while the included rotating drain plate adjusts through 360° to avoid any underfloor obstructions.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> IMPEY LEVEL DEC EASY FIT 1500X800 + EDP1,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/49/NW-D06544_D06549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Impey_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PN86537,Perform Panel Beige Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,Perform Panel,177.94,"A fast, clean, stylish alternative to tiling, Perform Panel 2400 x 1200mm Nu-Lock shower wall panels require minimal installation effort and offer a reliable waterproof finish. Manufactured in 11mm thick plywood, these smart, modern panels are finished in Beige Eiger a contemporary grey with textural depth.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Perform Panel Beige Eiger Nu-Lock Panel 2400mm x 1200mm x 11mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/37/N86537_wm.jpg,,,,,,Beige Eiger,,,N,11,,PLY,NLPLYBEIGEEIGER,Shower Panel,N,Waterproof design,Ply construction,For installation 5x quicker than tiles,Beige Eiger finish,,,,,,,,,,,,,,,,,,
79,PN57522,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm White Snow,Multipanel,159.45,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel is finished in White Snow, a highly reflective gloss.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm White Snow,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/27/NW-N57522_N57527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,
80,PD54023,Impey Aqua Dec EasyFit easyfit rotating plate square drain floow former 1500 x 1200 x 22mm Off-White,Impey,630.71,"Straightforward to install, the Impey Aqua-Dec EasyFit 1500 x 1200mm wetroom floor former is a strongly durable 22mm thick GRP floorboard replacement with four pre-formed drainage gradients designed to offer a level access wetroom floor ideal for a tiled finish. Manufactured in high glass content SMC, the Aqua-Dec EasyFit helps to save on installation time and cost, withstanding up to 300kg (47 stone) with no requirement for under-boarding, while the included rotating drain plate adjusts through 360° to avoid any underfloor obstructions.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Impey Aqua Dec EasyFit easyfit rotating plate square drain floow former 1500 x 1200 x 22mm Off-White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/24/NW-D54017_D54024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Impey_Aqua_Dec_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PN86570,Perform Panel n/lock 7ply 9711 2400 x 1200 x 11 White Frost,Perform Panel,177.94,"A simple tongue and groove design, this Nu-Style 2400 x 1200mm ply shower wall panel provides ease of installation for a faster transformation compared to tile. These waterproof panels are finished in elegant White Frost, a gleaming clean choice for a modern bathroom.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Perform Panel n/lock 7ply 9711 2400 x 1200 x 11 White Frost,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/70/N86570_wm.jpg,,,,,,White Frost,,,N,11,,LAMINATE AND PLYWOOD,NL1200PLYWHITEFRST,SHOWER PANELS,N,White Frost finish,Nu-lock tongue and groove design,Laminate and plywood construction,Waterproof,"Quick, easy installation",,,,,,,,,,,,,,,,,
82,PN00841,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm White,Multipanel,157.79,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Natural White Gloss, this panel brings a clean, fresh look to any bathroom.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/41/NW-N00841_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
83,PN65942,Multipanel bathroom wall panel 2400 x 598mm Antique Rose,Multipanel,109.89,"Quick and easy to install, Multipanel Pure Hydrolock 2400 x 1200mm shower panels are manufactured in a sustainable MDF with a waterproof laminate finish. A practical, cost-effective alternative to tiling with a smart Hydrolock tongue and groove jointing system, these panels are finished in gorgeous Herringbone Antique Rose for an on-trend feminine look without the hassle and mess of tiling.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel bathroom wall panel 2400 x 598mm Antique Rose,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/42/N65942_wm.jpg,,,,,,Pink,,,N,11,,Exterior Grade MDF and Laminate,MT325HT7228,Bathroom Wall Panel,N,Antique Rose finish,Exterior grade MDF and laminate construction,100% recyclable,Made in Britain,No grout required,Quick and easy to install,Easy cleaning and maintenance,Discreet watertight Hydrolock joint,Unlipped version also available,Manufactured using FSC C128180 certified materials,,,,,,,,,,,,
84,PN65962,MULTIPANEL LBU 2400 X 1200 ONYX MARBLE,Multipanel,182.38,"Providing a realistic marble effect, Multipanel Linda Barker Collection 2400 x 1200mm shower wall panels are an effortless, stylish alternative to tiling with no need for grout and no time consuming spacing and fitting to deal with. Manufactured with an exterior grade FSC certified MDF core and Hydrolock tongue-and-groove edges, these panels aren't just simple to install, they're reliably waterproof and eco-friendly too. The Onyx Marble finish is a classy choice for modern spa style bathrooms.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> MULTIPANEL LBU 2400 X 1200 ONYX MARBLE,,Panel(s),https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/62/N65962_wm.jpg,,,,,,White,,,N,11,,Exterior grade MDF,MP5545SHR,Bathroom Wall Panel,N,Onyx Marble finish,"Clean, square edge",Ideal for installation with Multipanel profiles,Authentic marble slab look and texture,Made in Britain,100% waterproof,100% recyclable,No grout required,"Discreet, watertight Hydrolock joint",FSC and PEFC certified,,,,,,,,,,,,
85,PN86440,Perform Panel 7183 ply SE panel 2400 x 1200 x 11 Black Bonito,Perform Panel,146.89,"Making finishing a bathroom install quick and easy, this Nu-Style SE 2400 x 1200mm Perform Panel is a hassle-free, mess-free alternative to tiling with the option to cut to size to suit your project. Completely waterproof, these panels are maintenance-free and easy to clean, with no need for re-grouting. Finished in Black Bonito, these plywood laminate panels are ideal for contemporary dark bathroom schemes.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Perform Panel 7183 ply SE panel 2400 x 1200 x 11 Black Bonito,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/40/N86440_wm.jpg,,,,,,Black,,,N,11,,"Plywood, Laminate, Balancer",SE1200PLYBLACKBON,SHOWER PANELS,N,Plywood and laminate construction,Black Bonito finish,,,,,,,,,,,Bonito,,,,,,,,,
86,PC80085,Multipanel Neutrals swatch 2400 x 1200mm Dove Grey,Multipanel,177.6,"Easy to clean and watertight, this Multipanel Neutrals 2400 x 1200mm hydrolock wall panel is an alternative to tiles for use in bathrooms, kitchens or wet rooms. Ideal for speeding up the installation process in new build and renovation projects, Multipanel is ideal for shower walls and can also be fitted to floors and even ceilings. This panel is finished in a matte Creamy White, an understated but sophisticated choice to suit any bathroom decor.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Neutrals swatch 2400 x 1200mm Dove Grey,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/85/NW-C80085_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PD00548,Ionic Express slider shower enclosure pack 1400mm,Ionic,886.06,"This 1400mm Ionic Express sliding door shower enclosure pack includes both a fixed and moving panel in 6mm toughened glass. Treated with Mershield Stayclear for easier cleaning, the moving panel has smooth, easy-clean double rollers while double fin seals increase water retention for leak-free use.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Ionic Express slider shower enclosure pack 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/49/UP-D00548_D00549_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Ionic_Express_Sliding_Door_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PN57508,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm Marfil Cream,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 900mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has a stone effect Marfil Cream finish, a textured surface with a neutral look.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 900mm Marfil Cream,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/09/NW-N57504_N57509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,
89,PD28910,Merlyn Ionic Express sliding door shower enclosure 1100mm,Merlyn,470.49,The smart Merlyn Ionic Express 1100mm sliding shower enclosure door is manufactured in robust 6mm safety glass with Mershield Stayclear coating and features quick release rollers for effortless cleaning and double fin seals for increased watertightness.,Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Merlyn Ionic Express sliding door shower enclosure 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/11/UP-D28909_D28911_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoorPanel_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ionic_Showering_Collection_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Merlyn_IonicExpress_SDoor_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Merlyn_IonicExpress_SDoor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PN55906,Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Arctic Stone,Multipanel,172.95,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. Finished in Arctic Stone, this panel has an authentic real stone look for a touch of luxuriant urban chic.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel hydrolock tongue and groove 2400 x 1200mm Arctic Stone,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/08/NW-N55903_N55908_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,
91,PD05974,Mira Elevate bi-fold shower door 760mm,Mira,265.52,"Maximising your bathroom floor space, the Mira Elevate 760mm shower enclosure bifold inward opening door is designed for a corner or alcove enclosure. Manufactured in 6mm safety glass with magnetic closings at both top and bottom, this reversible installation door is easy to fit, clean and use.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Mira Elevate bi-fold shower door 760mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/77/UP-D05973_D05977_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Mira_Elevate_Bifold_Door_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Mira_Elevate_Bifold_Door_Spares.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PN36709,Multipanel Classic internal corner profile type A Satin Silver,Multipanel,14.08,"Finish edges or join corner panels neatly with this Multipanel Classic type A 2450mm internal corner profile in satin anodised silver. Concealing and protecting the exposed edge of a tile panel, this profile also prevents water ingress. Using the appropriate profile and silicone sealant is recommended for a reliably watertight finish.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic internal corner profile type A Satin Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/09/N36709_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/s_/v2/MPanel_AluminiumExtru_MSDS_V2.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PN36619,Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Classic Marble,Multipanel,144.28,"An easy, grout-free alternative to paint or tiling, this 1200mm Multipanel Classic wall panel has a reliably water-resistant hardwood plywood core and a high pressure decorative laminate to face along with a plain balancing laminate to rear. This panel has been finished in a Classic Marble with cool grey tones for an elegant, high quality look.",Showering/Shower Doors and Enclosures/Shower Doors and Enclosures.csv -> Multipanel Classic bathroom wall panel unlipped 2400 x 1200mm Classic Marble,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/19/NW-N36619_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/op/MPanel_LB_Classic_Heritage_DOP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/22/Multipanel Product Data Sheet Oct22.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/MPanel_LB_Classic_Heritage_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/MPanel_LB_Classic_Heritage_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/13/Multipanel_Brochure_2013.pdf,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/MPanel_Classic_MSDS.pdf,,,,,,,,,,
