,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Hazardous,Approvals,Material,Size,Wall Thickness (mm),Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Attachment 7,Diameter,Length (M),Pack Quantity,Range,Grade,Outer Diameter,Type,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Gender,Connection Type 1,Connection Type 2,Material Type,Warranty,Weight,Connection Type
45,PV18320,Lawton Tube TX copper tube (MOQ 10m) 28mm x 1m,Lawton Tube,9.44,"This Lawton TX 28mm tube is a reliable alternative to traditional 1.2mm thick EN 1057 tube. Supplied in a 1M length, this 0.9mm thick copper pipe saves on costs without compromising on performance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube TX copper tube (MOQ 10m) 28mm x 1m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/20/NW-V18320_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Copper_Tube_Mech_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Lawton_Tube_CopperTube_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Lawton_Tube_Copper_Tube_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Lawton_Tube_Water_Capacity_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P508310,Lawton Tube copper tube 15mm x 1mtr,Lawton Tube,3.69,"Made of copper, this Lawton 15mm tube offers proven performance as a cost-effective solution for a wide range of uses. Suitable for domestic and commercial use, this tube is supplied in a 1M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube copper tube 15mm x 1mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/10/NW-508310_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Lawton_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Lawton_Technical_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,P670239,"Lawton Tube copper tube coil (21SWG) 1/2"" x 30m",Lawton Tube,109.11,"Designed for refrigeration and air conditioning use, this Lawton Tube 1/2"" 21SWG coiled tube, supplied in a 30M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube copper tube coil (21SWG) 1/2"" x 30m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/44/NW-670234_670244_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,P670187,"Lawton Tube copper tube coil (20SWG) 5/8"" x 6mtr",Lawton Tube,33.87,"Designed for refrigeration and air conditioning use, this Lawton Tube 5/8"" 20SWG coiled tube, supplied in a 6M length, has been cleaned, nitrogen-purged and capped. The tube is covered with a seamless plastic coating for reliable protection from abrasion and aggressive materials.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Lawton Tube copper tube coil (20SWG) 5/8"" x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/87/NW-670184_670187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/Lawton_Tube_Technical_Guide_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_WP_Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Lawton_Tube_ACR_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Lawton_Tube_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Lawton_Tube_ACR_RT_Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,P508301,Yorkshire Yorkex copper tube 22mm x 6mtr,Yorkshire,7.35,"Designed for ground services, this Yorkshire Yorkex 22mm tube offers easy manipulation in half-hard condition and a comparatively light weight. Able to withstand high internal pressures, this 0.9mm thick copper tubing is suitable for use in most hot and cold water, central heating and gas installations. It is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Yorkshire Yorkex copper tube 22mm x 6mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/02/NW-508300_508302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Yorkshire_Tube_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Yorkshire_CopperTube_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PL14022,Tata Install Plus hot EN 10255/17-2 heavy plain ends 25mm tube (Per metre),Tata,22.22,"Multi-certified, this Tata Install Plus 25mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 25mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PL14367,Tata Hot Tube 10255/17-2 red medium TBE 40mm HR,Tata,30.27,"Threaded at both ends, Tata Install Plus 40mm HR medium hot tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Hot Tube 10255/17-2 red medium TBE 40mm HR",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,,,,,,Red,N,EN10255/EN10217,Carbon Steel,40 MED,3.2,258348,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,,,,,,,,,
52,PL14355,Tata red heavy tube 20mm,Tata,12.9,"Threaded at both ends, Tata Install Plus 20mm heavy tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata red heavy tube 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,,,,,,Red,N,EN10255/EN10217,Carbon Steel,20 HVY,3.2,258376,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,,,,,,,,,
53,PL14028,Tata Install Plus hot EN 10255/17-2 heavy plain ends 100mm tube (Per metre),Tata,97.89,"Multi-certified, this Tata Install Plus 100mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5.4mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 heavy plain ends 100mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/30/NW-L14020_L14030_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P529767,Pegler VSH XPress system tube 35mm x 6mtr Stainless Steel (Per Metre),Pegler,44.28,"This Pegler Yorkshire VSH Xpress 444 35mm heat shrink tube is made of 1.5mm thick 630 grade stainless steel with a metallic finish. Suitable for use with XPress and Tectite systems, this tube is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Pegler VSH XPress system tube 35mm x 6mtr Stainless Steel (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/69/NW-529765_529769_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_BSIKitemark_CCAPF_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_SS630_444_Sprinkler_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_DVGW_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P529763,Pegler VSH XPress system tube 42mm x 6mtr Stainless Steel (Per Metre),Pegler,76.12,"This Pegler Yorkshire VSH Xpress 42mm heating tube is made of 1.5mm thick 316 stainless steel. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Pegler VSH XPress system tube 42mm x 6mtr Stainless Steel (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/64/NW-529760_529764_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_BSIKitemark_CCAPF_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_316SS_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/if/ct/Pegler_LPCB-VSH_Fittings_BV_Certifct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_DVGW_Certificate.pdf,,,,,,,,,,,,,,,,,,,
56,PL13316,Omegaflex TracPipe coil 35mm (75 metre),Omegaflex,27.36,"An alternative to rigid pipes, Omegaflex TracPipe 35mm gas pipe is made of stainless steel with high resistance to damage and crushing, ideal for on-site work and in industrial or commercial settings. Supplied in 75M lengths and covered in polyethylene, TracPipe incorporates flame spread and smoke density inhibitors for a two hour fire rating and suitability for fire-protected areas.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Omegaflex TracPipe coil 35mm (75 metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/16/NW-L13314_L13316_wm.jpg,,,,,,,Yellow,N,,Stainless SteelPolyethylene (PE),35 mm,0.3,FGP-SS4-35-250,N,Used predominantly from meter to appliance,"Suitable for domestic, industrial, and commercial applications","Suitable for 1st, 2nd and 3rd family gases",Bends by hand with no specialist tools,Saves up to 75% on installation time,"No threading, welding or soldering required",,32,75,75 metre,TracPipe,304L,11/4,Pipe Coil,Lightweight and easy to transport,Manufactured to withstand normal shrinkage and movement,Maximum operating pressure up to 500mbar,2 hour fire rating in continuous length (no joints),"Suitable for use in fire protected areas including protected shafts, escape corridors and lobbies",,,,,,,
57,PL15095,"Geldbach SCH80 HFS (API/A106) seamless carbon steel pipe 2"" x 60.3mm (Per metre)",Geldbach,25.13,"This Geldbach SCH80 2"" seamless carbon steel pipe is designed with 60.3mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geldbach SCH80 HFS (API/A106) seamless carbon steel pipe 2"" x 60.3mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/98/L15090_L15098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PM48125,Geberit m of mps ss therm 49107 sys pipe 42mmx6m,Geberit,18.41,"This Geberit Mapress Therm 49107 42mm pipe, supplied in a 6M length is part of the brand's cost-efficient, corrosion-resistant Mapress Therm pipe system, designed to meet the needs of closed heating and cooling circuits where moisture is inevitably present. This low-alloy stainless steel system protects against condensation and external moisture, making it ideal for cooling systems, floor heating systems where wet, cement-based materials take a long time to dry, and industrial applications, particularly where compressed air and inert gases are in use.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit m of mps ss therm 49107 sys pipe 42mmx6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/25/M48125_wm.jpg,,,,,,,Steel/Metallic,N,EN 10312:2002 + A1:2005,CrTi steel 1.4520 (EN 10088),42mmØ,1.5,49107,N,Reliable protection against external corrosion,Suitable for closed cooling or refrigeration circuits,"Durable, cost-effective low-alloy stainless steel",Ideal for industrial applications,Compatible with inert gases and negative pressure systems,"Suitable for technical building systems, heating pipes and radiators",,,,,,,,,"Suitable for heaters, solar, district heating and compressed air",Meets EN 10312:2002 + A1:2005,,,,Plain End,Plain End,Plain End,,,,
59,PR41168,Pegler VSH XPress uncoated galvanised tube 6mtr x 89mm (Per Metre),Pegler,88.01,"This Pegler Yorkshire VSH Xpress 88.9mm heating tube is made of 2mm thick galvanised carbon steel material. Suitable for use with XPress and Tectite systems, this tube is supplied in 6M lengths.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Pegler VSH XPress uncoated galvanised tube 6mtr x 89mm (Per Metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/69/NW-R41160_R41169_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_Xpress_Press-Fit_System_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PM48122,Geberit m of mps ss therm 49104 sys pipe 22mmx6m,Geberit,7.8,"This Geberit Mapress Therm 49104 22mm pipe, supplied in a 6M length is part of the brand's cost-efficient, corrosion-resistant Mapress Therm pipe system, designed to meet the needs of closed heating and cooling circuits where moisture is inevitably present. This low-alloy stainless steel system protects against condensation and external moisture, making it ideal for cooling systems, floor heating systems where wet, cement-based materials take a long time to dry, and industrial applications, particularly where compressed air and inert gases are in use.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geberit m of mps ss therm 49104 sys pipe 22mmx6m",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/22/M48122_wm.jpg,,,,,,,Steel/Metallic,N,EN 10312:2002 + A1:2005,CrTi steel 1.4520 (EN 10088),22 mm,1.2,49104,N,Reliable protection against external corrosion,Suitable for closed cooling or refrigeration circuits,"Durable, cost-effective low-alloy stainless steel",Ideal for industrial applications,Compatible with inert gases and negative pressure systems,"Suitable for technical building systems, heating pipes and radiators",,,,,,,,,"Suitable for heaters, solar, district heating and compressed air",Meets EN 10312:2002 + A1:2005,,,,Plain End,Plain End,Plain End,,,,
61,PL13322,Omegaflex TracPipe coil 40mm x 45mtr,Omegaflex,37.1,"An alternative to rigid pipes, Omegaflex TracPipe 40mm gas pipe is made of stainless steel with high resistance to damage and crushing, ideal for on-site work and in industrial or commercial settings. Supplied in 45M lengths and covered in polyethylene, TracPipe incorporates flame spread and smoke density inhibitors for a two hour fire rating and suitability for fire-protected areas.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Omegaflex TracPipe coil 40mm x 45mtr",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/22/NW-L13322_wm.jpg,,,,,,,Yellow,N,,Stainless SteelPolyethylene (PE),40 mm,0.3,FGP-SS4-40-150,N,Used predominantly from meter to appliance,"Suitable for domestic, industrial, and commercial applications","Suitable for 1st, 2nd and 3rd family gases",Bends by hand with no specialist tools,Saves up to 75% on installation time,"No threading, welding or soldering required",,40,45,,TracPipe,304L,1.1/2,Pipe Coil,Lightweight and easy to transport,Manufactured to withstand normal shrinkage and movement,Maximum operating pressure up to 500mbar,2 hour fire rating in continuous length (no joints),"Suitable for use in fire protected areas including protected shafts, escape corridors and lobbies",,,,Stainless Steel,"18 months from sale, 12 months from Installation(whichever 1st)",,
62,P529768,Pegler VSH XPress system tube 42mm x 6mtr Stainless Steel (Per Metre),Pegler,56.68,"This Pegler Yorkshire VSH Xpress 444 42mm heat shrink tube is made of 1.5mm thick 630 grade stainless steel with a metallic finish. Suitable for use with XPress and Tectite systems, this tube is supplied in a 6M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Pegler VSH XPress system tube 42mm x 6mtr Stainless Steel (Per Metre)",,6x heat shrink tubes,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/69/NW-529765_529769_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_BSIKitemark_CCAPF_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fi/ct/Pegler_VSH_Xpress_1907002_Certifict.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/PY_SS630_444_Sprinkler_Tube_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/PY_DVGW_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PL14350,Tata red medium tube 32mm,Tata,22.55,"Threaded at both ends, Tata Install Plus 32mm medium tube is a versatile selection for a range of applications. This pipe is manufactured in high strength carbon steel for reliable robustness and painted for a professional finished appearance.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata red medium tube 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_t/be/TATA_RED_TBE_wm.jpg,,,,,,,Red,N,EN10255/EN10217,Carbon Steel,32 MED,3.2,258342,N,"Suitable for welded, grooved, threaded or flanged connections",Full EPDs and tech subs available,Manufactured in UK,Carbon steel construction,Quality red paint finish suitable for end fit,Meets EN10255 and EN10217 standards,,,,,,,,,,,,,,,,,,,,
64,PL15091,"Geldbach SCH80 HFS (ASTM/A106) steel pipe 3/4"" x 26.7mm (Per metre)",Geldbach,8.33,"This Geldbach SCH80 3/4"" seamless carbon steel pipe is designed with 26.7mm thick walls. It is suitable for use in industrial applications.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Geldbach SCH80 HFS (ASTM/A106) steel pipe 3/4"" x 26.7mm (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/98/L15090_L15098_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Arcelormittal_LankwitzerUV_MSDS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PL11004,Tubetrade galvanised hand rail tube 42.4 x 3.2mm,Tubetrade,19.53,This Tubetrade 42.4mm welded tube is made of 3.2mm thick carbon steel.,"Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tubetrade galvanised hand rail tube 42.4 x 3.2mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/06/L11003_L11006_wm.jpg,,,,,,,Galvanised,N,EN 10255,"Carbon Steel, Grade S195T",42.4 mm,3.2,L11004*,N,Galvanised steel tube for handrial applications,,,,,,,1.1/4,,,,,,Hand Rail,,,,,,,,,,,,
66,PL14010,Tata Install Plus hot EN 10255/17-2 medium plain ends 150mm tube (Per metre),Tata,133.42,"Multi-certified, this Tata Install Plus 150mm hot-finished tube is especially designed to meet the needs of a wide range of building, engineering and industrial pipework applications. An ideal replacement for the withdrawn BS 1387 standard that doesn't allow for CE marking or satisfy construction products regulations (CPR), Install Plus is made of 5mm galvanised steel and supplied in a 64M length.","Pipe, Valves and Fittings/Metal Pipe/Metal Pipe.csv -> Tata Install Plus hot EN 10255/17-2 medium plain ends 150mm tube (Per metre)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/40/10/NW-L14000_L14010_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Tata_Install_Plus_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
