,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Connection Type,Range,Hazardous,Approvals,Equal / Unequal,End Connection A size,End Connection B size,Material,Size,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
10,P519700,"Pegler Kuterlite male coupling 15mm x 1/2""",Pegler,5.62,"This Kuterlite K611P 15mm x 1/2"" coupling with copper x BSP male parallel thread ends is a non-manipulative (Type A) duplex brass compression fitting. It is suitable for use on closed circuit central heating systems, in above ground hot and cold water services, on compressed air lines, in oil and other fluids and in LPG and low pressure gas services. This fitting is made up of a one piece body and includes symmetrical compression rings made of dezincification-resistant alloy and hexagonal duplex brass nuts.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Pegler Kuterlite male coupling 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/97/03/NW-519700_519703_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_Pro_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bl/es/Pegler_Pressure_Loss_Tables.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/ve/Pegler_KuterlitPrsrDropChartChkValve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kuterlite_600_900_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_CompressionFitting_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_900_Pro_KIWA_Cert.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
11,P525346,KUT K912 FEMALE COUPLING          15X3/4,Pegler,27.02,"This Kuterlite K912X 15mm x 3/4"" coupling is made of brass with copper x BSP parallel thread connections. The Kuterlite K900/K900-Pro range of non-manipulative (Type A) DZR compression fittings is suitable for jointing plain and chrome-plated copper tube to BS EN 1057, up to 28mm with Tectite PE-X/PE-X pipe to BS 7291 part 3, PB pipe to BS 7291 part 2, XPress carbon system tube/carbon steel tube to EN10305-2 and Tectite 316 system tube or stainless steel to EN 10312. This range is suitable for closed circuit central heating systems, above ground hot and cold water services and compressed air lines and can be used with other fluids and low pressure gas services.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> KUT K912 FEMALE COUPLING          15X3/4",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/53/NW-525345_525353_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_Pro_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bl/es/Pegler_Pressure_Loss_Tables.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_Pro_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/ve/Pegler_KuterlitPrsrDropChartChkValve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kuterlite_600_900_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_CompressionFitting_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_900_Pro_KIWA_Cert.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
12,PM32290,Geberit FlowFit 620.011.00.1 Coupling 20mm,Geberit,4.91,"Part of a comprehensive system, this Geberit FlowFit 20mm coupling is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical building systems, i","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Geberit FlowFit 620.011.00.1 Coupling 20mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32290_Primary_Image_wm.jpg,,,,,,,,Press Fit,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21931,Equal,20 mm,20 mm,PPSU Polyphenylsulfone,20 mm,620.011.00.1,Coupling,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930
13,PP93708,GFP 75MM COUPLER EF SDR11,Georg Fischer,12.03,"This Georg Fischer ELGEF Plus SDR11 75 x 75mm coupler is made of polyethylene with suitability for use in transport lines, distribution lines, gas/water, 10 bar gas/16 bar water and industrial pressure applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> GFP 75MM COUPLER EF SDR11",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/08/NW-P93708_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_ELGEF_Plus_16bar_Couplr_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_ELGEF_Plus_Piping_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_D400mm_Coupler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_ELGEF_Plus_Sun_Protection_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GF_ELGEF_Plus_Electro_Coupler_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P519806,"Pegler Kuterlite male coupling 15mm x 1/2""",Pegler,5.62,"This Kuterlite K611 15mm x 1/2"" coupling with copper x BSP male taper thread ends is a non-manipulative (Type A) duplex brass compression fitting. It is suitable for use on closed circuit central heating systems, in above ground hot and cold water services, on compressed air lines, in oil and other fluids and in LPG and low pressure gas services. This fitting is made up of a one piece body and includes symmetrical compression rings made of dezincification-resistant alloy and hexagonal duplex brass nuts.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Pegler Kuterlite male coupling 15mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/98/08/NW-519806_519808_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_Pro_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bl/es/Pegler_Pressure_Loss_Tables.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_WRAS_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/ve/Pegler_KuterlitPrsrDropChartChkValve.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Kuterlite_CompressionFitting_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Kuterlite_600_900_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Kuterlite_K600_900_Pro_KIWA_Cert.pdf,,,,,,,,,,,,,,,,,,,,,,,,,
15,PP26709,GFP 25MM COUPLER EF SDR11,Georg Fischer,4.22,"This Georg Fischer ELGEF Plus SDR11 25 x 25mm coupler with integral pipe fixation is made of polyethylene with suitability for use in transport lines, distribution lines, house connections, industrial pressure, 10 bar gas/16 bar water and water and gas distribution applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> GFP 25MM COUPLER EF SDR11",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/09/NW-P26709_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_ELGEF_Plus_Piping_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_ELGEF_Plus_Coupler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_ELGEF_Plus_Sun_Protection_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PM32303,Geberit FlowFit 620.031.00.1 Reducer 20mm x 16mm,Geberit,4.91,"Part of a comprehensive system, this Geberit FlowFit 20 x 16mm reducer is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical building system","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Geberit FlowFit 620.031.00.1 Reducer 20mm x 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32303_Primary_Image_wm.jpg,,,,,,,,Press Fit,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21932,Unequal,20 mm,16mmØ,PPSU Polyphenylsulfone,20mm x 16mm,620.031.00.1,Reducer,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930
17,PP34714,Gps Pe Pipe Systems FRIALEN SDR11 electrofusion coupler 63mm Black,Gps Pe Pipe Systems,19.58,"The GPS PE Pipe Systems FRIALEN SDR11 63mm electrofusion removable centre stop (MB) coupler features exposed heating coils, ensuring consistent heat transfer during fusion for maximum bonding between materials. Lightweight and highly resistant to corrosion, this fitting has excellent chemical durability and fusibility. FRIALEN electrofusion fittings are offered with 4mm terminal pins for gas and water applications up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Gps Pe Pipe Systems FRIALEN SDR11 electrofusion coupler 63mm Black",,Coupler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/14/NW-P34714_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Frialen_Coupler_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PP16572,VULC L163 ENF LINE COUPLER            76,Durapipe,50.45,"This Durapipe Vulcathene L163 76 x 76mm coupler is made of virgin-grade polypropylene. Designed to fit the Enfusion chemical waste drainage system, this coupler incorporates an internal stop, forming a smooth through-bore and ensuring that the correct pipe depth is inserted into the fitting.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> VULC L163 ENF LINE COUPLER            76",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/73/NW-P16571_P16573_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Durapipe_Vulcathene_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Durapipe_Vulcathene_Brochure_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PM32292,Geberit FlowFit 620.013.00.1 Flowfit Coupling PPSU 32mm,Geberit,10.3,"Part of a comprehensive system, this Geberit FlowFit 32mm coupling is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical building systems, i","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Geberit FlowFit 620.013.00.1 Flowfit Coupling PPSU 32mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32292_Primary_Image_wm.jpg,,,,,,,,Press Fit,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21930,Equal,32 mm,32 mm,PPSU Polyphenylsulfone,32 mm,620.013.00.1,Coupling,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930
20,P193748,GFS DN32 X 35MM CAD COMPRESSION COUPLING,GFS,115.4,"Robustly built in DZR brass, the GFS CAD DN32 x 35mm compression coupling is easy to install, using a simple compression connection requiring a simple push to create a reliable seal.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> GFS DN32 X 35MM CAD COMPRESSION COUPLING",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/48/193748_wm.jpg,,,,,,,,,,N,,,,,DZR resistant brass and nickel plated,DN32 x 35mm Compression,15266-CAD-07,Compression Coupling,N,Push-and-seal mechanical fixing,Requires no disassembly,DZR brass construction,Nickel-plated finish,,,,,,,,,
21,PP93709,GFP 40MM COUPLER EF SDR11,Georg Fischer,6.33,"This Georg Fischer ELGEF Plus SDR11 40 x 40mm coupler with integral pipe fixation is made of polyethylene with suitability for use in transport lines, distribution lines, house connections, industrial pressure, 10 bar gas/16 bar water and water and gas distribution applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> GFP 40MM COUPLER EF SDR11",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/09/NW-P93709_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_ELGEF_Plus_Piping_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_ELGEF_Plus_Coupler_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_ELGEF_Plus_Sun_Protection_Flyer.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PM32291,Geberit FlowFit 620.012.00.1 Coupling 25mm,Geberit,7.22,"Part of a comprehensive system, this Geberit FlowFit 25mm coupling is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical building systems, i","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Geberit FlowFit 620.012.00.1 Coupling 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32291_Primary_Image_wm.jpg,,,,,,,,Press Fit,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21958,Equal,25 mm,25 mm,PPSU Polyphenylsulfone,25 mm,620.012.00.1,Coupling,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930
23,PM32289,Geberit FlowFit 620.010.00.1 Coupling 16mm,Geberit,4.17,"Part of a comprehensive system, this Geberit FlowFit 16mm coupling is made of polyphenylsulfone (PPSU) and fitted with press-fit connections. Developed with the input of the plumbers who will use it, the innovative FlowFit system ensures always-right installation, for a simpler job on-site with no need for deburring and calibration when cutting to length and the ability to laterally press and rotate for convenient and reliable pressing in difficult spots with no risk of contortion. This system is compatible with both cold and hot potable water, cooling and heating water with or without antifreeze agent and with service water and process water. It can also be used in treated water, rainwater with a pH value of <gt/>6, seawater and extinguishing water (wet, wet/dry or dry). It is also suitable for chemicals and technical liquids, compressed air (oil purity class 0–3), inert gases such as nitrogen and in negative pressure. FlowFit is suitable for a variety of applications, including technical building systems, i","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Geberit FlowFit 620.010.00.1 Coupling 16mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M32289_Primary_Image_wm.jpg,,,,,,,,Press Fit,FlowFit,N,UK Reg4 approved for drinking waterEnvironmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025 / ISO 21957,Equal,16 mm,16mmØ,PPSU Polyphenylsulfone,16 mm,620.010.00.1,Coupling,N,No need for deburring and calibration,Window in fitting allows for insertion depth to be checked,Fitting can be laterally pressed,Fully rotatable for reliable pressing without contortion,All diameters installed with two different pressing jaws,No need for constant tool changes,No gaps in product range,Pressing indicator detaches to indicate that pipes are securely connected,Easy detection of unpressed fittings,No need for heavy pressing collars,Ideal for working overhead,UK Reg4 approved for drinking water,Environmental Product Declaration in accordance with EN 15804 + A2 + AC & ISO 14025/ISO 21930
24,PP45557,"Philmac 3G metric/imperial joiner 63mm x 2""",Philmac,46.14,"This Philmac 3G joiner with 63mm/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 63mm x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/57/NW-P45552_P45557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PP98559,Georg Fischer ELGEF Plus electrofusion coupler PE100 160mm,Georg Fischer,33.29,"This Georg Fischer ELGEF Plus SDR11 160 x 160mm coupler is made of polyethylene with suitability for use in transport lines, distribution lines, gas/water, 10 bar gas/16 bar water and industrial pressure applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Georg Fischer ELGEF Plus electrofusion coupler PE100 160mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/59/NW-P98559_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_ELGEF_Plus_16bar_Couplr_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/GF_ELGEF_Plus_Piping_System_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/GF_ELGEF_Plus_D400mm_Coupler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ly/er/GF_ELGEF_Plus_Sun_Protection_Flyer.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/GF_ELGEF_Plus_Electro_Coupler_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PP34716,Gps Pe Pipe Systems FRIALEN SDR11 electrofusion coupler 90mm Black,Gps Pe Pipe Systems,29.1,"The GPS PE Pipe Systems FRIALEN SDR11 90mm electrofusion removable centre stop (MB) coupler features exposed heating coils, ensuring consistent heat transfer during fusion for maximum bonding between materials. Lightweight and highly resistant to corrosion, this fitting has excellent chemical durability and fusibility. FRIALEN electrofusion fittings are offered with 4mm terminal pins for gas and water applications up to 16 bar.","Pipe, Valves and Fittings/Plastic Pipe Fittings/Pressure Pipe Fittings/Couplings/Couplings.csv -> Gps Pe Pipe Systems FRIALEN SDR11 electrofusion coupler 90mm Black",,Coupler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/16/NW-P34716_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/GPS_PE_Frialen_Coupler_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
