,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5
10,PF24846,Marley Solvent Waste access plug 40mm White,Marley,2.55,"Made of white PVC-c, this Marley Solvent Waste 40mm access plug can be used in internal or external applications.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Marley Solvent Waste access plug 40mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/46/NW-F24846_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
11,PF16164,Center CB PP access plug 32mm,Center CB,3.43,"Made of polypropylene (PP), this Center CB 32mm push-fit access plug is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Center CB PP access plug 32mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/64/NW-F16164_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,
12,PF30695,"Polypipe Terrain 200 access plug 1.1/4"" White",Polypipe,3.72,"This Polypipe Terrain 200 access plug is made of mPVC-U with 32mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.","Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Polypipe Terrain 200 access plug 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/95/NW-F30695_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,
13,PF29168,"Polypipe Terrain 100 access door 4"" Grey",Polypipe,52.31,"Suitable for use in commercial building services, this Polypipe Terrain 100 access door with 110mm mechanical joint connections is made of grey PVC-u. Fully accredited, the Polypipe Terrain PVC drainage system can be jointed to a wide range of other materials.","Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Polypipe Terrain 100 access door 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/68/NW-F29168_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,
14,PQ64698,"Wavin OsmaWeld access plug 1.1/2"" White",Wavin,4.03,This Wavin OsmaWeld 40mm access plug is manufactured in white ABS and incorporates secure solvent weld connections.,"Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Wavin OsmaWeld access plug 1.1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/98/NW-Q64698_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf
15,PQ66416,Wavin Wavin OsmaSoil doubler solvent-weld boss access pipe Black,Wavin,61.31,"Suitable for domestic or commercial use, this Wavin OsmaSoil 110mm double solvent weld boss access pipe is made of durable black PVC-u and is fitted with secure socket x push-fit connections.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Wavin Wavin OsmaSoil doubler solvent-weld boss access pipe Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/16/NW-Q66416_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_PVC_U_Pipe_&_Fittings_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf,,
16,PF66490,Polypipe ABS screwed access plug 40mm Black,Polypipe,5.74,"Made of black ABS, this Polypipe access plug with 40mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Polypipe ABS screwed access plug 40mm Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/90/NW-F66490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
17,PF16184,Center CB PP access plug 40mm,Center CB,2.77,"Made of polypropylene (PP), this Center CB 40mm push-fit access plug is part of a range designed to incorporate simple but effective ring seal jointing for fast, convenient installation. This cost-effective system is completely demountable, making it suitable for both new installations and modifications.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Center CB PP access plug 40mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/84/NW-F16184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Center_CB_DrainageProductGuide_2019.pdf,,,,
18,PF30701,"Polypipe Terrain 200 access plug 2"" White",Polypipe,5.32,"This Polypipe Terrain 200 access plug is made of mPVC-U with 50mm solvent weld connections. Ideal for use where high temperatures and harsh chemicals are used, mPVC-U is recommended as an alternative to ABS in education and healthcare settings, while in residential installations it can be used for boiler discharge and standard waste applications.","Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Polypipe Terrain 200 access plug 2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/01/NW-F30701_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,
19,PQ64446,"Wavin OsmaWeld access plug 1.1/4"" White",Wavin,3.84,This Wavin OsmaWeld 32mm access plug is manufactured in white ABS and incorporates secure solvent weld connections.,"Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Wavin OsmaWeld access plug 1.1/4"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/44/46/NW-Q64446_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Wavin_ABS_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Wavin_Osma_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Wavin_Osma_Waste_Water_Drain_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Wavin_Osma_RoundLine_Drainage_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wavin_OsmaSoil_Waste_Certificate.pdf
20,PF66360,Polypipe ABS screwed access plug 32mm White,Polypipe,5.74,"Made of white ABS, this Polypipe access plug with 32mm solvent weld connections is suitable for domestic applications. A popular selection for residential waste installations, the Polypipe ABS solvent weld range incorporates BioCote anti-microbial technology.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Polypipe ABS screwed access plug 32mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/60/NW-F66360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Polypipe_PolySoil_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/Polypipe_Building_Prod_Guide_May2015.pdf,,,
21,PF29180,"Polypipe Terrain 100 access pipe double socket 4"" Grey",Polypipe,47.32,"Made of grey PVC-U, this Polypipe Terrain 100 access pipe with 110mm solvent weld connections is designed for use in commercial building services. The Polypipe Terrain PVC drainage system is fully accredited and is suitable for joining to a variety of other materials.","Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> Polypipe Terrain 100 access pipe double socket 4"" Grey",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/80/NW-F29180_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/Polypipe_Terrain_Above_Ground_Brchr.pdf,,,,
22,PF23655,MLY 110MM ACCESS PIPE SOLV/SOC SFS41:G,Marley,24.06,"This Marley Solvent Soil 110mm access pipe with double solvent socket is made of grey PVC-U. This fitting is part of the Solvent Soil system designed to meet most drainage requirements, creating a secure, leak-free system.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> MLY 110MM ACCESS PIPE SOLV/SOC SFS41:G,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/36/55/NW-F23655_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
23,PF27472,MLY 50MM ULTRA ABS ACCESS PLUG  WAA5:W,Marley,3.08,"This white Marley ABS Waste 50mm solvent weld access plug is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> MLY 50MM ULTRA ABS ACCESS PLUG  WAA5:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/72/NW-F27472_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
24,PF27442,MLY 40MM ULTRA ABS ACCESS PLUG  WAA4:W,Marley,2.21,"This white Marley ABS Waste 40mm solvent weld access plug is a lightweight, cost efficient choice for internal installations.",Drainage/Waste Pipe and Fittings/Waste Pipe Access/Waste Pipe Access.csv -> MLY 40MM ULTRA ABS ACCESS PLUG  WAA4:W,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/42/NW-F27442_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Marley_Soil-Waste_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Marley_Soil-Waste_Brochure.pdf,,,
