,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Fuel Type,Weight,Energy Rating,Hazardous,Depth (mm),Energy Efficiency Class,Mounting Type,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Flow Rate,Range,Warranty,Water Heating Energy Efficiency Class,Output,Efficiency (SAP 2009),Type,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Boiler Bundles,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Dry Weight (kg)
10,P114938,Ideal Evomax 2 10 packaged NG boiler 40,Ideal,3153.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 40 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 40kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Evomax 2 10 packaged NG boiler 40,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Ideal_Evomax_2_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114938_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/114938_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P191035,Bosch Compress 7000 WP condens 50 23,Bosch,2100.45,"Offering a high output, the Bosch Condens 7000 WP 50 23 boiler pack is ideal for large or multi-family domestic premises or commercial installations. Suitable for use with LPG using a conversion kit, it runs on natural gas as standard but is also compatible with 20% hydrogen blends, ensuring a completely futureproofed installation. Additionally, the Condens is suitable for running in combination with high output heat pumps, allowing installers to create reliable hybrid heating solutions.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP condens 50 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/35/191035_wm.jpg,,,,,,,,Natural Gas,73.4 kg,A,N,520,,Wall,7736702194,N,Suitable for cascading in banks up to 860kW,Single boiler and cascade packs available to suit variety of outputs and hydraulic requirements,Frame kit allows for ease of installation,ErP A-rated,For wall mounting,5 year warranty,,,5000,Compress 7000 WP,5 Years,N/A,49.9 kW,96,System,,,,,,,,,,,,,,,,
12,P191037,Bosch Compress 7000 WP 85 23 condensing boiler,Bosch,2978.25,"The Condens 7000 WP is a high output condensing boiler suitable for: large domestic properties, multi-family housing, and commercial installations. It can also be used in combination with high output heat pumps to create a flexible hybrid solution. The boiler runs on natural gas as standard and can take up to 20% hydrogen blends. The boiler can be used with LPG when combined with our conversion kit.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP 85 23 condensing boiler,,Boiler,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/37/191037_wm.jpg,,,,,,,,Natural Gas,80.2 Kg,N/A,N,550,,Wall Hung,7736702196,N,High output system,"Compact, lightweight design",Ideal for use where access to a plant room is limited or in reduced ceiling height,Offers fast installation,Improved access for servicing and maintenance,"Suitable for large domestic properties, multi-family housing and commercial use",Suitable for use with high output heat pumps,Suitable for up to 20% hydrogen blends,,Compress 7000 WP,5 Years,,85 kW,97.8,High Efficiency Boilers,Compatible with LPG using conversion kit,Can be cascaded in banks of up to 6x boilers per bank for up to 597.0kW per bank,Control strategies provide cascade and sequencing for up to 16x boilers at a time for up to 1.59MW,Modulates output to match heat demand for improved efficiency,In cascades modulation is from lowest output of smallest boiler to total load,Modulation ration for 50 - 100 models is 1:5,5 year warranty,,,,,,,,,
13,P116724,Grant Vortex Boiler House Model 15-26KW Heat Only,Grant,1432.92,"A compact unit with eye-catching red casing, the Grant Vortex Boiler House 15 - 26kW heat only boiler is ideal for plant room installation in situations where a utility boiler isn't suitable. Featuring the same unique heat exchanger and turbulator baffle system as other Grant oil fired boilers, the Boiler House is suitable for flueing in the same way as utility models. Highly efficient, earning it an ErP A rating, this reliable boiler can be run on a range of biofuels for even lower emissions.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Boiler House Model 15-26KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/24/116724_wm.jpg,,,,,,,,Oil,1.25 Kg,A,N,594,A,Floor Standing,VTXBH15/26,N,Offers space heating efficiencies of up to 91.7%,Features Grant Vortex stainless steel heat exchanger,"Compact design for garage, plant room and cellar installations",Floor standing installation,Designed with up to date Riello low NOx burner technology,Compatible with Grant EZ-Fit flue systems,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,
14,P116725,Grant Vortex Boiler House Model 26-46KW Heat Only,Grant,2270.94,"A compact unit with eye-catching red casing, the Grant Vortex Boiler House 26 - 46kW heat only boiler is ideal for plant room installation in situations where a utility boiler isn't suitable. Featuring the same unique heat exchanger and turbulator baffle system as other Grant oil fired boilers, the Boiler House is suitable for flueing in the same way as utility models. Highly efficient, earning it an ErP A rating, this reliable boiler can be run on a range of biofuels for even lower emissions.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Boiler House Model 26-46KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/25/116725_wm.jpg,,,,,,,,Oil,14.5kg,A,N,591,A,Floor Standing,VTXBH26/46,N,Offers space heating efficiencies of up to 91.7%,Features Grant Vortex stainless steel heat exchanger,"Compact design for garage, plant room and cellar installations",Floor standing installation,Designed with up to date Riello low NOx burner technology,Compatible with Grant EZ-Fit flue systems,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,
15,PS12594,Potterton Paramount Five 60 wall hung boiler 60kW,Potterton,2595.0,"The Potterton Paramount five 60 boiler is both efficient and reliable. Compact and lighter in weight for hassle-free installation, this 60kW boiler contains high quality parts, including a precision-built one-piece aluminium/silicon alloy heat exchanger for reliable heat transfer and less maintenance. With a weather sensor and a 6:1 modulating ratio, the Paramount five achieves an ErP A rating and Class 5 NOx emissions. It can also be powered by solar or other supplementary heat for additional eco credentials.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Potterton Paramount Five 60 wall hung boiler 60kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/97/S12591_S12597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_2/Potterton_Paramount_Five_Technical_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/S12594_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Potterton_Paramount_Five_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Potterton_Paramount_Five_Technical_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Alum_Boilers_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Paramount_Five_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P191040,Bosch Compress 7000 WP condens 145kW 23,Bosch,4871.6,"Compact and lightweight for flexibility and ease of fitting in plant rooms with restricted space, the Bosch Condens 145kW 7000 WP is a high output condensing boiler offering suitability for large homes, multi-family housing projects and commercial use. Compatible with high output heat pumps, this powerful boiler can be used to create flexible hybrid solutions and also offers the option to run on 20% hydrogen blends as well as converting to LPG with a conversion kit. In addition, the high efficiency modulating 145kW Condens is suitable for cascading in banks of up to six boilers.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP condens 145kW 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/91/580691_wm.jpg,,,,,,,,Natural Gas,90 kg,,N,800,,Wall Hung,7736702199,N,Compatible with high output heat pumps,Suitable for up to 20% hydrogen blends,Compatible with LPG when installed with conversion kit,Can be cascaded in banks of up to 6x boilers per bank providing up to 858.6kW,Control strategies provide cascade and sequencing for up to 16x boilers for up to 2.2MW,Modulated output matches heat demand and reduces fuel consumption,In cascades modulation will be from lowest output of smallest unit to total load,Modulation ratio for 125 - 145 models is 1:6,,Compress,5 Years,,145 kW,,High Efficiency Boilers,Compact and lightweight for ease of fitting in plant rooms where access is restricted,Offers faster installation times,Improved access for servicing and maintenance,5 year warranty,,,,,,,,,,,,
17,PS13791,Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,Remeha,4934.0,"The fully modulating Remeha Quinta Ace 115 boiler is suitable for use in sealed and open-vented systems and can be connected up to LPG or natural gas. The Quinta Ace has a host of great features for high levels of efficiency and a reduced environmental impact, earning it an ErP A rating and a low Class 6 NOx rating. Easy to install and simple to use, this 115kW boiler is compact, lightweight and quiet in operation for convenient installation in any location, whether as a retrofit or brand new install.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Remeha Quinta Ace 115 high efficiency condensing wall hung boiler,,Boiler only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/37/91/S13789_S13791_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Remeha_Quinta_Ace_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Remeha_Quinta_Ace_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Remeha_Quinta_Ace_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/S13791_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P120046,Ideal Imax Xtra 2 boiler 280 boiler 280kw,Ideal,9593.0,"Suitable for natural gas operation, the Ideal Imax Xtra 2 280kW condensing boiler is designed for floor-standing installation, meaning it can tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Imax Xtra 2 boiler 280 boiler 280kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas,250 kg,N/A,N,1087,,Floor Standing,225469,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,Imax Xtra 2 boiler,5 Years,,280 kW,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,N/A,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
19,P116730,Grant Vortex Pro External 26-46KW Heat Only,Grant,2930.25,"Making installation simple, the Grant Vortex Pro External 26 - 46kW heat only boiler includes a factory-fitted multi-directional flue and built-in frost protection for efficient and reliable running, even in cold outdoor areas. The boiler's high quality external powder-coated casing keeps it safe from knocks and scrapes and a mains isolating switch, test switch and condensate state are included for ease of fitting. Highly efficient, the oil fired Pro External is compatible with a separately available sealed system kit and can be converted to run on a range of biofuels.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Pro External 26-46KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/30/116730_wm.jpg,,,,,,,,Oil,162kg,A,N,796,A,Floor Standing,VTXOM26/46,N,Offers excellent space heating efficiencies,Compatible sealed system kits available,"Factory-fitted multi-directional flue for quick, flexible installation",High quality powder-coated casing,Built-in frost protection for all weather conditions,Operates quietly,With Grant Vortex stainless steel heat exchanger,Biofuel compatible depending on type of biofuel and % blend,,,,,,,,ErP A rated,,,,,,,,,,,,,,,
20,P117724,Vaillant ecoTEC plus 80 wall hung boiler without pump 80kw,Vaillant,3542.56,"Designed for cascade installations, the flexible Vaillant ecoTEC plus 80 commercial boiler can form part of a cascade of up to 960kW. Wall-hung for neat installation in any configuration, this 100kW state-of-the-art unit includes a premium stainless steel heat exchanger and two-stage frost protection for reliable ongoing use and the highest possible levels of efficiency, resulting in an ErP A rating. For a truly bespoke heating system a range of compatible accessories can be used along with the ecoTEC plus.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Vaillant ecoTEC plus 80 wall hung boiler without pump 80kw,,Boilerhanging bracketisolation valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/26/117724_117726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_ecoTEC_plus_Cmmrcl_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Vaillant_ecoTEC_plus_Cmmrcl_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vaillant_ecoTECplus_Commercial_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Vaillant_Cmmrcl_System_Boiler_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P114943,Ideal Evomax 2 150 packaged NG boiler 150,Ideal,5838.0,"Including everything you'll need for a complete installation, from wall mounting bracket to condensate trap, this Ideal Evomax 2 150 condensing boiler kit makes the job of fitting a new appliance easy. This highly efficient room-sealed 150kW boiler has a wallet-friendly ErP A rating for a reduction in waste and, thanks to its user-friendly status display, is easy to operate and service. Optional weather compensation and remote user kits give owners the option to personalise the Evomax to suit their lifestyle and build-in even better efficiency.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Evomax 2 150 packaged NG boiler 150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/43/114937_114943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Evomax-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Ideal_Evomax-2_Installation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Evomax-2_EVO-S_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/114943_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Ideal_CndningCommercialBoilers_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PS12595,Potterton Paramount Five 80 wall hung boiler 80kW,Potterton,4053.0,"Efficient, compact and reliable, the Potterton Paramount five 80 boiler is simple to install and affordable to run. This 80kW output unit is built using all quality parts, including a precision-built one-piece aluminium/silicon alloy heat exchanger for reliable heat transfer and reduced maintenance requirements, plus a weather sensor for greater adaptability. The Paramount five enjoys an ErP A rating, Class 5 NOx emissions and a modulating ratio of 6:1 and it can be powered by solar or other supplementary heat.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Potterton Paramount Five 80 wall hung boiler 80kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/97/S12591_S12597_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_2/Potterton_Paramount_Five_Technical_2.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Potterton_Paramount_Five_Erp.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Potterton_Alum_Boilers_Range_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/_1/Potterton_Paramount_Five_Technical_1.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Potterton_Paramount_Five_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P116728,Grant Vortex Pro Internal 46-70KW Heat Only,Grant,2877.92,"Highly efficient, the Grant Vortex Pro Internal 46 - 70kW heat only boiler offers an ErP A rating, making it ideal for new installations. Part of a wide range designed for ease of specification, this easy to fit, operate and service boiler incorporates the latest in Riello low-NOx technology and can be operated using selected biofuels for future-proofed heating projects.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Pro Internal 46-70KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/28/116728_wm.jpg,,,,,,,,Oil,282kg,A,N,782,A,Floor Standing,VTX46/70,N,Offers excellent space heating efficiencies,Quiet during operation,Easy installation and service,For floor standing installation,Compatible with Grant EZ-Fit flue systems,Offers up to date Riello technology,Biofuel compatible depending on type of biofuel and % blend,ErP A rated,,,,,,,,,,,,,,,,,,,,,,,
24,P120044,Ideal Imax Xtra 2 boiler 200 boiler 200kw,Ideal,8319.0,"Suitable for natural gas or for LPG with the use of a conversion kit, the Ideal Imax Xtra 2 200kW boiler helps to futureproof your heating. Designed for floor-standing installation, this condensing boiler can be tucked away beneath a worktop or fitted into a convenient corner.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Ideal Imax Xtra 2 boiler 200 boiler 200kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/46/120042_120046_wm.jpg,,,,,,,,Natural Gas / LPG (requires converstion kit),224 kg,N/A,N,1087,,Floor Standing,225467,N,Robust cast aluminium silicon,alloy heat exchanger,In-built commissioning and,fault diagnostics,Volt free contacts and BMS,operation standard,Meets Building Regulations,(Part L2),N/A,Imax Xtra 2 boiler,5 Years,,200 kW,N/A,Condensing Boiler,Compact size - small,footprint,High 5:1 turndown,Up to 107.5% net efficiency,(fully condensing),Fits through standard,doorways,N/A,Conventional or room sealed,flue options,Direct weather compensation,option,NOx <lt/>40mg/kWh (Class 5),for maximum BREEAM,points,
25,P116731,Grant Vortex Pro External 46-70KW Heat Only,Grant,3334.36,"Making installation simple, the Grant Vortex Pro External 46 - 70kW heat only boiler includes a factory-fitted multi-directional flue and built-in frost protection for efficient and reliable running, even in cold outdoor areas. The boiler's high quality external powder-coated casing keeps it safe from knocks and scrapes and a mains isolating switch, test switch and condensate state are included for ease of fitting. Highly efficient, the oil fired Pro External is compatible with a separately available sealed system kit and can be converted to run on a range of biofuels.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Grant Vortex Pro External 46-70KW Heat Only,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/67/31/116731_wm.jpg,,,,,,,,Oil,288kg,A,N,1239,A,Floor Standing,VTXOM46/70,N,Offers excellent space heating efficiencies,Compatible sealed system kits available,"Factory-fitted multi-directional flue for quick, flexible installation",High quality powder-coated casing,Built-in frost protection for all weather conditions,Operates quietly,With Grant Vortex stainless steel heat exchanger,Biofuel compatible depending on type of biofuel and % blend,,,,,,,,ErP A rated,,,,,,,,,,,,,,,
26,P191038,Bosch Compress 7000 WP condens 100 23,Bosch,3474.15,"The Condens 7000 WP is a high output condensing boiler suitable for: large domestic properties, multi-family housing, and commercial installations. It can also be used in combination with high output heat pumps to create a flexible hybrid solution. The boiler runs on natural gas as standard and can take up to 20% hydrogen blends. The boiler can be used with LPG when combined with our conversion kit.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP condens 100 23,,Boiler,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/38/191038_wm.jpg,,,,,,,,Natural Gas,80.2 Kg,A,N,550,,Wall Hung,7736702197,N,High output,Suitable for use in commercial and large domestic use,Suitable for use with high output heat pumps for hybrid solution,Compatible with 20% hydrogen blends,Suitable for LPG operation using conversion kit,"Compact, modular design for ease of installation",Ideal for installation where space is restricted,Lightweight for faster fitting,,Compress 7000 WP,5 Years (Boiler Only),,100 kW,98.1,Single Boiler Pack,Modulates to match the heat demand,Improved access for servicing and maintenance,Modulation reduces fuel consumption and improves seasonal efficiency,Can be used in a multi-boiler cascade system where space is restricted,Can be cascaded in banks of up to 6 boilers for up to 597.0kW per bank,Control strategies provide cascade and sequencing for up to 16 boilers for up to 1.59MW,"In cascades, modulation is from lowest output of smallest boiler up to total load",,1:5 modulation ration for 50 - 100 models,5 year warranty on boiler only,,,,,,
27,P191036,Bosch Compress 7000 WP condens 65 23,Bosch,2506.1,"Offering a high output, the Bosch Condens 7000 WP 65 23 boiler pack is ideal for large or multi-family domestic premises or commercial installations. Suitable for use with LPG using a conversion kit, it runs on natural gas as standard but is also compatible with 20% hydrogen blends, ensuring a completely futureproofed installation. Additionally, the Condens is suitable for running in combination with high output heat pumps, allowing installers to create reliable hybrid heating solutions.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Bosch Compress 7000 WP condens 65 23,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/36/191036_wm.jpg,,,,,,,,Natural Gas,73.4 kg,A,N,520,,Wall,7736702195,N,Versatile for use alone or in a cascade,Can be cascaded in banks of up to 6x boilers for 417kW output,Control strategies supply cascade and sequencing,Suitable for space restricted fitting,ErP A-rated,For wall mounting,5 year warranty,,5000,Compress 7000 WP,5 Years,N/A,69.5 kW,"96,3",System,,,,,,,,,,,,,,,,
28,P115358,Worcester Bosch Greenstar Danesmoor 25/32 2022+ utility system boiler,Worcester Bosch,2701.13,"An oil boiler ideal for the kitchen or utility room in homes of almost any size, the Worcester Bosch Greenstar Danesmoor Utility System 25/32 2022+ system boiler has been designed based on customer feedback to deliver on user-friendly performance and ease of installation. Lightweight and flexible, this reliable ErP A-rated boiler is fitted with an easy to remove one-piece primary baffle and cross firing burner and offers effortless access to oil and hydraulic connections.",Boilers/Commercial & Industrial Boilers/High Efficiency Boilers/High Efficiency Boilers.csv -> Worcester Bosch Greenstar Danesmoor 25/32 2022+ utility system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/53/58/115356_115358_wm.jpg,,,,,,,,Oil,102 kg,A,N,600,,Floor Standing,7731600256,N,Cross firing burner,Accepts a 30°C return temperature making the appliance perfect for modern heating designs,One piece baffle for quick and easy servicing,Lightweight aiding installation,Easy access oil and hydraulic connections,Compatible with solar thermal,80/125mm room sealed flues with lengths of up to 8m available,Plume management of up to 5m with conventional and flexi-flue kits also available,,Greenstar Danesmoor,2 years,,32 kW,90.5,System Boiler,,,,,,,,,,,,,,,,102
