,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Range,Warranty,Weight,Phase,Refrigerant Suitability,Hazardous,Depth (mm),Seasonal Efficiency Energy Label Heating,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,Nominal Cooling (kW),Max Airflow (m/min),Min Air Flow (m/min),Min Sound Pressure,Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Pack Quantity,Feature 12,Feature 13
10,P615163,Daikin FTXF FTXF25 R32 Indoor 2.5KW,Daikin,127.0,"Automatically selecting the heating or cooling mode and necessary fan speed to achieve your preferred set temperature, the Daikin FTXF25C indoor air conditioning unit ensures reliable comfort alongside minimised energy consumption. This split unit incorporates vertical auto swing operation and can be used as a fan only, blowing air without heating or cooling where needed.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FTXF FTXF25 R32 Indoor 2.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/51/65/NW-615162_615165_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FTXF_C_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXF_C_ATXF_C_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXF_C_RXF_C_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_C_Operation_Manual.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,P619155,Daikin Bluevolution FBA35A9 R32 Ducted Unit 3.5KW,Daikin,592.95,"Quieter and even more efficient than its predecessors, the Daikin Bluevolution ducted air conditioning unit incorporates inverter fans designed to adapt available pressure for optimised comfort at all times while reducing both the sound level and energy consumption by lowering fan revolutions. Just 245mm in height, this compact unit provides easy and flexible installation.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FBA35A9 R32 Ducted Unit 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/61/NW-619155_619161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA_4PEN456964-1C_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FBA-A_4PEN456962-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FBA-A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_17116_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_4PEN550955_Install_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FBA-A_4PEN543324-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FBA-A_RXM-M9_102B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P619156,Daikin Bluevolution FBA50A9 R32 Ducted Unit 5KW,Daikin,630.12,"Quieter and even more efficient than its predecessors, the Daikin Bluevolution ducted air conditioning unit incorporates inverter fans designed to adapt available pressure for optimised comfort at all times while reducing both the sound level and energy consumption by lowering fan revolutions. Just 245mm in height, this compact unit provides easy and flexible installation.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FBA50A9 R32 Ducted Unit 5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/61/NW-619155_619161_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_18031_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA_4PEN456964-1C_Oper_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FBA-A_4PEN456962-1E_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FBA-A_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FBA35P_17116_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_4PEN550955_Install_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FBA-A_4PEN543324-2_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FBA-A_RXM-M9_102B_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,P619139,Daikin Bluevolution FHA60A9 R32 Ceiling Suspended Unit 6KW,Daikin,965.54,"Blending effortlessly into any interior, the Daikin Bluevolution ceiling suspended air conditioning unit provides comfortable air flow, even in wide rooms, harnessing the Coanda effect with a discharge angle of up to 100°. Sleekly designed, the Bluevolution's flaps close completely with no air intake grilles visible when the unit isn't in use.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FHA60A9 R32 Ceiling Suspended Unit 6KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/43/NW-619137_619143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FHA_140AVEB9_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FHA-A_4PEN469440-1G_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA_140AVEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA35-140AVEB_Operat_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_FHA-A_RoHS_Decl.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FHA-A_RXM-M9_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P696831,Daikin Stylish FTXA42AW R32 4.2KW White Indoor,Daikin,488.52,"Ideal for small rooms up to around 20M² in size, the Daikin Stylish Bluevolution wall-mounted indoor air conditioning unit combines ultra-quiet operation with convenient controllability via the Daikin Residential app or using your home digital assistant. The attractively designed Stylish reduces consumption and saves on bills, using R32 refrigerant for an efficiency boost.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA42AW R32 4.2KW White Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/32/NW-696828_696832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA20_50AW_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA20_50AW_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FTXA20_50AW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P688203,Daikin FXZQ20A R410A Compression Cassette 2KW,Daikin,724.24,"With a completely flat design, the compact Daikin four-way indoor inverter cassette fits flush to a standard ceiling tile for a discreet, space-saving installation. Each flap of this climate control unit is individually controlled, ensuring heating and cooling airflow reaches each corner of the room with no need to move the unit from place-to-place.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FXZQ20A R410A Compression Cassette 2KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/07/NW-688202_688207_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FXZQ-A_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXZQ_A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXZQ-A_4PEN341102-1G_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,P696829,Daikin Stylish FTXA25AW R32 2.5KW White Indoor,Daikin,385.86,"Ideal for small rooms up to around 20M² in size, the Daikin Stylish Bluevolution wall-mounted indoor air conditioning unit combines ultra-quiet operation with convenient controllability via the Daikin Residential app or using your home digital assistant. The attractively designed Stylish reduces consumption and saves on bills, using R32 refrigerant for an efficiency boost.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA25AW R32 2.5KW White Indoor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/32/NW-696828_696832_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_RoHS_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ec/la/Daikin_FTXA15_50AW_Eco_Decla.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA20_50AW_Operation_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXA-AB_RXA-AB_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA20_50AW_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FTXA20_50AW_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,P605945,Daikin Sensira FTXF60 R32 Indoor 6.0KW,Daikin,254.0,"Offering high efficiency alongside reliable comfort, the wall-mounted Daikin Sensira FTXF60A indoor split unit is ideal for rooms in constant use. Extremely quiet in operation, this air conditioner has draught-free operation to do away with the irritating chill of direct air and removes airborne dust particles to minimise irritation. Elsewhere, rapid heating and cooling options ensure that the Sensira reacts quickly to your changing needs.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Sensira FTXF60 R32 Indoor 6.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/46/NW-605944_605946_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXF_A_FTXF_B_RXF_A_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXP_M_FTXF_A_D_ATXF_A_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXF_D_FTXF_A_Operatns_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P619516,Daikin Sky Air FVA100A R32 Floor Standing Unit 10KW,Daikin,1557.0,"Offering cooling, heating and ventilation in commercial premises, the floor standing Daikin Sky Air FVA100A 10kW column air conditioner is ideal in spaces without ceilings, with narrow drop-down ceilings or with high ceilings. Evenly distributing air flow, this air con unit has automatic fan speed selection for perfect comfort and compatibility with both R410A and R32 refrigerants for flexibility and improved efficiency. In fact, R-32 is capable of providing a 68% lower environmental impact compared to R-410A. Elegantly designed, the Sky Air is recommended for use in shops and restaurants.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Sky Air FVA100A R32 Floor Standing Unit 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/09/684909_wm.jpg,,,,,,,,,,,,Sky Air,3 Years,50 kg,13,R-32,N,350,A+,A++,10.8,50,9.5,28020,22020,44,32,5/8(15.9mm),3/8(9.5mm),FVA100A,Floor Standing Unit,N,With R-32 Bluevolution technology,Low 16% refrigerant charge,Automatic fan selection decreases temperature variation,Freely selectable 3-step fan speed,Improved airflow distribution from vertical out-blow,Manual adjustment of air outlet blades at top of unit,Selectable horizontal out-blow to via wired remote controller BRC1E,Compatible with R-32 and R-410A,A++ energy efficiency for cooling,A+ energy efficiency for heating,3 year warranty,,,
19,P696856,Daikin FXAQ50A R410A Vrv Wall Mounted Unit,Daikin,682.88,"Suitable rooms of just about any shape or size, the Daikin VRV range of indoor air conditioning units with five discharge angles is user friendly, highly reliable and quiet in operation. Compliant with eco-design legislation, these units incorporate specially designed DC fans for excellent levels of energy efficiency.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin FXAQ50A R410A Vrv Wall Mounted Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/68/57/NW-696851_696857_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_m/an/Daikin_FXAQ15_4PEN494113_Operat_Man.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FXAQ-A_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FXAQ-A_4PEN494115_1C_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FXAQ-A_RoHS_Declaration.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,P697139,Daikin SkyAir FCAG125B Round Flow Cassette 12.5KW,Daikin,1016.87,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin SkyAir FCAG125B Round Flow Cassette 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P619141,Daikin Bluevolution FHA100A R32 Ceiling Suspended Unit 10KW,Daikin,1223.96,"Blending effortlessly into any interior, the Daikin Bluevolution ceiling suspended air conditioning unit provides comfortable air flow, even in wide rooms, harnessing the Coanda effect with a discharge angle of up to 100°. Sleekly designed, the Bluevolution's flaps close completely with no air intake grilles visible when the unit isn't in use.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Bluevolution FHA100A R32 Ceiling Suspended Unit 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/43/NW-619137_619143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA_140AVEBFAT_Photo_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Daikin_FHA-A_4PEN469440-1G_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FHA35-140AVEB_Operat_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FHA-A_RZASG-M_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/cl/Daikin_FHA-A_RoHS_Decl.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P652793,Daikin Perfera FTXM60R R32 Wall Mount 6.0KW,Daikin,372.59,"Quiet in operation and attractively designed, the Daikin Perfera wall-mounted indoor air conditioning unit incorporates flash streamer technology for powerful air purification. Suitable for app control, this split unit gives you complete power over your home comfort, allowing you to choose your ideal temperature before setting foot inside the house.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Perfera FTXM60R R32 Wall Mount 6.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/94/NW-652788_652794_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_CTXM_FTXM_ATXM_R_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FTXM_R_RXM_R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_CTXM_FTXM_ATXM_R_Oprtn_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXM_FTXM_ATXM_R_Instal.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,P697134,Daikin SkyAir FCAG35B Round Flow Cassette 3.5KW,Daikin,630.12,"Improving efficiency and comfort, the Daikin SkyAir cassette incorporates 360° round flow technology and R-32 Bluevolution for a reduced environmental impact, helping it to acheieve an A+ seasonal efficiency rating for heating and A++ for cooling. Cleverly designed, this round flow casette uses up-to-the-minute technology to ensure balanced and comfortable flow, even in the most awkwardly shaped rooms.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin SkyAir FCAG35B Round Flow Cassette 3.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/41/NW-697134_697141_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_FCAG-B_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_SkyAir_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FCAG-B_Ref_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P610491,Daikin Stylish FTXA25BB Stylish Indoor 2.5KW Black,Daikin,423.03,"A complete climate solution suitable for almost any interior, the slimline Daikin Stylish indoor air conditioning unit is just 189mm deep, making it one of the slimmest wall-mounted units available. Offering reliable comfort and energy efficiency, the Stylish is highly reliable and easy to control with the option of app operation from your smartphone or other devices.",Air Conditioning/Daikin R32 Indoor Units/Daikin R32 Indoor Units.csv -> Daikin Stylish FTXA25BB Stylish Indoor 2.5KW Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/94/NW-610491_610494_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Daikin_FTXA_BB_RXA_A_RXA_B_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin_FTXA_CTXA_BS_BB_BT_Ref_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_FTXA_CTXA_BS_BB_BT_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_CTXA_FTXA_AW_AS_BS_AT_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Residential_AC_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
