,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Pack Quantity,Range,Weight,Phase,Refrigerant Suitability,Hazardous,Depth (mm),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Attachment 7
10,P697592,Daikin Sky Air Alpha RZAG125NV1 R32 One Phase Climate Control System 12.5KW,Daikin,2244.36,"The single fan, reduced height Daikin Sky Air Alpha RZAG-NV1 13.5W outdoor split unit for R-32 refrigerant is the most compact unit in its category and offers maximised efficiency, with energy labels of A++ in cooling and heating. Suitable for high sensitivity applications for cooling infrastructure, with guaranteed operation in both heating and cooling mode down to -20°C, this unit combines efficiency and comfort using variable refrigerant temperature for seasonal efficiency most of the year and quick reactions during hot summers.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Alpha RZAG125NV1 R32 One Phase Climate Control System 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/95/NW-697590_697595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FCAHG-H_RZAG-N_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Sky_Air_Alpha_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_SkyAirAlpha_4P573381-1_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Sky_Air_Alpha_Brochure.pdf,,,,,,,,,,,,,,,,,,,
11,P619422,Daikin Sky Air Active AZAS125MV1 R32 Outdoor Split Unit 1Phase 12.5KW,Daikin,1329.27,"Suitable for use with eco-friendly R-32 refrigerant, the Daikin Sky Air Active AZAS-MV1 single phase 13.5kW outdoor air conditioning unit is a round-flow cassette air conditioner with a compact, low profile design (204mm) for discreet, simple installation into a plastered ceiling. Round-flow indoor units are extremely quiet in operation and highly efficient, with sound levels as low as 28dB and energy labels of A+ for cooling and A for heating.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Active AZAS125MV1 R32 Outdoor Split Unit 1Phase 12.5KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/24/NW-619421_619424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _AZAS-MV1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_Info_Rqrmt_Ecodesign_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _AZAS-MV1_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Daikin_AZAS-M_Databook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_AZAS-M_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_Eco_CE_Declaration.pdf
12,P697599,Daikin Sky Air Advance RZA250D R32 Three Phase Climate Control System 25KW,Daikin,3717.0,"Suitable for use with eco-friendly R-32 refrigerant, this Daikin Sky Air Advance RZA-D three phase 22kW outdoor air conditioning unit reduces environmental impact by 68% compared to R-410A for lower energy consumption and a lower refrigerant charge. Easy to handle and service, this unit offers a wide access area, seven-segment display and additional handle.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Advance RZA250D R32 Three Phase Climate Control System 25KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/99/NW-697598_697599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _RZA-D_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Daikin_Sky_Air_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_RZA-D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _RZA-D_Reference_Guide.pdf,,,,,,,,,,,,,,,,,,,,,
13,P619423,Daikin Sky Air Active AZAS140MV1 R32 Outdoor Split Unit 1Phase 14KW,Daikin,1488.57,"Suitable for use with eco-friendly R-32 refrigerant, the Daikin Sky Air Active AZAS-MV1 single phase 15.5kW outdoor air conditioning unit is a round-flow cassette air conditioner with a compact, low profile design (204mm) for discreet, simple installation into a plastered ceiling. Round-flow indoor units are extremely quiet in operation and highly efficient, with sound levels as low as 28dB and energy labels of A+ for cooling and A for heating.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Active AZAS140MV1 R32 Outdoor Split Unit 1Phase 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/24/NW-619421_619424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _AZAS-MV1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_Info_Rqrmt_Ecodesign_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _AZAS-MV1_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Daikin_AZAS-M_Databook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_AZAS-M_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_Eco_CE_Declaration.pdf
14,P697591,Daikin Sky Air Alpha RZAG100NV1 R32 One Phase Climate Control System 10.0KW,Daikin,2038.16,"The single fan, reduced height Daikin Sky Air Alpha RZAG-NV1 10.8kW outdoor split unit for R-32 refrigerant is the most compact unit in its category and offers maximised efficiency, with energy labels of A++ in cooling and heating. Suitable for high sensitivity applications for cooling infrastructure, with guaranteed operation in both heating and cooling mode down to -20°C, this unit combines efficiency and comfort using variable refrigerant temperature for seasonal efficiency most of the year and quick reactions during hot summers.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Alpha RZAG100NV1 R32 One Phase Climate Control System 10.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/95/NW-697590_697595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FCAHG-H_RZAG-N_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Sky_Air_Alpha_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_SkyAirAlpha_4P573381-1_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Sky_Air_Alpha_Brochure.pdf,,,,,,,,,,,,,,,,,,,
15,P697594,Daikin Sky Air Alpha RZAG71NY1 R32 Three Phase Climate Control System 7.1KW,Daikin,1654.95,"The single fan, reduced height Daikin Sky Air Alpha RZAG-NY1 three phase 6.8kW outdoor split unit for R-32 refrigerant is the most compact unit in its category and offers maximised efficiency, with energy labels of A++ in cooling and heating. Suitable for high sensitivity applications for cooling infrastructure, with guaranteed operation in both heating and cooling mode down to -20°C, this unit combines efficiency and comfort using variable refrigerant temperature for seasonal efficiency most of the year and quick reactions during hot summers.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Alpha RZAG71NY1 R32 Three Phase Climate Control System 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/95/NW-697590_697595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FCAHG-H_RZAG-N_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Sky_Air_Alpha_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_SkyAirAlpha_4P573381-1_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Sky_Air_Alpha_Brochure.pdf,,,,,,,,,,,,,,,,,,,
16,P619421,Daikin Sky Air Active AZAS100MV1 R32 Outdoor Split Unit 1Phase 10KW,Daikin,1184.13,"Suitable for use with eco-friendly R-32 refrigerant, the Daikin Sky Air Active AZAS-MV1 single phase 10.8kW outdoor air conditioning unit is a round-flow cassette air conditioner with a compact, low profile design (204mm) for discreet, simple installation into a plastered ceiling. Round-flow indoor units are extremely quiet in operation and highly efficient, with sound levels as low as 28dB and energy labels of A+ for cooling and A for heating.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Active AZAS100MV1 R32 Outdoor Split Unit 1Phase 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/24/NW-619421_619424_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _AZAS-MV1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_Info_Rqrmt_Ecodesign_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _AZAS-MV1_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Daikin_AZAS-M_Databook.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_AZAS-M_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_Eco_CE_Declaration.pdf
17,P697593,Daikin Sky Air Alpha RZAG140NV1 R32 One Phase Climate Control System 14.0KW,Daikin,2561.19,"The single fan, reduced height Daikin Sky Air Alpha RZAG-NV1 15.5kW outdoor split unit for R-32 refrigerant is the most compact unit in its category and offers maximised efficiency, with energy labels of A++ in cooling and heating. Suitable for high sensitivity applications for cooling infrastructure, with guaranteed operation in both heating and cooling mode down to -20°C, this unit combines efficiency and comfort using variable refrigerant temperature for seasonal efficiency most of the year and quick reactions during hot summers.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Alpha RZAG140NV1 R32 One Phase Climate Control System 14.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/95/NW-697590_697595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FCAHG-H_RZAG-N_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Sky_Air_Alpha_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_SkyAirAlpha_4P573381-1_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Sky_Air_Alpha_Brochure.pdf,,,,,,,,,,,,,,,,,,,
18,P697598,Daikin Sky Air Advance RZA200D R32 Three Phase Climate Control System 20.0KW,Daikin,3440.88,"Suitable for use with eco-friendly R-32 refrigerant, this Daikin Sky Air Advance RZA-D three phase 19kW outdoor air conditioning unit reduces environmental impact by 68% compared to R-410A for lower energy consumption and a lower refrigerant charge. Easy to handle and service, this unit offers a wide access area, seven-segment display and additional handle.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Advance RZA200D R32 Three Phase Climate Control System 20.0KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/99/NW-697598_697599_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _RZA-D_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Daikin_Sky_Air_Catalogue_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZA-D_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_RZA-D_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZA-D_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _RZA-D_Reference_Guide.pdf,,,,,,,,,,,,,,,,,,,
19,P697590,Daikin Sky Air Alpha RZAG71NV1 R32 One Phase Climate Control System 7.1KW,Daikin,1606.28,"The single fan, reduced height Daikin Sky Air Alpha RZAG-NY1 single phase 6.8kW outdoor split unit for R-32 refrigerant is the most compact unit in its category and offers maximised efficiency, with energy labels of A++ in cooling and heating. Suitable for high sensitivity applications for cooling infrastructure, with guaranteed operation in both heating and cooling mode down to -20°C, this unit combines efficiency and comfort using variable refrigerant temperature for seasonal efficiency most of the year and quick reactions during hot summers.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Alpha RZAG71NV1 R32 One Phase Climate Control System 7.1KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/95/NW-697590_697595_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FCAHG-H_RZAG-N_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_Sky_Air_Alpha_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Daikin_SkyAirAlpha_4P573381-1_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZAG-N_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Daikin_Sky_Air_Alpha_Brochure.pdf,,,,,,,,,,,,,,,,,,,
20,P619416,Daikin Sky Air Advance RZASG140MV1 R32 Outdoor Split Unit 1Phase 14KW,Daikin,1866.47,"Compatible with efficient R-32 refrigerant, the Daikin Sky Air Advance RZASG-MV1 13.4kW ceiling suspended unit can be installed in buildings without suspended ceilings and is ideal for high ceiling rooms. Employing a five step fan speed and auto-swing mode, selected via a wired remote control, this unit improves comfort levels in a room with the option to lock-in settings to prevent over-heating or cooling. Ceiling suspended units and RXM R-32 condensers are cost-effective replacements for older air conditioning equipment, using existing R-22, R-407C or R-410a piping systems where available.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Advance RZASG140MV1 R32 Outdoor Split Unit 1Phase 14KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/16/NW-619416_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _RZASG_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_Info_Rqrmt_Ecodesign_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _RZASG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FUA-A_RZASG_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_Eco_CE_Declaration.pdf,,,,,,,,,,,,,,,,,,,
21,P619414,Daikin Sky Air Advance RZASG100MV1 R32 Outdoor Split Unit 1Phase 10KW,Daikin,1530.17,"Compatible with efficient R-32 refrigerant, the Daikin Sky Air Advance RZASG-MV1 9.5kW ceiling suspended unit can be installed in buildings without suspended ceilings and is ideal for high ceiling rooms. Employing a five step fan speed and auto-swing mode, selected via a wired remote control, this unit improves comfort levels in a room with the option to lock-in settings to prevent over-heating or cooling. Ceiling suspended units and RXM R-32 condensers are cost-effective replacements for older air conditioning equipment, using existing R-22, R-407C or R-410a piping systems where available.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin Sky Air Advance RZASG100MV1 R32 Outdoor Split Unit 1Phase 10KW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/14/NW-619414_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _RZASG_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Daikin_Info_Rqrmt_Ecodesign_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _RZASG_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RZASG-AZAS_Eco_CE_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Daikin_FUA-A_RZASG_Technical.pdf,,,,,,,,,,,,,,,,,,,
22,P691002,Daikin S RXYSCQ5TV1 R410A Low Height Mini Outdoor Unit,Daikin,3561.36,"Compatible with R-410A refrigerant, the Daikin S RXYSCQ-TV1 14kW outdoor air conditioning unit covers all the thermal needs of a building through a single point of contact for accurate temperature control, ventilation, air handling units and Biddle air curtains. Customisable VRV technology ensures the best possible seasonal efficiency, improved by up to 28%, via a weather dependant variable refrigerant temperature function while a supply of high outblow temperatures maintains ideal comfort during use.",Air Conditioning/Daikin R32 Outdoor Units/Daikin R32 Outdoor Units.csv -> Daikin S RXYSCQ5TV1 R410A Low Height Mini Outdoor Unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/02/NW-691001_691002_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RXYSCQ-TV1_ECO_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Daikin _RXYSCQ-TV1_Reference_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin _RXYSCQ-TV1_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Daikin_RXYSCQ-TV1_RoHS_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Daikin_ RXYSCQ-TV1_Databook.pdf,,,,,,,,,,,,,,,,,,,,
