,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8
10,P696502,Pump House Coil Care AER-D-600 dual purpose coil cleaner aerosol 600ml,Pump House,17.85,"Pump House Coil Care universal coil cleaner for evaporators and condensers is formulated to remove bacteria, fungi and viruses, neutralise odours and improve air quality. Coil Care's highly effective cleaning action improves the efficiency of an air conditioning system while cleaning and freshening the coil.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Pump House Coil Care AER-D-600 dual purpose coil cleaner aerosol 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/02/NW-696502_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Coil_Clean_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_696502_Technical.pdf,,,,,,
11,P696503,Pump House Coil Care AER-I-600 indoor coil cleaner and disinfectant 600ml,Pump House,20.05,"Pump House Coil Care fragranced evaporator cleaner and disinfectant is formulated to remove bacteria, fungi and viruses, neutralise odours and improve air quality. Coil Care's highly effective cleaning action improves the efficiency of an air conditioning system while cleaning and freshening the coil.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Pump House Coil Care AER-I-600 indoor coil cleaner and disinfectant 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/03/NW-696503_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_696503_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Coil_Care_SDS.pdf,,,,,,
12,P696505,Pump House Coil Foam AER-F-600 foaming coil cleaner for outdoor coils 600ml,Pump House,18.04,"Suitable for use on air conditioning and refrigeration condenser coils, Pump House Coil Foam heavy duty condenser cleaner effectively removes dirt and grime while improving system performance.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Pump House Coil Foam AER-F-600 foaming coil cleaner for outdoor coils 600ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/05/NW-696505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_696505_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_Easyfoam_SDS.pdf,,,,,,
13,P689184,Advanced Engineering SmellyJelly floral fragrancing gels,Advanced Engineering,12.06,"Suitable for small fan coil units, Advanced Engineering SmellyJelly floral fragrancing gel provides a pleasant fragrance from within your air conditioning. Easy to apply and with immediate effect, SmellyJelly is simply placed as close to the discharge point as possible. These effective gel blocks can survive at temperatures up to 70°C, maintaining their effectiveness for longer.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Advanced Engineering SmellyJelly floral fragrancing gels,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/84/NW-689182_689184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SmellyJelly_Gel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_SmellyJelly_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SmellyJelly_Technical.pdf,,,,
14,P689187,Advanced Engineering SmellyJelly moutaine fresh fragrancing gels,Advanced Engineering,12.06,"Suitable for small fan coil units, Advanced Engineering SmellyJelly mountain fragrancing gel provides a pleasant fragrance from within your air conditioning. Easy to apply and with immediate effect, SmellyJelly is simply placed as close to the discharge point as possible. These effective gel blocks can survive at temperatures up to 70°C, maintaining their effectiveness for longer.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Advanced Engineering SmellyJelly moutaine fresh fragrancing gels,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/87/NW-689187_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SmellyJelly_Gel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_SmellyJelly_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SmellyJelly_Technical.pdf,,,,
15,P689183,Advanced Engineering SmellyJelly citrus fragrancing gels,Advanced Engineering,12.06,"Suitable for small fan coil units, Advanced Engineering SmellyJelly citrus fragrancing gel provides a pleasant fragrance from within your air conditioning. Easy to apply and with immediate effect, SmellyJelly is simply placed as close to the discharge point as possible. These effective gel blocks can survive at temperatures up to 70°C, maintaining their effectiveness for longer.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Advanced Engineering SmellyJelly citrus fragrancing gels,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/84/NW-689182_689184_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SmellyJelly_Gel_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_SmellyJelly_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SmellyJelly_Technical.pdf,,,,
16,P680439,Advanced Engineering EasyFind leak detector aerosol 400ml,Advanced Engineering,16.72,"Formulated to locate refrigerant leaks, this Advanced Engineering EasyFind bubble up leak detector offers reliable cling to all surfaces. With a lower viscosity, standard leak detector is not as effective as it can be easily blown off of pipework before leaks are found.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Advanced Engineering EasyFind leak detector aerosol 400ml,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/39/NW-680439_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/EasyFind_400ml_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_EasyFind_400ml_SDS.pdf,,,,,,
17,P696496,Pump House DiversiTech G2G-Bubble+-GB pre-mixed bubble up leak detector,Pump House,30.29,"With excellent viscosity, Pump House DiversiTech GTG-bubble+ pre-mixed bubble-up leak detector spray locates leaks in pipes and equipment, efficiently detecting ammonia, refrigerant gas, natural gas and air leaks. G2G-bubble+ doesn't attack or react with metal surfaces and will not freeze, even at below freezing temperatures.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Pump House DiversiTech G2G-Bubble+-GB pre-mixed bubble up leak detector,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/96/NW-696496_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTechG2GBubble_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTechG2G_Bubble_SDS.pdf,,,,,
18,P697810,Advanced Engineering HydroFoam 2.0 S010164GB cleaner 5ltr,Advanced Engineering,64.44,"Supplied in a 5L size, Advanced Engineering HydroFoam 2.0 heavy-duty condenser cleaner and brightener ensures maximum efficiency and a longer life for your condenser. HydroFoam 2.0 tackles the dirt that builds up on the unit's fins over time. That dirt can act as an insulating blanket, restricting air flow and preventing effective heat transfer, meaning the system has to work harder. This non-toxic cleaner will remove even the most stubborn deposits, so your unit works like new again.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Advanced Engineering HydroFoam 2.0 S010164GB cleaner 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/10/NW-697810_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/AE_HydroFoam_2.0_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AE_SuperClean_HydroFoam2.0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/697810_Technical.pdf,,,,
19,P624726,A-Gas Refrigeration and Industral Oil Disposal Container 10ltr,A Gas,70.69,An empty 10L A-Gas coil disposal container with venting cap.,Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> A-Gas Refrigeration and Industral Oil Disposal Container 10ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/26/NW-624726_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A_Gas_Oil_Disposal_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/A_Gas_Hazardous_Waste_Declaration.pdf,,,,,,
20,P688314,JET Range Vacuum HV68/4 pump oil 4ltr,JET Range,102.16,"Suitable for rotary vane vacuum pumps, JET Range pump oil maximises performance and increases the depth of vacuum. With additives to improve anti-wear performance, oxidation resistance, corrosion protection, pour point (cold starting), air release and anti-foaming tendencies, this oil has good demulsibility properties to aid water separation and therefore increase gas ballast performance.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> JET Range Vacuum HV68/4 pump oil 4ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/14/NW-688314_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Jet_688314_SDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Jet_Pump_Oil_SDS.pdf,,,,,,
21,P696490,Pump House DiversiTech Pro-Care-GB evaporator coil cleaner and drain disinfectant,Pump House,103.73,"Suitable for evaporators, Pump House DiversiTech Pro-Care coil cleaner with disinfectant is efficient and effective, killing MRSA, legionella and many other germs and protecting coils for up to six months.",Air Conditioning/HVAC Chemicals & Cleaners/HVAC Chemicals & Cleaners.csv -> Pump House DiversiTech Pro-Care-GB evaporator coil cleaner and drain disinfectant,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/90/NW-696489_696490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Pump_House_DiversiTech_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Pump_House_DiversiTech_Pro_Care_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_s/ds/Pump_House_DiversiTech_Pro_Care_SDS.pdf,,,,,
