,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Range,Style,Warranty,Hazardous,Depth (mm),Pressure (Low / Med / High),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Number of Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Finish,Feature 11,Feature 12,Feature 13
56,PD10024,Bristan Cobalt basin mixer tap pack,Bristan,62.0,"The bold, geometric lines of the Bristan Cobalt basin mixer are an ideal addition to a contemporary bathroom. Made of long lasting brass and finished in chrome, this deck-mounted bathroom tap is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Cobalt basin mixer tap pack,,Basin mixer;Flexible tails,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/24/NW-D10024_wm.jpg,,,,,,,,,,,,,Chrome/Metallic,5 L/min at 5 barL/min at 5 bar,0.3,-4.44444444444444,100,Cobalt,Modern,5 Years,N,145,,No,No,Yes,Fixed,Deck,Lever,Brass,1,D10024 PK,Basin Mixer,N,Precise glide,Chrome finish,Matching taps and showers available,Secure fix,Long life ceramic cartridge for durability and ease of use,Metal back nuts for durability,Easy to use lever handle,Chrome-plated to BS EN 248,Flow rate 5LPM at 5 bar,5 year warranty,,,,
57,PD10034,Bristan Orta bath filler tap Chrome Plated pack,Bristan,84.0,"Uniquely designed for a modern bathroom, the Bristan Orta bath filler offers a dynamic forward slant combined with a classic chrome finish. Suitable for all plumbing systems, this contemporary deck-mounted filler is constructed in long lasting brass.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Orta bath filler tap Chrome Plated pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/34/NW-D10034_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bristan_Collection_2011_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D10034_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Orta_Tap_Range_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PA05431,Nabis Regal deck mounted bath filler tap,Nabis,120.85,"Traditionally designed, the Nabis Regal bath filler is ideal for installation in a period bathroom. Deck-mounted and featuring durable and stylish crosshead handles, this smart mixer is made of robust brass with a neat chrome finish. It is suitable for use in all pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Regal deck mounted bath filler tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/31/NW-A05431_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Regal_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05431_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Nabis_Bathroom_Spare_Parts_List.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PA05418,Nabis Torc basin mixer tap without waste,Nabis,85.9,"With its statement waterfall spout and lever handle, the Nabis Torc basin mixer is inspired by high end spa design. Finished in chrome, this fixed spout mixer tap has a tough brass body and zinc handle and includes an inbuilt aerator for softer water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Torc basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/18/NW-A05418_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05418_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Torc_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT04226,Ideal Standard Tesi single lever basin mixer tap without waste,Ideal Standard,111.23,"The elegant Ideal Standard Tesi basin mixer combines smooth geometric lines with curves for a design that looks good in any bathroom. Operated via a single lever, this deck-mounted chrome tap provides effortless usability.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Tesi single lever basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/26/NW-T04226_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Tesi_A6587AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/IS_Bathrooms_Brchr_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PB88656,Ideal Standard Calista basin rim mounted pillar taps,Ideal Standard,66.58,"Smartly stylish, the Ideal Standard Calista basin pillar taps are part of a wide bathroom range for a cohesive finished design. Easy to operate, this pair of chrome deck-mounted taps includes 4LPM flow regulators for reduced water waste.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Calista basin rim mounted pillar taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/56/NW-B88656_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/IS_Calista_B1146-47_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Calista_B1146AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PD88216,Bristan Value high neck pillar taps Chrome,Bristan,53.5,"A budget choice designed to suit most bathrooms, this Bristan Value high neck pillar tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 85mm spout projection.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Value high neck pillar taps Chrome,,Pillar tap;3inch (76mm) metal lever handles;Ceramic disc valves,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/16/NW-D88216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88216_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88216_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88216_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PD80264,Bristan Value Non Concussive Basin Taps Chrome,Bristan,88.84,"A classic design, this Bristan Value basin tap is ideal for budget bathroom renovations. Made of tough brass with a chrome finish and 110mm spout, this tap offers an automatic shut-off to help save on water and waste and soft-touch operation for ease of use.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Value Non Concussive Basin Taps Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/64/NW-D80264_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Self_Closing_Taps_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D80264_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D80264_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PC69013,Bristan Club basin taps with metal heads Chrome Plated,Bristan,30.36,This pair of classic Bristan Club basin taps is compatible with all plumbing systems. These simply smart deck-mounted bathroom taps are made of durable brass with a glossy chrome finish.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Club basin taps with metal heads Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/13/NW-C69013_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_Club_Tap_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C69013_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Club_Bath_Basin_Tap_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PJ92311,Ideal Standard Contour 21+ single lever basin anti vandal mixer tap Chrome,Ideal Standard,149.64,"Offering anti-vandal operation and temperature limiting, the Ideal Standard Contour 21+ basin mixer tap is an efficient, hardwearing and safe choice for use in public or commercial bathrooms. Deck-mounted, this modern chrome tap has nickel-free waterways and an antibacterial self-draining spout as well as a ceramic disc for long lasting practicality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Ideal Standard Contour 21+ single lever basin anti vandal mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/11/J92311_wm.jpg,,,,,,,,,,,,,Chrome/Polished,5 lpm @ 3 Bar,0.5,40 to 65,112,Contour 21,Contemporary,5 Years,N,148,,No,No,Yes,Fixed,Deck,Lever,Chrome Plated Brass,1,BC121AA,Basin Mixer,N,Domestic and commercial use,DDA compliant,Anti vandal,Ceramic disc,Water efficient,Nickel free wateways,Self draining spout design,,,,,,,
66,PA05020,* NAB BARFORD LEVER 2 TH BATH FILLER,Nabis,84.3,"A high quality choice, the Nabis Barford bath filler with 1/2"" ceramic disc valves has a contemporary look ideal for modern bathrooms. This tap is built from tough brass with a chrome finish and is lever-operated.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB BARFORD LEVER 2 TH BATH FILLER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/20/NW-A05020_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PA05425,Nabis Vector basin mixer tap,Nabis,95.7,"Designed to be deck-mounted, the Nabis Vector monobloc basin mixer has a striking cubic design perfect for contemporary bathrooms. Suitable for installation in high or low pressure systems, this smart tap is made of robust brass with a zinc handle and chrome-plated finish. A Neoperl aerator assures luxuriously soft water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Vector basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/25/A05425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05425_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Vector_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PA05021,Nabis Barford lever basin mixer tap no waste Chrome,Nabis,56.34,"A contemporary design with statement goose neck, the Nabis Barford basin mixer tap is a great choice for modern bathroom overhauls. Fitted with 1/2"" ceramic disc valve, this lever-operated tap is made of brass with a metallic chrome finish.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Barford lever basin mixer tap no waste Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/21/NW-A05021_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Barford_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PA05427,Nabis Vector bath mixer tap,Nabis,143.3,"The Nabis Vector bath tap offers a smart cubic design ideal for modern bathrooms. Built in a hardwearing brass with a zinc handle and chrome finish, this deck-mounted tap is compatible with pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Vector bath mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/27/NW-A05427_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05427_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Vector_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PA05491,* NAB GALENE LEVER BATH PILLAR TAPS,Nabis,50.71,"Nabis Galene pillar tap with 3/4 inch ceramic disc valve, suits the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> * NAB GALENE LEVER BATH PILLAR TAPS,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/91/NW-A05491_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PC43075,Deva Lever Action lever action bath taps Chrome Plated,Deva,27.4,"These Deva LEVER bath taps are made of brass with a chrome finish. Suitable for all plumbing systems, this pair of deck-mounted taps include tactile lever handles for inclusive flow and temperature control.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Deva Lever Action lever action bath taps Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/75/NW-C43075_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Deva_DLT102_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Deva_Shower-Tap_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PA05405,Nabis Alia hot and cold bath taps,Nabis,54.13,This contemporary Nabis Alia pair of deck-mounted bath pillar taps is made of robust brass with a high-shine chrome finish.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Alia hot and cold bath taps,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/05/NW-A05405_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05405_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Alia_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PA05490,Nabis Galene lever basin pillar taps Chrome (Pack of 2),Nabis,39.73,"Nabis Galene pillar tap with 1/2 inch ceramic disc valve, suits the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Galene lever basin pillar taps Chrome (Pack of 2),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/90/NW-A05490_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PA05493,Nabis Galene lever 2-tap hole bath filler tap Chrome,Nabis,65.17,"Nabis Galene bath filler with 3/4 inch ceramic disc valve, suits the styling of different bathroom designs depending on user requirement along with high level of quality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Nabis Galene lever 2-tap hole bath filler tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/93/NW-A05493_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PD88204,Bristan Value basin taps with ceramic disc valve Chrome,Bristan,37.05,"A budget choice designed to suit most bathrooms, this Bristan Value basin tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 85mm spout projection.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Value basin taps with ceramic disc valve Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/04/NW-D88204_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88204_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88204_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88204_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PD88212,Bristan Value bath shower mixer,Bristan,179.48,"A budget choice designed to suit most bathrooms, this Bristan Value bath/shower mixer tap has a simple silhouette, a tough brass body and a clean, glossy chrome finish. Operated with 3"" metal lever handles, this mixer tap incorporates ceramic disc valves for ease of use and has a 115mm spout projection. This handy set also includes a 1.5M length shower hose, handset and wall bracket.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan Value bath shower mixer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/12/NW-D88212_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D88212_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/D88212_Drawing.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/D88212_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PC66669,Pegler Jeroni horizontal spout 2 handle tap Antique Brass,Pegler,108.02,"A modern design finished in antique brass to suit traditional kitchen schemes, the Pegler Jeroni tap has a horizontal swivel spout for ease of use over a double sink and twin handles for complete temperature control. Fitted with an aerator and flow straightener, the Jeroni offers convenient splash-free water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Pegler Jeroni horizontal spout 2 handle tap Antique Brass,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/69/C66669_wm.jpg,,,,,,,,,,,,,Brass,0.7 Lp/Pm @ 0.1 Bar; 10.9 L/Pm @ 0.5 Bar; 17 L/Pm @ 1 Bar; 29.2 L/Pm @ 3 Bar,0.1,60,230,Jeroni,Modern,10 Years,N,265,Low,No,Yes,No,Swivel,Fast Fix,Lever,Brass,1,922104,Kitchen Tap,N,Brass construction,Antique brass finish,With built-in aerator,With flow straightener for reliable delivery,Low pressure suitable,Single flow operation,With swivel spout for directional use,Fast Fix installation,10 year warranty,,,,,
78,PD77380,"Bristan 1901 bath pillar taps 3/4"" ceramic disc valves Chrome Plated",Bristan,115.72,"Finished in bright, glossy chrome, these Bristan 1901 bath taps are made of durable brass. Suitable for all plumbing systems, this pair of deck-mounted, Edwardian-inspired taps is an ideal choice for bathrooms in period homes.","Bathrooms and Kitchens/Bathroom Taps/Bathroom Taps.csv -> Bristan 1901 bath pillar taps 3/4"" ceramic disc valves Chrome Plated",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/80/NW-D77380_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_1901_Bathtap_CD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77380_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_548890_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
