,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Projection Depth,Range,Style,Warranty,Watts,Weight,Hazardous,Fuel Source,Material,Orientation,Shape,Wall to Centre Tapping,BTU h,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9
30,P262545,Stelrad Vita Deco Vertical K2 decorative radiator 1800 x 400mm,Stelrad,389.57,"A premium radiator with plenty of style, the Stelrad Vita Deco Vertical brings Stelrad's dependable functionality together with chic, modern design. This tall unit has an understated 50mm lined front panel finished in elegant, clean white, a great addition to elegant contemporary interiors, especially where wall space is limited. Easy to install, the maintenance-free Vita Deco Vertical offers reliable heating power of 1476 BTU/h.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Stelrad Vita Deco Vertical K2 decorative radiator 1800 x 400mm,,Designer style vertical radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/47/262545_262547_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Deco_Vertical_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,P610126,CenterRad Streyt single panel flat tube radiator 1800 x 288mm 2133BTU Anthracite,CenterRad,199.98,"CenterRad Streyt single panel flat tube designer radiator offers designer style without compromising on performance. With its smooth front panel combines designer style with exceptionally high heat outputs. Available as a vertical model, the CenterRad Streyt complements a range of interiors without compromising on performance. Available as a vertical model with a single (V10) in white, the CenterRad Streyt complements a range of interiors without compromising on performance.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Streyt single panel flat tube radiator 1800 x 288mm 2133BTU Anthracite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/29/610126_610129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_Streyt_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Streyt_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_June2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,P241067,CenterRad Deco radiator pack 600mm SG 2000mm 5769B,CenterRad,285.63,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 5769 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Deco radiator pack 600mm SG 2000mm 5769B,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/241045_241072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,P610123,CenterRad Streyt single panel flat tube radiator 1800 x 433mm 3091BTU White,CenterRad,206.63,"CenterRad Streyt single panel flat tube designer radiator offers designer style without compromising on performance. With its smooth front panel combines designer style with exceptionally high heat outputs. Available as a vertical model, the CenterRad Streyt complements a range of interiors without compromising on performance. Available as a vertical model with a single (V10) in white, the CenterRad Streyt complements a range of interiors without compromising on performance.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Streyt single panel flat tube radiator 1800 x 433mm 3091BTU White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/25/610122_610125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_Streyt_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Streyt_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_June2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,P262577,Stelrad Vita Deco Vertical Concept K2 radiator 1800 x 600mm 7554Btu,Stelrad,593.98,"Don't let your radiator detract from your design, the Stelrad Vita Deco Vertical Concept provides a sleek finish to any room without settling on style. Finished in a deep anthracite grey, this radiator won't interrupt darker colour schemes, provides an ideal complement to bare wood, slate or stone and is equally at home in a period home as a contemporary setting, whether commercial or domestic. Featuring Stelrad's trademark build quality, the Vita Deco Concept promises a reliable 7554 BTU/h and dependable operation for years to come.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Stelrad Vita Deco Vertical Concept K2 radiator 1800 x 600mm 7554Btu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/77/262575_262577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Deco_Vert_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,P241046,CenterRad Deco radiator pack 300mm SG 1200mm 1933B,CenterRad,111.32,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 1933 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Deco radiator pack 300mm SG 1200mm 1933B,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/241045_241072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,P266015,Purmo Adagio S70 vertical radiator 1800 x 600mm White,Purmo,350.53,"Ideal for installation in the design-led home, the Purmo Adagio 70 vertical single panel radiator, with its white powder-coated exterior, brings together the classic and the contemporary for a high-end, stylish look. The UK-built Adagio 70 provides reliable heating of up to 6039 BTU/h which, combined with its traditional-meets-modern design, makes it a perfect finishing touch for any room of the house.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Purmo Adagio S70 vertical radiator 1800 x 600mm White,,Column Radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/te/Adagio_S70_V_White_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Purmo_Adagio_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Purmo_Design_Radiators_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P241099,CenterRad Deco radiator pack 700mm DG 1000mm 6082B,CenterRad,308.14,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 6082 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Deco radiator pack 700mm DG 1000mm 6082B,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,P241074,CenterRad Deco radiator pack 300mm DG 1200mm 3783B,CenterRad,172.67,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 3783 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Deco radiator pack 300mm DG 1200mm 3783B,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/CenterRad_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,
39,P610125,CenterRad Streyt single panel flat tube radiator 1800 x 578mm 4019BTU White,CenterRad,239.99,"CenterRad Streyt single panel flat tube designer radiator offers designer style without compromising on performance. With its smooth front panel combines designer style with exceptionally high heat outputs. Available as a vertical model, the CenterRad Streyt complements a range of interiors without compromising on performance. Available as a vertical model with a single (V10) in white, the CenterRad Streyt complements a range of interiors without compromising on performance.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Streyt single panel flat tube radiator 1800 x 578mm 4019BTU White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/25/610122_610125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_Streyt_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Streyt_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_June2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,P262575,Stelrad Vita Deco Vertical Concept K2 radiator 1800 x 400mm 5036Btu,Stelrad,513.1,"Don't let your radiator detract from your design, the Stelrad Vita Deco Vertical Concept provides a sleek finish to any room without settling on style. Finished in a deep anthracite grey, this radiator won't interrupt darker colour schemes, provides an ideal complement to bare wood, slate or stone and is equally at home in a period home as a contemporary setting, whether commercial or domestic. Featuring Stelrad's trademark build quality, the Vita Deco Concept promises a reliable 5036 BTU/h and dependable operation for years to come.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Stelrad Vita Deco Vertical Concept K2 radiator 1800 x 400mm 5036Btu,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/77/262575_262577_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Stelrad_Vita_Deco_Vert_Concept_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,P268374,Purmo Slieve H22 double convector horizontal radiator 578 x 1200mm White,Purmo,484.12,"As reliable as it is stylish, the Purmo Slieve H22 horizontal double panel double convector radiator is built with contemporary interiors in mind. This high quality radiator features a smooth white powder-coated steel flat front with convector fins that are able to provide a powerful 7397 BTU/h heat output. With its combination of sleek lines and comfort you can rely on, the Slieve H22 proves that there's no need to compromise on looks when heating a home.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Purmo Slieve H22 double convector horizontal radiator 578 x 1200mm White,,Double-panel double convector radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/78/268374_268378_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Purmo_Design_Radiators_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Slieve Horizontal Installation Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Purmo_Slieve_Horizontal_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,P610129,CenterRad Streyt single panel flat tube radiator 1800 x 578mm 4019BTU Anthracite,CenterRad,266.62,"CenterRad Streyt single panel flat tube designer radiator offers designer style without compromising on performance. With its smooth front panel combines designer style with exceptionally high heat outputs. Available as a vertical model, the CenterRad Streyt complements a range of interiors without compromising on performance. Available as a vertical model with a single (V10) in white, the CenterRad Streyt complements a range of interiors without compromising on performance.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Streyt single panel flat tube radiator 1800 x 578mm 4019BTU Anthracite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/29/610126_610129_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterRad_Streyt_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Streyt_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_June2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P224820,Stelrad Vita Silhouette K2 radiator 600 x 1200mm,Stelrad,147.74,"Blending classic and contemporary styling, the Stelrad Vita Silhouette rectangular radiator is designed to bring a touch of elegance to your heating system. Clean and crisp, with bold vertical lines, this radiator is finished in a neat Traffic White paint designed to sit well in modern and traditional design schemes, whether at home or in a commercial space. Reliable and robustly built, the cost effective 6554 BTU/h output Vita Silhouette delivers on style without compromise.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Stelrad Vita Silhouette K2 radiator 600 x 1200mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/24/224820_224824_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Silhouette_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,P217365,Stelrad Vita Concord Vertical Concept double panel radiator 1800 x 592mm 5705Btu Anthracite,Stelrad,539.27,"A stylish unit that will blend seamlessly with your interior scheme, the Stelrad Vita Concord Vertical Concept 1800 x 592mm double panel radiator blends heating reliability with statement design. Finished in a sleek, moody Anthracite Grey, this easy to install vertical radiator won't spoil a carefully considered dark scheme and provides the perfect complement to natural materials like stone or marble. An efficient choice for any room, the robustly built Vita Concord Concept supplies a heat output of 5705 BTU/h.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> Stelrad Vita Concord Vertical Concept double panel radiator 1800 x 592mm 5705Btu Anthracite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/66/217361_217366_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_BoutiqueSeries_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,P241077,CenterRad Deco radiator pack 450mm DG 600mm 2535B,CenterRad,138.51,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 2535 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Deco radiator pack 450mm DG 600mm 2535B,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/00/241073_241100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,P241053,CenterRad Deco radiator pack 450mm SG 1400mm 3179B,CenterRad,183.49,"The contemporary CenterRad Deco horizontal flat panel radiator includes all the great features of the CenterRad Plan with the addition of a sleek decorative front panel designed to fit effortlessly into a modern residential or commercial setting. With a white powder-coated steel finish, the 3179 BTU/h Deco is the ideal combination of good looks and high performance and is an excellent alternative to the classical lines of the CenterRad Compact or CenterRail towel warmer.",Radiators/Central Heating Radiators/Designer Radiators/Designer Radiators.csv -> CenterRad Deco radiator pack 450mm SG 1400mm 3179B,,Flat panel radiator;Fixing brackets;Vents and plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/72/241045_241072_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Deco_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/re/ar/CenterRad_Compact_Label_Rear.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ri/nt/Center_LeafletToPrint.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/de/co/32024_Tech_Sheet_CenterRad_Deco.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Deco_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,
