,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Colour,Range,Hazardous,Supplier Product Code,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Watts,BTU h,Type
69,P271730,Stelrad Compact K2 30 section radiator 700 x 1000mm,Stelrad,171.76,"Measuring 700 x 1000mm, the Stelrad Compact double panel double convector radiator in Traffic White is designed to maximise space in domestic or commercial premises while delivering a generous heat output of up to 6693 BTU/h. Sturdy and practical, this robust steel-built radiator features a convector that has been precision-welded directly onto its waterways, helping to improve efficiency, while flexible connections make installation simple in any setting. The Compact is wrapped in robust packaging for complete protection during transit, with no need to unwrap until the unit is fully installed, reducing the risk of accidental damage during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 30 section radiator 700 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/30/NW-271730_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
70,P271721,Stelrad Compact K2 21 section radiator 700 x 700mm,Stelrad,125.21,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 700 x 700mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 21 section radiator 700 x 700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/21/NW-271721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
71,P271578,Stelrad Compact K2 78 section radiator 450 x 2600mm,Stelrad,411.84,"Blending high performance with great looks, the Stelrad Compact double panel double convector radiator is an ideal choice for heating those rooms where wall space is at a premium. Measuring 2600 x 450mm, this radiator incorporates understated integrated top grilles and side panels that have been designed to ensure the unit won't shift. This robust build ensures a tight, professional-level fit, even following storage, transit and installation work. And while the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered in robust packaging, this radiator will reach you in pristine condition and can be installed before unwrapping, limiting the risk of scratches or chips, which can otherwise occur during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 78 section radiator 450 x 2600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/78/NW-271578_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
72,P200612,Stelrad Elite K2 12 section radiator 600 x 400mm,Stelrad,61.7,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 400 x 600mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 12 section radiator 600 x 400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/12/NW-200612_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
73,P268211,CenterRad Compact 30DG120 DC radiator 300 x 1200mm 4069BTU,CenterRad,47.57,"Combining sleek style, great performance and impressive value for money, the CenterRad Compact horizontal radiator, with its simple white powder-coated finish, has been built using advanced production technology and top quality materials alongside CenterRad's trademark high standards of manufacture. Offering an output of 4069 BTU/h, this compact radiator provides reliable warmth in spite of its unobtrusive size.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> CenterRad Compact 30DG120 DC radiator 300 x 1200mm 4069BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/83/21/268211_268321_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/pa/ct/32024_Tech_Sheet_CenterRad_Compact.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/CenterRad_Compact_Tech_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/34363_CenterRad_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterRad_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/CenterRad_Brochure_2020.pdf,,,,,,,,,,,,,,,,,,,
74,P706901,Center Type 22 Double Panel Double Convector Radiator 450 mm x 500 mm 2300 BTU,Center,60.77,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 450 x 500mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 2300 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 450 mm x 500 mm 2300 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
75,P271624,Stelrad Compact 24 sections K2 compact radiator 600 x 800mm,Stelrad,124.62,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 800 x 600mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact 24 sections K2 compact radiator 600 x 800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/24/NW-271624_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
76,P207369,"Myson Premier HE DC 2 tapping radiator 15"" x 69""",Myson,818.72,"With a design suited to any interior, the Myson Premier HE double convertor tapping radiator offers safety, style and comfort all in one. Finished in neat, clean white, this horizontal unit measures 69 x 15"".","Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Myson Premier HE DC 2 tapping radiator 15"" x 69""",,Double convertor tapping radiator;Wall bracket;Air vent,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/69/NW-207369_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Myson_Premeir_HE_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ce/Myson_Declaration_Of_Performance.pdf,,,,,,,,,,,,,,,,,,,,,,
77,P271533,Stelrad Compact K2 33 section radiator 450 x 1100mm,Stelrad,132.09,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 1100 x 450mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 33 section radiator 450 x 1100mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/33/NW-271533_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
78,P271548,Stelrad Compact K2 48 section radiator 450 x 1600mm,Stelrad,187.72,"Measuring 450 x 1600mm, the Stelrad Compact double panel double convector radiator in Traffic White is designed to maximise space in domestic or commercial premises while delivering a generous heat output of up to 7488 BTU/h. Sturdy and practical, this robust steel-built radiator features a convector that has been precision-welded directly onto its waterways, helping to improve efficiency, while flexible connections make installation simple in any setting. The Compact is wrapped in robust packaging for complete protection during transit, with no need to unwrap until the unit is fully installed, reducing the risk of accidental damage during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 48 section radiator 450 x 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/48/NW-271548_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
79,P271754,Stelrad Compact K2 54 section radiator 700 x 1800mm,Stelrad,300.25,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 1800 x 700mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 54 section radiator 700 x 1800mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/54/NW-271754_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
80,P200742,Stelrad Elite K2 42 section radiator 700 x 1400mm,Stelrad,220.18,"Offering the brand's best ever quality and performance, the Stelrad Elite double panel double convector radiator provides improved outputs for even more impressive heating performance. With a symmetrical convector, the 1400 x 700mm radiator can be mounted either way up, for the ultimate in flexibility of siting, while a TBOE connection ensures high levels of efficiency and economy, a must for commercial applications. The Elite's convector is precision-welded directly onto the waterways while all tappings are well-aligned, with robust nickel-plated plugs and vents and quality EPDM O-rings for reliability and longevity. Manufactured with high definition pressings, this radiator promises smooth edges and corners and a run-free, two-coat paint finish that won't let your decor down. Wrapped in tough packaging, every Stelrad radiator reaches its destination in pristine condition, with unwrapping required only after installation, removing the risk of last-minute scrapes and chips.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Elite K2 42 section radiator 700 x 1400mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/42/NW-200742_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Series_Elite_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,,,,,,,,,,,,,,,,,,,,,,
81,P271727,Stelrad Compact K2 27 section radiator 700 x 900mm,Stelrad,156.35,"Measuring 700 x 900mm, the Stelrad Compact double panel double convector radiator in Traffic White is designed to maximise space in domestic or commercial premises while delivering a generous heat output of up to 6024 BTU/h. Sturdy and practical, this robust steel-built radiator features a convector that has been precision-welded directly onto its waterways, helping to improve efficiency, while flexible connections make installation simple in any setting. The Compact is wrapped in robust packaging for complete protection during transit, with no need to unwrap until the unit is fully installed, reducing the risk of accidental damage during fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 27 section radiator 700 x 900mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/27/NW-271727_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
82,P271530,Stelrad Compact K2 30 section radiator 450 x 1000mm,Stelrad,121.7,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 1000 x 450mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 30 section radiator 450 x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/30/NW-271530_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
83,P706922,Center Type 22 Double Panel Double Convector Radiator 300 mm x 1200 mm 3934 BTU,Center,108.43,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 300 x 1200mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 3934 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 300 mm x 1200 mm 3934 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
84,P706931,Center Type 22 Double Panel Double Convector Radiator 750 mm x 300 mm 2105 BTU,Center,51.23,"A high quality radiator with smart contemporary styling to suit any room, the Center Type 21 horizontal radiator has been built using advanced production technology and high quality materials for a robust, reliable unit that will stand up to family life. Measuring 750 x 300mm, this steel radiator is finished in a smart white powder coating and offers a heat output of 2103 BTU/h for cosy warmth, even in the depths of winter.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Center Type 22 Double Panel Double Convector Radiator 750 mm x 300 mm 2105 BTU,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/69/90/706887_706990_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Product Codes Data Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_t/ds/000136_Center Radiator TDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/000189_Center Radiator Spares Data.pdf,,,,,,,,,,,,,,,,,,,,,
85,P243525,Stelrad Vita Compact K2 radiator 700 x 900mm,Stelrad,136.82,"The Stelrad Vita Compact double panel rectangular radiator is perfect for homes where space is at a premium. With its reduced dimensions, sleek design and 6024 BTU/h heat output, this compact radiator is designed to be unobtrusive even in the smallest of spaces. Powder-coated steel finished in bright Traffic White, the classic lines and neat finish of the Vita Compact make it a real crowd pleaser.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Vita Compact K2 radiator 700 x 900mm,,Compact radiator;Fixing brackets;Vents ;plugs,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/42/243454_243542_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Stelrad_Vita_Series_Brochure_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Vita_Compact_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_Vita Series_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Stelrad_VITA_Brochure.pdf,,,,,,,,,,,,,,,,,,,
86,P212774,Stelrad Compact K2 vertical radiator 1800 x 600mm,Stelrad,579.27,"The attractively designed Stelrad Compact Vertex double panel double convector radiator is the perfect choice for interiors where space is limited but good design is vital. With neatly integrated top grilles and side panels built to resist movement, this 600 x 1800mm vertical radiator promises a long-lasting, stable fit even after storage, transit and installation. Additionally, the convectors are precision-welded directly onto the unit's waterways for better efficiency levels while adaptable connection options provide flexibility of siting, whether in domestic or commercial settings.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 vertical radiator 1800 x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/75/NW-212773_212775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Vertex_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,
87,P271475,Stelrad Compact K2 75 section radiator 300 x 2500mm,Stelrad,293.37,"A favourite of installers and homeowners alike, the Stelrad Compact double panel double convector radiator is the ideal choice where space is at a premium. Suitable for any room, commercial or domestic, this 2500 x 300mm radiator is smartly designed and promises reliable comfort in any setting. While the Compact's convector is precision-welded directly onto the waterways for excellent efficiency, the flexible connections make installation straightforward. Delivered carefully wrapped in tough packaging, this radiator will reach you in pristine condition and can be installed before unpackaging for risk-free fitting.",Radiators/Central Heating Radiators/Panel Radiators/Double panel double convector K2 radiators (Type 22)/Double panel double convector K2 radiators (Type 22).csv -> Stelrad Compact K2 75 section radiator 300 x 2500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/14/75/NW-271475_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/bo/ok/Stelrad_Specification_Radiator_Book.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/Stelrad_Radiator_Book_Jan_2019.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Stelrad_Compact_Horizontal_Technical.pdf,,,,,,,,,,,,,,,,,,,,,
