,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Anti Slip,Colour,Grip Holes,Hazardous,Tap Holes,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Finish,Range,Thickness,Warranty,Material,Depth (mm),Pre-Drilled Waste Hole,Pre-Drilled Overflow,Anti Slip Surface,Grips or Handles,Number of Tap Holes,Shape,Fittings Included,Capacity Litre,Attachment 5,Feature 7,Feature 8,Position,Grips/Handles,Material Type,Style,Weight,Height (mm)
19,PD03943,TEMPO E2606 CUBE 1800MM FRONT PANEL  WHT,Ideal Standard,186.85,"The Ideal Standard Tempo Cube shower bath front panel measures 510 x 1800mm and incorporates a luxurious, softly cubic back rest. Elegantly designed, this white bath panel complements the full Tempo range of bathroom fittings and furniture.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> TEMPO E2606 CUBE 1800MM FRONT PANEL  WHT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/39/43/NW-D03943_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,PA01892,Twyford Celtic 2 tap hole anti-slip bath including twin grips 1600mm White,Twyford,268.71,"Featuring a slip-resistant surface and twin grips, the 540mm deep Twyford Celtic BS1272WH 1600mm bath provides safe, secure bathing. Built in a robust steel, this two tap hole bath is ideal for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Celtic 2 tap hole anti-slip bath including twin grips 1600mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/94/NW-A01892_A01894_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Twyford_BS1202WH_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Twyford_DOP17_Baths_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1572WH-BS1502WH_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PA47409,Ideal Standard i.Life rectangular bath no tap hole 170 x 70cm White,Ideal Standard,213.78,"The Ideal Standard i.Life 1700 x 700mm rectangular bath is made of acrylic with a neat white finish. Offering a capacity of 176L, this bath is supplied without tapholes, allowing you to choose a wall-mounted filler or standpipe-style tap.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard i.Life rectangular bath no tap hole 170 x 70cm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/74/09/A47409_wm.jpg,,,,,,White,,N,,T477201,,N,Idealform,No taphole,"Manufactured to EN 198:2008, EN14516",,,,,iLIFE,,1 year,Acrylic,540,Yes,Yes,No,No,0,Rectangular,No,176 l,,,,,,,,,
22,PB61014,Nabis Steel Bath two tap hole steel bath with anti slip with twin grip 1600 x 700mm White,Nabis,175.03,"This Nabis 1600mm rectangular bath is made using porcelain enamelled steel with a rust-proof coating for aonger, cleanerife and comes complete with bolt-onegs and hand grips for secure use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Steel Bath two tap hole steel bath with anti slip with twin grip 1600 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/15/NW-B61010_B61015_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Steel_Baths_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,PA03240,Nabis Super Strong bath front panel 1700mm,Nabis,51.37,Nabis super strong front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Super Strong bath front panel 1700mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/40/A03238_40_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_Bath_Panel_Matrix_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PA03052,Nabis 2 tap hole low volume bath 1700mm White,Nabis,158.15,"Sprayed all over with a rustproof, acid-resistant coating of vitreous porcelain enamel, this Nabis 1700mm bath is made of a tough steel, ensuring it can withstand heavy use. Featuring two pre-drilled tap holes, this low volume white bath has an anti-slip coating for safe use by the whole family.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis 2 tap hole low volume bath 1700mm White,,Bath only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/52/NW-A03052_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A03052_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PA03232,Nabis Panel bath front panel 1500x510mm white,Nabis,26.09,Nabis front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Panel bath front panel 1500x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/33/A03230_33_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PA03234,Nabis Panel bath end panel 700x510mm white,Nabis,15.63,"Easy to install and smartly designed, this Nabis 700mm bath end panel has a white gloss finish to suit most bathrooms.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Panel bath end panel 700x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/36/A03234_36_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MonroeDoubleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_BardotSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Jones_SingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PA01895,Twyford Celtic two tap hole bath with anti slip bath and twin grip 1700mm White,Twyford,246.31,"Supplied with a fast fixing set for ease of installation, the Twyford Celtic BS1572WH 1700mm economy bath also includes twin hand grips and a slip-resistant surface for secure use, especially when getting in and out of the bath. Made of robust steel, this 380mm deep, two tap hole bath is suitable for over-bath showering and is made to withstand high levels of use.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Celtic two tap hole bath with anti slip bath and twin grip 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/95/NW-A01895_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Twyford_BS1572WH_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Twyford_BS1572WH-BS1502WH_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PA03228,Nabis Minelli bath space saver front panel 1690x510mm white,Nabis,78.07,Nabis Minelli front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Minelli bath space saver front panel 1690x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/29/A03228_29_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MinelliSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PA03208,Nabis Monroe double ended bath 1700x700mm white,Nabis,180.05,"Simple and stylish, the contemporary Nabis Monroe 1700mm acrylic bath is a family-friendly design providing optimum bathing space. Supplied without tap holes, the Monroe has the option to maintain two comfortable back rest ends with the freedom to install the tap configuration that suits your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Monroe double ended bath 1700x700mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/08/NW-A03207_A03208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_MonroeDoubleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PA60100,Twyford Omnifit bath front panel 1700mm White,Twyford,50.69,"Compatible with most baths, the Twyford Omnifit bath front panel in white measures 518 x 1700mm.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Twyford Omnifit bath front panel 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/00/NW-A60100_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Twyford_Omnifit_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,PD00620,Roca Roca Standard standard bath panel 1700 x 510mm White,Roca,29.76,"Reinforced with GRP, this Roca standard 510 x 1700mm white gloss bath panel offers excellent rigidity for long lasting, flex-free use. Easy to install, this panel can be cut to size and requires no clips for fixing.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Roca Roca Standard standard bath panel 1700 x 510mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/20/NW-D00620_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/00/00/INS_035170000.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PA03239,Nabis Super Strong bath front panel 1600mm,Nabis,51.37,Nabis super strong front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Super Strong bath front panel 1600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/40/A03238_40_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_Bath_Panel_Matrix_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_StandardBathPanel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PJ43500,Kaldewei Eurowa 2 tap hole bath 1700 x 700mm White,Kaldewei,122.95,"Tough andongasting, the Kaldewei Eurowa 312 1700mm bath is made of a highly resistant steel enamel, standing up to scratches, abrasion and acid.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Kaldewei Eurowa 2 tap hole bath 1700 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/00/NW-J43500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Eurowa_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PA63300,Ideal Standard Universal universal bath front panel 1700mm White,Ideal Standard,30.7,"Designed to fit perfectly with the Sandringham range of bathroom furniture, this Ideal Standard Universal 1700mm bath front panel is made of a high impact polystyrene with a white gloss finish to suit most bathrooms.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Universal universal bath front panel 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/00/NW-A63300_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shank_Brchr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PJ43200,Kaldewei Eurowa 2 tap hole bath 1600 x 700mm White,Kaldewei,122.95,"Tough andongasting, the Kaldewei Eurowa 311 1600mm bath is made of a highly resistant steel enamel, standing up to scratches, abrasion and acid.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Kaldewei Eurowa 2 tap hole bath 1600 x 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/00/NW-J43200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Kaldewei_Eurowa_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PA03069,Nabis Kelly 2 tap hole bath with twin chrome grips 1700 x 700 x 5mm,Nabis,184.88,"Simple and safe, the Nabis Kelly 1700mm acrylic bath comes with built-in twin chrome plated bath grips for safety and stability when getting in and out of the bath. Designed for fast, hassle-free installation, the Kelly is supplied with pre-drilled tap holes, ideal for the contract market.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Kelly 2 tap hole bath with twin chrome grips 1700 x 700 x 5mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/69/NW-A03069_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/Nabis_A03069_DWG.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A03068-A03069_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PA03205,Nabis Bardot single ended bath round 1600x700mm white,Nabis,165.33,"Simple and elegant, the Nabis Bardot 1600mm acrylic bath is designed for maximum comfort. With a single comfortable back rest end, this bath is supplied without tap holes allowing you to select and install your preferred tap set-up, whether deck or wall-mounted, mixer or separates.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Bardot single ended bath round 1600x700mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/06/NW-A03204_A03206_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A03204_06_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Nabis_Bath_Panel_Matrix_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths_Screens_Matrix_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,PD09660,Ideal Standard Sandringham 21 bath front panel 1700mm White,Ideal Standard,27.58,"Reliably tough, the Ideal Standard Sandringham 21 1700mm bath front panel is made of 35mm thick acrylic with a smart white gloss finish. Simply designed, this panel is conceived to blend in with the Sandringham range of bathroom fittings.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Sandringham 21 bath front panel 1700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/60/D09660_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Bathroom_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PA03211,Nabis Taylor shower bath P-shape front panel 1700x510mm white,Nabis,57.97,Nabis Taylor P shaped front panel is easy to install and has a modern style that allows it to blend with any bathroom design.,Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Taylor shower bath P-shape front panel 1700x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/15/A03211_15_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_TaylorPShapeBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_TaylorPShapeBathPanel_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_TaylorPShapeBath_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD09661,Ideal Standard Sandringham 21 bath end panel 700mm White,Ideal Standard,14.94,"Reliably tough, the Ideal Standard Sandringham 21 700mm bath end panel is made of 40mm thick acrylic with a smart white gloss finish. Simply designed, this panel is conceived to blend in with the Sandringham range of bathroom fittings.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Sandringham 21 bath end panel 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/96/61/NW-D09661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/AShanks_Bathroom_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PA73200,Ideal Standard Uniline super strength end panel 700mm White,Ideal Standard,67.1,"Ultra-strong, this Ideal Standard Uniline 700mm bath end panel is made of high impact polystyrene with a rigid honeycomb backing. Finished in white gloss, this tough 40mm thick panel blends with most bathroom interiors.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Ideal Standard Uniline super strength end panel 700mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/00/NW-A73200_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/IS_Bath_Book_Brchr_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PA03235,Nabis Panel bath end panel 750x510mm white,Nabis,15.63,"Easy to install and smartly designed, this Nabis 750mm bath end panel has a white gloss finish to suit most bathrooms.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Panel bath end panel 750x510mm white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/4_/36/A03234_36_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_CampbellSinglEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Jones_SingleEndBath_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PA03216,Nabis Garland shower bath left hand L-shape 1700x850x700mm white,Nabis,235.17,"Designed to maximise showering space, the Nabis Garland 1700mm-L shapede ft hand shower bath has a modern, spacious design. Compatible with a range of shower screens, this modern bath is supplied free of tap holes,eaving you to choose the perfect tap and shower set-up for your needs.",Bathrooms and Kitchens/Baths and Bath Panels/Baths and Bath Panels.csv -> Nabis Garland shower bath left hand L-shape 1700x850x700mm white,,Bath;All fittings,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/16/A03216_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_GarlandSingleEndBath_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Nabis_StdDoubleEndLShapeBath_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Baths-Screens_Matrix_21Feb2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Shaped_Bath_Panel_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
