,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Attachment 7,Attachment 8,Attachment 9,Attachment 10,Attachment 11,Attachment 12,Colour,Flow Rate,Min System Pressure Cold (Bar),Operating Temperature,Projection Depth,Style,Warranty,Hazardous,Depth (mm),Tank,Mains,Cartridge,Spout Type,Fitting / Mounting Type,Handle Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Range,Number of Tap Holes
10,PQ97232,Hansgrohe Focus basin mixer without chain pop up waste Chrome Plated,Hansgrohe,133.6,"An innovative eco-friendly choice for the modern bathroom, the Hansgrohe Focus basin mixer employs EcoSmart technology to help homeowners use up to 60% less water when compared to conventional taps. This modern deck-mounted mixer tap works smoothly thanks to its ceramic cartridge while the integrated QuickClean system keeps internal limescale at bay. Suitable for use with continuous flow water heaters, the Focus basin mixer has a neat chrome finish to suit most interior schemes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Hansgrohe Focus basin mixer without chain pop up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/32/NW-Q97232_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_FocusChainPlugSvs_Istrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Hansgrohe_Service_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Hansgrohe_FocusFixingSet_Svs_Instrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_SvcsSet_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Mixer_Assy_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Aerator_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_FocusCartridgeSvs_Istrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tr/ct/Hansgrohe_FocusSafeWaterAssy_Istrct.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Flange_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Hose_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/tn/Hansgrohe_Focus_Handle_Svs_Instrctn.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Hansgrohe_Focus_31733000_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,PD38202,Ideal Standard Cerabase single lever basin mixer with click waste and bluestart technology,Ideal Standard,75.14,"Supplied complete with clicker waste, the Ideal Standard Cerabase basin mixer tap is operated via a simple single lever handle. This smart deck-mounted tap is fitted with a range of efficient technologies, including Bluestart and an eco-friendly flow regulator.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Cerabase single lever basin mixer with click waste and bluestart technology,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/82/02/D38202_wm.jpg,,,,,,,,,,,,,Chrome,5L,50kPa,N/A,106,lever handle mixer,5 Years,N,142,No,Yes,Yes,Fixed,Deck,Lever,Brass,BD054AA,Single lever basin mixer,N,With clicker waste,Lever operated,Bluestart technology for efficient use,Eco flow regulator saves water,100% recycled brass,Uses no single-use plastic,German engineered,Brass construction,Chrome finish,5 year warranty,,
12,PC63109,Bristan Prism 2 handle basin mixer tap Chrome Plated,Bristan,236.58,"Contemporary and practical, the Bristan Prism two handle basin mixer is made of brass with an easy-clean chrome surface. This deck-mounted tap is suitable for installation into any plumbing system but performs best in balanced pressure.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Prism 2 handle basin mixer tap Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/31/09/NW-C63109_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C63109_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/C63109_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C63109_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,PA05433,Nabis Regal basin mixer tap,Nabis,39.25,"A perfect tap for traditional bathroom designs, the Nabis Regal basin mixer is a classic tap offering modern reliability. Deck-mounted, this fixed spout tap is made of durable brass with a zinc handle and smart, shiny chrome finish. It includes a Neoperl aerator for luxuriant, soft water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Nabis Regal basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/33/A05433_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Regal_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05433_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,PD77384,Bristan 1901 basin mixer tap with pop up waste Chrome Plated,Bristan,125.01,"Finished in bright, glossy chrome, this Bristan 1901 basin mixer with pop-up waste is made of durable brass. Suitable for all plumbing systems, this deck-mounted, Edwardian-inspired tap is an ideal choice for bathrooms in period homes.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan 1901 basin mixer tap with pop up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/84/NW-D77384_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Bristan_Regency_Bidjet_Mixer_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D77384_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/Bristan_1901_BAS_CD_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,PD45251,Roca V2 smooth body basin mixer without pop-up waste Chrome Plated,Roca,93.5,"Operated with a simple single lever, the Roca V2 basin mixer tap is a practical choice for modern bathrooms. Attractively finished in shiny chrome, this deck-mounted tap uses an integrated aerator for softer, gentler water delivery with less splashing.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Roca V2 smooth body basin mixer without pop-up waste Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/51/NW-D45251_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Victoria-N_A5A3225C0R_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_V2_5A3225C0R_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Roca_V2_5A3225C0R_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,PC69099,Bristan Decade basin mixer tap and waste Chrome Plated,Bristan,120.55,"With a smooth, elegant modern-classic design, the Bristan Decade basin mixer is well-suited to any bathroom. Made of brass with a chrome finish, this deck-mounted bathroom mixer is compatible with all plumbing systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Decade basin mixer tap and waste Chrome Plated,,Basin mixer;Flexible tails;Clicker waste,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/99/NW-C69099_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C69099_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Bristan_Decade_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/es/C69099_Spares.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Bristan_TapsShowersAccers_Brchr_2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,PA05418,Nabis Torc basin mixer tap without waste,Nabis,85.9,"With its statement waterfall spout and lever handle, the Nabis Torc basin mixer is inspired by high end spa design. Finished in chrome, this fixed spout mixer tap has a tough brass body and zinc handle and includes an inbuilt aerator for softer water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Nabis Torc basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/18/NW-A05418_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05418_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Torc_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,PC83219,Ideal Standard Ceraflex basin mixer tap with pop up waste,Ideal Standard,85.3,"The perfect choice for a cloakroom or en suite, the attractive Ideal Standard Ceraflex basin mixer has a sleek, compact design. Incorporating a FirmaFlow ceramic cartridge which has been lifecycle tested to over half a million cycles, the practical Ceraflex helps to save on both water and energy while lasting twice as long as other bathroom taps of a similar design.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Ceraflex basin mixer tap with pop up waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/32/19/C83219_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Ceraflex_B1811AA_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/19/IS_Bathrooms_Brchr_2019.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PJ92311,Ideal Standard Contour 21+ single lever basin anti vandal mixer tap Chrome,Ideal Standard,149.64,"Offering anti-vandal operation and temperature limiting, the Ideal Standard Contour 21+ basin mixer tap is an efficient, hardwearing and safe choice for use in public or commercial bathrooms. Deck-mounted, this modern chrome tap has nickel-free waterways and an antibacterial self-draining spout as well as a ceramic disc for long lasting practicality.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Contour 21+ single lever basin anti vandal mixer tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/11/J92311_wm.jpg,,,,,,,,,,,,,Chrome/Polished,5 lpm @ 3 Bar,0.5,40 to 65,112,Contemporary,5 Years,N,148,No,No,Yes,Fixed,Deck,Lever,Chrome Plated Brass,BC121AA,Basin Mixer,N,Domestic and commercial use,DDA compliant,Anti vandal,Ceramic disc,Water efficient,Nickel free wateways,Self draining spout design,,,,Contour 21,1
20,PA05425,Nabis Vector basin mixer tap,Nabis,95.7,"Designed to be deck-mounted, the Nabis Vector monobloc basin mixer has a striking cubic design perfect for contemporary bathrooms. Suitable for installation in high or low pressure systems, this smart tap is made of robust brass with a zinc handle and chrome-plated finish. A Neoperl aerator assures luxuriously soft water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Nabis Vector basin mixer tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/25/A05425_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05425_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Vector_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PA05409,Nabis Circo cloakroom basin mixer tap without waste,Nabis,62.58,"A smart and simple modern tap, the Nabis Circo mini basin mixer is ideal for contemporary bathrooms. Made of reliably tough brass with a zinc handle and high shine chrome finish, this robust fixed spout tap is suitable for use in pressure systems. It includes a Neoperl aerator for softer, more luxuriant water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Nabis Circo cloakroom basin mixer tap without waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/09/NW-A05409_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/9_/ds/Nabis_A05409_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_A05409_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Circo_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares List_May 2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PD80835,Bristan Aster basin mixer tap plus clicker waste,Bristan,58.94,"Finished in glossy chrome and suitable for both high and low pressure systems, the Bristan Aster basin mixer is the perfect choice for just about any bathroom. Simple and modern, this mixer is supplied with all fittings for ease of installation and incorporates a ceramic cartridge for smooth operation and a longer life.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Aster basin mixer tap plus clicker waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/35/_a/D80835_A_wm.jpg,,,,,,,,,,,,,Chrome,16.8,0.2,60,94,Contemporary,5,N,225,No,No,Yes,Fixed,Deck,Lever,Brass,AST BAS C,Basin Mixers,N,Hardwearing chrome finish,Long life ceramic cartridge for durability,Includes flexible tails,With clicker waste,Supplied with metal fixing nut to secure tap,Suitable for high and low pressure water systems,5 year warranty,,,,Aster,1
23,PA05025,* NAB CORDA BASIN MIXER,Nabis,45.24,"Blending quality with practicality, the Nabis Corda basin mixer is fitted with a 35mm ceramic cartridge for durability and ease of use. Simply designed to suit a range of bathroom styles, this mixer tap includes a Neoperl aerator for softer, more luxurious water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> * NAB CORDA BASIN MIXER,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/25/A05025_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_OssiaCordaTapRang_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PA05022,* NAB OSSIA BASIN MIXER CHROME,Nabis,48.06,"Made of a robust brass with a clean chrome finish, the smart Nabis Ossia basin mixer tap has an understated modern design to fit most bathrooms. Operating smoothly thanks to its 35mm ceramic disc cartridge, this tap also includes a neoperl aerator for gentle water delivery.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> * NAB OSSIA BASIN MIXER CHROME,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/22/NW-A05022_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Ossia_Corda_Tap_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PD80809,Bristan Mila basin mixer tap plus clicker waste Black,Bristan,119.6,"Finished in a modern, sleek black, the Bristan Mila basin mixer is designed for mounting on a basin deck. A modern design, this smart mixer tap is supplied with a clicker waste.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Bristan Mila basin mixer tap plus clicker waste Black,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/09/D80809_wm.jpg,,,,,,,,,,,,,Black,5LPM@0.5Bar,0.2,N/A,125,Modern,10yrs,N,165,No,Yes,Yes,Single,Basin Mounted,Lever,Brass,MI BAS BLK,Basin Mixer,N,Brass construction,Black finish,With clicker waste,Suitable for basin mounting,Flow rate 5LPM at 0.5 bar,10 year warranty,,,,,Mila,
26,PA05495,Nabis Galene lever basin mixer Chrome,Nabis,37.5,Nabis Galene basin mixer with 35mm ceramic cartridge. Suitable for styling of different bathroom designs depending on user requirements along with high level of quality.,Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Nabis Galene lever basin mixer Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/95/NW-A05495_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Galene_Tap_Range_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap Spares Matrix_2021.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis_Tap_Spares_Matrix_26Oct2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PC76509,Pegler Araya monobloc basin mixer with no waste,Pegler,34.29,"Built using robust brass and with a smart chrome finish, the Pegler Yorkshire Araya monobloc basin mixer is a simple and attractive choice for any bathroom. Suitable for use in both high and low pressure systems, this deck-mounted tap offers smooth operation thanks to ceramic disc technology and easier installation using the included flexible tails.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Pegler Araya monobloc basin mixer with no waste,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/65/09/NW-C76509_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/PY_Araya_4S1205_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/15/PY_Brassware_Guide_2015.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,PA05422,* NAB INGA MINI BASIN MIXER NO WST CP,Nabis,81.86,"Made of robust brass with a zinc lever handle and glossy chrome finish, the Nabis Inga mini basin mixer offers a modern design and compatibility with all water pressures. Deck-mounted, this fixed spout mixer tap is a statement piece for the bathroom, offering a pleasingly curvaceous design and open water flow.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> * NAB INGA MINI BASIN MIXER NO WST CP,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/22/NW-A05422_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/A05422_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_Inga_Tap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Nabis_Tap_Spares_Matrix_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PB88914,Ideal Standard Calista rim mounted mixer basin tap Chrome,Ideal Standard,80.14,"Designed to suit commercial as well as domestic bathrooms, the Ideal Standard Calista basin mixer tap is economical and hardwearing. This tap incorporates easy to use lever handles and a 104mm spout projection along with an attractive chrome finish over its tough brass body. Fitted with a flow regulator and ceramic cartridge, the Calista mixer tap is suitable for use in high pressure systems.",Bathrooms and Kitchens/Bathroom Taps/Bathroom Monobloc Taps/Bathroom Monobloc Taps.csv -> Ideal Standard Calista rim mounted mixer basin tap Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/14/NW-B88914_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IStandard_Calista_Basin_Mixer_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/IStandard_Essentials_2021_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
