,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5
10,PP01661,Plasson Pushfit 1001C polyethylene/copper coupling 25 x 22mm,Plasson,7.91,"Suitable for carrying water and other fluids, the Plasson 1001C copper pipe adapter with 25 x 22mm PE x copper end connections can be used in urban and inter-urban infrastructure as well as in industrial, mining, landscaping and farming applications. Offering tool-free installation, this fitting incorporates simple push-fit connections for the easy and secure insertion of MDPE or copper pipes and is made of reliably durable plastic for stress resistance and a long lasting, leak-free connection. Machined to withstand pressures of up to 16 bar, this fitting will also stand up to sub-zero temperatures but cannot be used with hot water.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Plasson Pushfit 1001C polyethylene/copper coupling 25 x 22mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/62/NW-P01659_P01662_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_1001CU025022_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Plasson_1000_Datasheet.pdf,,,
11,PP65886,Philmac UTC 1043 coupler 25 x 21-27mm,Philmac,25.09,"A UTC x POL joiner, this Philmac UTC 21 - 27mm x 25mm / 3/4"" universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac UTC 1043 coupler 25 x 21-27mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/86/NW-P65883_P65886_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,
12,PP65881,Philmac UTC 1143 coupler 21-27 x 15-21mm,Philmac,25.09,"A reduced repair joiner, this Philmac UTC 21 - 27 x 15 - 21mm universal transition coupling is part of a range of mechanical compression fittings created to offer the ultimate in pipe connection flexibility. Suitable for connecting almost any combination of pipe material, from PE, PVC and ABS to copper, stainless steel, galvanised iron and lead, this range offers effortless, fast installation using slide and tighten technology.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac UTC 1143 coupler 21-27 x 15-21mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/81/NW-P65881_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Philmac_Universal_Connection_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Product_Guide.pdf,,
13,PP45553,"Philmac 3G metric/imperial joiner 9133 25mm x 3/4""",Philmac,5.63,"This Philmac 3G joiner with 25mm/3/4"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 9133 25mm x 3/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/57/NW-P45552_P45557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
14,PP65450,Philmac 3G universal transition couplings 32 x 34-39mm,Philmac,35.6,"This Philmac 3G coupler with 34 to 39 x 32mm/1"" UTC x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G universal transition couplings 32 x 34-39mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/54/50/NW-P65449_P65450_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,
15,PP45976,"Philmac 3G metric/imperial joiner 25mm - 3/4"" x 22mm Copper/Pex",Philmac,14.4,"This Philmac 3G joiner with 25mm/3/4"" x 22mm PE x copper/PEX push-fit end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 25mm - 3/4"" x 22mm Copper/Pex",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/76/NW-P45974_P45976_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
16,PP65702,Philmac 3G universal transition coupler 27-34 x 27-34mm,Philmac,29.82,"This Philmac 3G joiner with 27 to 34 x 27 to 34mm metric end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G universal transition coupler 27-34 x 27-34mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/57/02/NW-P65702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,,
17,PP45944,Philmac 3G copper adaptor set 32 x 28mm,Philmac,8.67,"This Philmac 3G copper connection kit in polypropylene (PP) with 32mm/1"" x 28mm metric/imperial to copper end connections is built to last, corrosion-resistant and easy to install making it ideal for a variety of plumbing and commercial applications. Philmac fittings are designed for connection to different pipe materials including metric and imperial PE, lead, PVC, copper, stainless steel and galvanised iron.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G copper adaptor set 32 x 28mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/59/44/NW-P45942_P45944_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
18,PP45572,"Philmac 3G reducing joiner 25mm - 3/4"" x 20mm - 1/2""",Philmac,10.99,"This Philmac 3G reducing joiner with 25mm/3/4"" x 20mm/1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G reducing joiner 25mm - 3/4"" x 20mm - 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/74/NW-P45572_P45574_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
19,PP45552,"Philmac 3G metric/imperial joiner 20mm x 1/2""",Philmac,5.32,"This Philmac 3G joiner with 20mm/1/2"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 20mm x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/57/NW-P45552_P45557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
20,PP06002,Plasson Mechanical 7010 straight coupling 25mm,Plasson,6.85,"Ideal for use in infrastructure, horticulture and in agricultural systems, the Plasson 7010 54mm compression fit coupler with 25mm ends can be employed in the connection of water mains pipes to water supply pipes. Made of virgin polypropylene (PP) for its good resistance to impacts and stress, and its UV and frost resistance, this coupler is suitable for connecting MDPE to MDPE irrigation pipes if used with a pipe liner. Suitable for outdoor use, 7010 fittings are supplied with a captive O-ring, ensuring a reliably watertight seal when the grip is tightened after attaching to a pipe.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Plasson Mechanical 7010 straight coupling 25mm",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/03/NW-P06001_P06003_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Plasson_7010DD0_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Plasson_Technical_Catalogue.pdf,,,
21,PP45554,"Philmac 3G metric/imperial joiner 32mm x 1""",Philmac,13.34,"This Philmac 3G joiner with 32mm/1"" POL x POL end connections is made of high performance polypropylene (PP) for good impact resistance and resistance to UV, chemicals and corrosion. Non-toxic and taint-free, this Philmac compression fitting is suitable for a wide range of plumbing, commercial, agricultural, industrial and residential applications.","Pipe, Valves and Fittings/Plastic Pipe Fittings/PE Pipe Fittings/Couplings/Couplings.csv -> Philmac 3G metric/imperial joiner 32mm x 1""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/57/NW-P45552_P45557_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Philmac_Fittings_Product_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Philmac_PipeFittings_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Philmac_PipeFittings_Brochure.pdf,,
