,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Flow Rate,Range,Voltage (V),Phase,Hazardous,Output,Depth (mm),Rated Speed,Enclosure Class,Frequency,Pressure Rating,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Warranty,Weight,Refrigerant Suitability,Seasonal Efficiency Energy Label Heating,UK Total Cooling,Seasonal Efficiency Energy Label Cooling,Nominal Heating (kW),Max Sound Pressure,UK Sensible Cooling,Nominal Cooling (kW),Max Airflow (m/min),Fuse Size (A),Pipe Size Diameter - Gas,Pipe Size Diameter - Liquid,Operating Temperature,Standards,Feature 11
10,P606189,Bosch CL5000 m mlt-splt ar2ar ht pmp 7.9kw od,Bosch,1240.83,"The Bosch CL5000 7.9kW multi-split air-to-air heat pump helps to maximise space by connecting a single outdoor unit to up to three indoor units. Improving cooled air quality, this heat pump unit incorporates i-Clean, washing away dust, mould and grease from the heat exchanger surface for reduced odours and less bacteria.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Bosch CL5000 m mlt-splt ar2ar ht pmp 7.9kw od,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/89/606189_wm.jpg,,,,,,,CL5000,,Single Phase,N,,342,,,,,7733701935,Outdoor Unit,N,Suitable for R32 refrigerant,A++ seasonal cooling efficiency,Single phase,Eco mode,i-Clean for improved hygiene,5 year warranty,,,,,5,48,R-32,A+,0,A++,8.4,66,0,7.9,2700,0,9.52mm (3/8in),(6.35mm (1.4in),,,
11,P141784,Grundfos Magna 3 40-180 F 250 circulating pump 1 x 230V PN6/10,Grundfos,2630.35,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 180 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 40-180 F 250 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,P141847,GFS MAGNA3 D 80-60 F 360 1X230V PN6,Grundfos,5485.3,"Fitted with an electronically controlled motor based on permanent magnet (PM) and compact stator technology, the Grundfos Magna3 D 80-60 F 230V PN6 circulating pump offers proportional pressure control and constant curve duty.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> GFS MAGNA3 D 80-60 F 360 1X230V PN6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/gn/a3/MAGNA3_wm.jpg,,,,,Black,23.7 m³/h,Magna 3,230,N/A,N,0.529 kW,615,,IPX4D,50/60,6 bar,97924502,Circulating Pump,N,With proportional and constant pressure control,With constant temperature control,Constant maximum/minimum curve duty,Automatic night setback function included,No external motor protection required,IP4XD rated,2 year warranty,,,,2 years,55553.00000 kg,,,,,,,,,,,,,-10 to 110,"CE,VDE,EAC,MOROCCO,UKCA, CE,VDE,EAC,MOROCCO,UKCA, CE,VDE,EAC,MOROCCO,UKCA,TSE,RCM,UkrSEPRO,CN ROHS,WEEE",
13,P141797,Grundfos Magna 3 65-150 F 340 circulating pump 1 x 230V PN6/10,Grundfos,3786.65,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 65 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 65-150 F 340 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/97/NW-141796_141797_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,P141779,Grundfos Magna 3 pump PN6/10 230V,Grundfos,1848.38,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 32 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 pump PN6/10 230V,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,P164370,TPD 100-160/2-A-F-A-BQQE 400D 50HZ,Grundfos,5179.2,"A single-stage, close-coupled volute pump, the Grundfos TPS twin head 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> TPD 100-160/2-A-F-A-BQQE 400D 50HZ,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/__/tp/TP_wm.jpg,,,,,Black,68.5 m³/h,TPD,380-415D,3,N,4 kW,800,2920-2940 rpm,55 Dust/Jetting,50,16 bar,96109245,Inline Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,IP55 rated,Shaft seal according to EN 12756,,,,,,,,,,,,,,,,,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2)
16,P606192,Bosch CL5000 m mlt-splt ar2ar ht pmp 12.5kw od,Bosch,1593.08,"The Bosch CL5000 12.5kW multi-split air-to-air heat pump helps to maximise space by connecting a single outdoor unit to up to three indoor units. Additionally, this heat pump unit provides reliable efficiency via an eco mode that decreases power consumption by a massive 20%.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Bosch CL5000 m mlt-splt ar2ar ht pmp 12.5kw od,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/61/92/606192_wm.jpg,,,,,,,CL5000,,Single Phase,N,,410,,,,,7733701938,Outdoor Unit,N,Suitable for R32 refrigerant,A++ seasonal cooling efficiency,Single phase,Eco mode,5 year warranty,,,,,,5,74.1,R-32,A+,0,A++,12.3,72,0,12.3,3850,0,1 set: 12.7 (1/2in); 4 sets - 9.52mm (3.8in),1/4 set(s): 6.35mm (1/4in),,,
17,P141783,Grundfos Magna 3 40-150 F 250 circulating pump 1 x 230V PN6/10,Grundfos,2287.03,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 150 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 40-150 F 250 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/84/NW-141779_141784_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,P165556,TP 80-120/2-AI-F-A-BQQE 400Y 50HZ,Grundfos,2555.2,"This Grundfos TP single stage, close-coupled, volute pump offers inline suction and discharge ports of identical diameter. Thanks to a top-pull-out design, the power head (motor, pump head and impeller) can be removed while the pump housing remains in the pipework for easy, stress-free servicing and maintenance. The pump is fitted with an unbalanced rubber bellows seal and a fan-cooled asynchronous motor. It is suitable for commercial air conditioning, heating and hot water recirculation, district cooling and heating, biofuel, desalination and temperature control, industrial boiler systems and heating, drinking water treatment, irrigation and water distribution.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> TP 80-120/2-AI-F-A-BQQE 400Y 50HZ,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/56/NW-165556_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_TP_TPD_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_TP_TPE_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_TP_TPD_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,P164571,Grundfos TP TP 50-60/2-A-F-A-BQQE single-stage close-coupled volute pump 400Y 50Hz,Grundfos,1355.2,"A single-stage, close-coupled volute pump, the Grundfos TP 400Y 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos TP TP 50-60/2-A-F-A-BQQE single-stage close-coupled volute pump 400Y 50Hz,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/tp/e3/TPE3_wm.jpg,,,,,Black,16 m³/h,TP,220-240D/380-415Y,3,N,0.37 kW,400,2850-2880 rpm,55 Dust/Jetting,50,10 bar,98182027,Inline Centrifugal Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,IP55 rated,Shaft seal according to EN 12756,,,,,,,,,,,,,,,,,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2)
20,P141850,Grundfos Magna 3 D 80-120 F 360 circulating pump 1 x 230V PN6,Grundfos,7640.73,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 80 - 120 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 80-120 F 360 circulating pump 1 x 230V PN6,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/50/NW-141849_141850_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,P141841,Grundfos Magna 3 D 65-60 F 340 circulating pump 1 x 230V PN6/10,Grundfos,5758.8,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 65 - 60 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 D 65-60 F 340 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/41/NW-141841_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,P102672,GFOS TPED 100-130/4-A-F-A-BQQE 3X400 50H,Grundfos,13989.29,"A single-stage, close-coupled volute pump, the Grundfos TPED twin head 50Hz pump offers inline suction and discharge ports of identical diameters. With a top-pull-out design, this pump allows for easy removal of the power head for maintenance or service while the pump housing remains in place, helping to minimise the inconvenience and cost of maintenance downtime. TP pumps are fitted with unbalanced rubber bellows seals and fan-cooled asynchronous motors.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> GFOS TPED 100-130/4-A-F-A-BQQE 3X400 50H,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/72/102672_wm.jpg,,,,,Black,70.6 m³/h,TPED,380 - 500,3,N,4 kW,1200,180-2200 rpm,IP55,50,16 bar,99114633,Inline Pump,N,Optimised hydraulics for high efficiency,Reduced power consumption,High-efficiency IE3 motors,Single and twin options available,Top-pull-out design,Inline pumps allow for straight pipework,Hydraulically and mechanically balanced impeller increases life of motor bearings and shaft seal,Pump housing and pump head/motor stool are electrocoated for efficiency,IP55 rated,Shaft seal according to EN 12756,,,,,,,,,,,,,,,,,Pipework connection via PN 16 DIN flanges (EN 1092-2 and ISO 7005-2)
23,P141811,Grundfos Magna 3 hot water circulating pump PN6/10,Grundfos,3481.38,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 40 - 120 F N single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 hot water circulating pump PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/18/11/NW-141811_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,P141788,Grundfos Magna 3 circulating pump PN6/10 1 x 230v,Grundfos,2798.53,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 50 - 100 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 circulating pump PN6/10 1 x 230v,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/90/NW-141788_141790_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,P141793,Grundfos Magna 3 65-60 F 340 circulating pump 1 x 230V PN6/10,Grundfos,2919.35,"Ideal for creating high performance heating and cooling systems, the Grundfos MAGNA3 65 - 60 F single phase circulator pump is suitable for new installations and refits, offering excellent efficiency and built-in communication capabilities. With a canned rotor, this pump is a maintenance-free integral unit with no shaft seal and just two gaskets for sealing, while bearings are lubricated by the pumped liquid. Wirelessly connecting with the Grundfos GO Remote app, for advanced reporting and monitoring, MAGNA3 is suitable for mixing loops, heating and air conditioning surfaces, ground source heat pumps and small chillers and includes fieldbus communication via CIM modules as well analogue and digital inputs and configurable relays. Features include FLOWADAPT, reducing the requirement for throttling valves, and a built-in differential pressure and temperature sensor.",Heating/Central Heating Pumps/Commercial Heating Pumps/Commercial Heating Pumps.csv -> Grundfos Magna 3 65-60 F 340 circulating pump 1 x 230V PN6/10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/17/93/NW-141793_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Grundfos_MAGNA3_Model_D_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Grundfos_MAGNA3_Model_D_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_MAGNA3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Grundfos_MAGNA3_instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
