,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Connection Type,Operating Temperature,Warranty,Hazardous,Approvals,Max Pressure,Material,Operating Pressure,Maximum Operating Temperature,Supplier Product Code,WEEE Compliant,Application,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Connection Size,Range,Maximum Velocity,Efficient Dirt Particle Removal Range,Size,Working Pressure,Type,Boiler Section,Colour,Pack Quantity,Depth (mm),Mains Connection Size and Type,System Connection Size and Type,Display Type,Drain Connection,Feature 12,Feature 13,Feature 14,Attachment 6,Attachment 7,Feature 15,Finish,Voltage (V),Output,Max Fill Pressure,Full Load Current A,Feature 16,Feature 17
49,P597801,"Center CB Potable potable shock arrestor 1/2""",Center CB,19.0,"This Center CB Potable water shock arrester is engineered specifically to eliminate the damaging effects of water hammer in hot and cold water system pipework, reducing irritating noise and the potential of costly damage. Incorporating a gas pressurised flexible rubber diaphragm designed to act as a cushion, this compact shock arrester absorbs fluid shock in pipework when water flow is quickly shut off.","Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Center CB Potable potable shock arrestor 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/78/01/597801_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/CenterCB_597801_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/or/Potable Water Shock Arrestor.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/CenterCB_597801_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,P105853,Grundfos PHT D225 standard pressurisation unit,Grundfos,2642.64,The wall-mounted Grundfos PHT-A-D twin pump pressurisation unit is a deeper format pressurisation unit with a 3.6L break tank. Twin pumps allow for duty and standby with automatic switchover.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Grundfos PHT D225 standard pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/53/NW-105853_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grundfos_PHT_Operating_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_Pressurisation_Range_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,P111566,Wilo Comfort WM pressurisation unit,Wilo,1553.08,"Wall-mounted, this Wilo Comfort single pump pressurisation units is suitable for heating or chilled water systems up to and including 3.0 bar cold fill pressures and with a maximum expansion of 300L. The unit is fitted with a 4L stainless steel break tank, C/W-type AB air gap, a WRAS approved equilibrium ball float valve, C/W strainer and a low water float for pump protection. The pump has an integral non-return valve and quick release couplings for ease of maintenance while a pressure transducer monitors system pressure, feeding a 0 - 10V signal to the controller.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Wilo Comfort WM pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/66/NW-111566_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Wilo_Pressurisation_Units_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Wilo_REACH_Regulation_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,P891222,FLEXCON EXPANSION VESSEL 300L 10 BAR,Flamco,1140.32,"Manufactured in high quality stainless steel with a flexible rubber seal, the Flamco Flexcon 300L 10 bar expansion vessel is designed for European compliancy. Suitable for heating or chilled systems, this vessel offers nitrogen gas filling for the reliable maintenance of pre-pressure and uncoated threaded connections for trouble-free set-up.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> FLEXCON EXPANSION VESSEL 300L 10 BAR,,Vessel Only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/n_/ev/flexcon_ev_wm.jpg,1 inch BSP M,N/A,66 months from Date of Supply (DOS) or 5 years from Date Of Commissioning (DOC) whichever is sooner.,N,N/A,10 Bar,Mild Steel,N/A,-10 - 90,16293,N,Heating or Chilled System,300 l,"High quality, high strength steel construction",Epoxy powder coating for protection,Nitorgen gas filling maintains pre-pressure,Uncoated threaded system connection,Flexible rubber diaphragm with rolling action,Each vessel is factory-tested,CE marked,"66 month warranty from date of supply or 5 years from date of commissioning, whichever is soonest",,,,,,,,,,Flexcon,,,,,,,,,,,,,,,,,,,,,,,,,,
53,P893002,Altecnic HV-C Heating HV12C expansion vessel 12ltr,Altecnic,97.85,"Part of a range built to meet the requirements of most heating and cooling systems, the 12L capacity Altecnic HV-C heating expansion vessel is resistant to ethylene and propylene glycol mixtures and has a low gas permeability. Built from tough stainless steel finished in epoxy, the two halves of the HV-C and its diaphragm are retained by a crimped collar for a reliable pressure-tight seal.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic HV-C Heating HV12C expansion vessel 12ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/30/04/893001_893004_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Altecnic_HV-C_Expansion-V_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,P892736,Flamco Airfix D-E Airfix D-E - 10.0 bar expansion vessel 10 bar,Flamco,2908.26,"Suitable for all potable water installations, the high quality Flamco Airfix D-E 100L capacity pressure expansion vessel features a special flow-through construction to eliminate the formation of unfriendly bacteria. The interior of the Airfix's connection flange has a special coating designed to prevent oxidation while the bladders are composed to ensure they won't impart any smell, colour or taste to your water.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Airfix D-E Airfix D-E - 10.0 bar expansion vessel 10 bar,,Expansion vessel;Pressure gauge;Sight-glass;Threaded flow through connection;Height adjustable feet,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/27/37/892736_892737_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Flamco_Airfix_Expansion-V_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Flamco_Airfix_Vessel-100L_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Flamco_Product_Overview_2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,P871102,Mikrofill 3 packaged unit with expansion vessel 400L,Mikrofill,2012.4,"This packaged kit includes the Mirkrofill 3 and a 400L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill 3 packaged unit with expansion vessel 400L,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,2 years,N,,,,,,100400,N,,,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,,,,,,,,,,,,Pressurisation Unit,,Blue,,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),2 year warranty,,,,,,,,,,,,
56,PS04912,JET Range Potable S04912 – 50L expansion vessel 50ltr 10bar,JET Range,103.08,This 50L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04912 – 50L expansion vessel 50ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PS04911,JET Range JHEV JET Range 100 heating expansion vessel 1000ltr 6bar,JET Range,1237.74,"Designed for sealed heating and chilled systems, this 1000L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV JET Range 100 heating expansion vessel 1000ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/00/0l/Jet_Expansion V_1000L.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,P871098,Mikrofill 3 Pressurisation Unit Packaged with 140 Litre Expansion Vessel,Mikrofill,1563.9,"This packaged kit includes the Mirkrofill 3 and a 140L expansion vessel. The Mikrofill 3 is the most advanced “direct type” pressurisation unit available, suitable for LPHW/CHW applications of any size. Unlike “pump type” pressurisation units the Mikrofill 3 is designed to be connected directly to a buildings incoming mains/boosted water supply and fill a heating or chilled water system without the use of a pump. The Mikrofill 3 is the most energy efficient unit of its kind consuming as little as 10 watts/hr on standby and 30 watts/hr fully operational.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Mikrofill 3 Pressurisation Unit Packaged with 140 Litre Expansion Vessel,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/fi/ll/871093_871103_MIKROFILL_wm.jpg,,,2 years,N,,,,,,100140,N,,,Offers integral fluid risk category 4 backflow prevention,Requires no RPZ valve,For filling any LPHW/CHW system from empty,Connects directly to mains/boosted water supply,Wall mounted installation,Compact design of 270 mm high x 250 mm wide,Consumes just 10W per hour on standby,Consumes 30W per hour while fully operational,Offers 97% better efficiency compared to some pump-type units,Fill volume indicator for water treatment calculation,Large colour screen display for ease of operation,,,,,,,,,,,,Pressurisation Unit,,Blue,,112,15 mm compression,15 mm compression,LCD Matrix Display,3/4in BSP (via tundish),2 year warranty,,,,,,,,,,,,
59,PS04917,JET Range Potable S04917 – 200L expansion vessel 200ltr 10bar,JET Range,312.38,This 200L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04917 – 200L expansion vessel 200ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,P870586,Flamco Flexfiller 17463 wall press unit midi 250D,Flamco,2302.41,"Suitable for commercial, industrial or domestic use, the Flamco Wall Press 250D midi unit is a compact and fully-enclosed digital pressurisation unit incorporating an electronic pressure transducer and microprocessor. Offering intuitive operation and with useful features including a service reminder and password protection, this pressurisation unit is suitable for use on a sealed system, meeting a minimum system pressure requirement. Wall-mounted, this 12LPM flow rate top-up pressurisation unit includes a 4L internal break tank and is suitable for systems with a volume of up to 50,000L.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexfiller 17463 wall press unit midi 250D,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/86/870586_wm.jpg,,5 to 85,30 months from Date of Supply (DOS) or 2 years from Date Of Commissioning (DOC) whichever is sooner.,N,,,,,,17463,N,,,"For system volumes up to 50,000 litres.",Fluid Protection Category 5 (AB Weir Overflow).,System fill mode.,Onscreen Service Reminder - 12 Months.,"Electric pump, 230V 50Hz 1ph.",Colour: White (RAL 9003).,MODBUS RTU Communication Protocol.,Password protected.,Sequential programming menu.,Pressure setting in 0.1 bar increments.,Pump pulse option.,,,,,,,Flexfiller,,,,,Pressurisation Units,,White,,260,15mm (1/2),15mm (1/2),Digital,22 mm,"Flood Protection (Pump Runtime Limiter, Excessive Start Alarm).","Event logging: Alarm activations, Pump Run counter (activations per pump), Cumulative run timer (hours per pump), Electrical interuption.","Volt free contacts: Common Alarm (N/C), High Pressure Alarm (N/O), Low Pressure Alarm (N/O), Sensor Health (N/O), Pump 1 Health (N/O), Pump 2 Health (N/O).",,,,,,,,,,
61,PS04903,JET Range JHEV JET Range 150 heating expansion vessel 150ltr 6bar,JET Range,309.51,"Designed for sealed heating and chilled systems, this 150L capacity JET Range JHEV expansion vessel has a tough and hardwearing steel shell and butyl rubber diaphragm. Intended to maintain the operating pressure in heating and cooling systems, this easy to install expansion vessel safely accommodates the expansion and contraction caused by system temperature changes.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range JHEV JET Range 150 heating expansion vessel 150ltr 6bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/05/S04900_S04905_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/15/0l/Jet_Expansion V_150L.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_o/&m/Flexcon Top O&M.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/S04900_S04911 Datasheet.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,P537593,Altecnic Vertical PV25W potable expansion vessel 24ltr,Altecnic,191.49,"Resistant to ethylene and propylene glycol mixtures, the 25L capacity Altecnic Vertical PV-W expansion vessel offers low gas permeability. Made of robust carbon steel, the PV-W vessel has a long lasting epoxy finish and includes a replaceable bladder for ease of maintenance. PV-W is one in a broad range of vessels designed to offer flexibility of installation in almost any heating or cooling system.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Altecnic Vertical PV25W potable expansion vessel 24ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/93/537592_537593_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Altecnic_Expansion_Vessels_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Altecnic_VrtclExpansionVessels_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Altecnic_plumbing&heating_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,P892858,FLAMCO PRO PDG 261 VACDEGAS PRESS UNIT,Flamco,9892.53,"Compact and completely enclosed, this Flamco Pro PDG combined digital pressurisation unit with vacuum degasser is suitable for use on sealed systems, providing a minimum system pressure requirement and effective dissolved gas removal.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> FLAMCO PRO PDG 261 VACDEGAS PRESS UNIT,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/28/58/NW-892858_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Catl_Export_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_PDS_Pro_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,P892767,Flamco Flexfiller pressurisation unit,Flamco,2506.44,"Floor-mounted, this Flamco Flexfiller pressurisation unit is a flow rate (up to 18LPM) top-up unit with 18L internal break tank. Ideal for industrial, commercial or large domestic applications, it is available in single or twin pump configurations.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Flamco Flexfiller pressurisation unit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/94/578994_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Flamco_Catl_Export_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Flamco_Flexfiller_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/nu/al/Flamco_Flexfiller_Midi_Mini_Manual.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Flamco_Kiwa_K13471_Certificate.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,P117943,Worcester Bosch Greenskies solar expansion vessel  25ltr Silver,Worcester Bosch,71.3,The Worcester Bosch solar expansion vessel for closed solar systems collects heat transfer medium during heat-up.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Worcester Bosch Greenskies solar expansion vessel  25ltr Silver,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/79/43/NW-117943_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/WB_Expansion_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,P892365,Spirotech SpiroTrap  SV3-028-CUM3 dirt seperater MB3 28mm Filter,Spirotech,128.21,"Effectively protecting your water system for a longer working life, the Spirotech SpiroTrap MB3 dirt separator, with 28mm connections, removes magnetic and non-magnetic dirt particles using unique magnetic field booster technology. Ensuring removal of even the smallest magnetite particles, the SpiroTrap maximises system performance for a longer, more efficient life with less risk of costly damage to important components such as your system's pump.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Spirotech SpiroTrap  SV3-028-CUM3 dirt seperater MB3 28mm Filter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/65/892364_892365_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Spirotech_A4_SpiroTrap_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/al/og/Spirotech_Heating_Cooling_Catalog.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Spirotech_SpiroTrap_MB3_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Spirotech_Mspirotrap_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Spirotech_892365_Technical.pdf,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Spirotech_SpiroTrap_DirtSep-28_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/fl/et/Spirotech_SpiroTrap_MB3_Leaflet.pdf,,,,,,,,
67,P105533,Grundfos PHT A F PHT A F150 pressurisation unit F150,Grundfos,2242.24,"The floor-standing Grundfos PHT A F-series is a top-up pressurisation unit with a 17.5L break tank. It is suitable for use in medium-sized commercial systems and offers low and high water level sensors, a security coded interface and communications via Grundfos CIM.",Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> Grundfos PHT A F PHT A F150 pressurisation unit F150,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/33/NW-105533_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Grundfos_Pressurisation_Range_Brcr.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,PS04918,JET Range Potable S04918 – 300L expansion vessel 300ltr 10bar,JET Range,465.85,This 300L capacity JET Range potable water expansion vessel is suitable for use in both domestic and commercial settings for sealed chilled and hot water systems.,Heating/Sealed Heating Systems/Sealed Heating Systems.csv -> JET Range Potable S04918 – 300L expansion vessel 300ltr 10bar,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/19/S04907_S04919_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Jet_S04912-S04922_MSDS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Jet_Potable_Wtr_Vessel_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ss/el/Jet_Transprtn_Storg_Expansion_Vessel.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Potable_Water_Vessel_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
