,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3
10,PH39153,"Bluebird GWB6 galvanised wire balloon 6""",Bluebird,7.36,"This Bluebird 6"" wire balloon is made of steel with a galvanised finish. It is designed for use in drainage pipes and guttering.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Bluebird GWB6 galvanised wire balloon 6""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/53/NW-H39153_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Bluebird_Fixings_Brochure.pdf,,
11,PF87107,Calder Code 4 lead flashing 24kg (Code-4) 3mtr x 390mm,Calder,156.66,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 390mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 24kg (Code-4) 3mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
12,PF87721,Calder 42130032 lead flashing clips (Pack of 50),Calder,9.79,"Suitable for use with lead flashings, this pack of Calder clips provides a strong, secure alternative to lead wedges, putting less pressure on the surrounding joints. Ensuring a reliable hold on the flashing, these clips also allow for natural thermal expansion.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder 42130032 lead flashing clips (Pack of 50),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/21/NW-F87721_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_Lead_Metal_Sheet_MSDS.pdf,
13,PF87208,Calder Code 4 lead flashing 55kg (Code-4) 6mtr x 450mm,Calder,359.0,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 450mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 55kg (Code-4) 6mtr x 450mm,,Roofing lead flashing roll only,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
14,PF87775,Calder expansion joint wide 3mtr x 390mm,Calder,390.56,"Cost-effective, durable and easy to install, this Calder 3M x 390mm gutter expansion joint is ideal for use in roof designs where traditional lead-lined gutter installations are not suitable and won't fulfil the required drip provision. The joint is made up of two lead strips connected by a vulcanised double-sided EPDM synthetic rubber band.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder expansion joint wide 3mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/75/NW-F87775_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,,
15,PF87206,Calder Code 4 lead flashing 37kg (Code-4) 6mtr x 300mm,Calder,241.5,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 300mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 37kg (Code-4) 6mtr x 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
16,PF87010,Calder lead flashing 54kg (Code-3) 6mtr x 600mm,Calder,352.48,"Tough yet easy to work with, Calder Code 3 6M x 600mm (54kg) lead flashing is made of a malleable lead alloy suitable for fitting to a wide variety of roof types and in almost any environment. This flashing is provided in a rolled sheet for ease of transport, is extremely flexible, making installation simple, and offers long lasting durability, ensuring reliable weatherproof protection for years to come.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder lead flashing 54kg (Code-3) 6mtr x 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/hi/ng/Calder_Lead_Flashing_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf,,
17,PF87207,Calder Code 4 lead flashing 48kg (Code-4) 6mtr x 390mm,Calder,313.32,"The professional's choice for a wide range of applications, this Calder Code 4 6000 x 390mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 48kg (Code-4) 6mtr x 390mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/08/NW-F87205_F87208_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
18,PF87722,"Calder Code 4 45deg lead slate 4"" (1)",Calder,40.2,"Designed to provide a weatherproof seal around pipe penetrations, this Calder 4"" 45° lead weathering slate is suitable for use on tile or slate roofs. Highly reliable, this slate is made of Code 4 lead, and is supplied with a 450mm base and a 150mm rear upstand.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 45deg lead slate 4"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/22/NW-F87722_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
19,PF87778,Calder Code 4 0-30deg uncut flexislate 450mm 25-125mm (1),Calder,40.87,"Offering easy installation, Calder 25 - 125mm uncut 0 - 30D Flexislate is a robust pipe sleeving made up of a 450mm Code 4 lead base and a bonded EPDM synthetic rubber sleeve. Highly reliable, Flexislate is used to create a weatherproof seal around pipes, roof-mounted aerials or similar fittings that require penetration through your slate, tile or built-up felt roofing.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 0-30deg uncut flexislate 450mm 25-125mm (1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/78/NW-F87778_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
20,PF87720,"Calder Code 4 straight lead slate 4"" (1)",Calder,40.2,"Designed to provide a weatherproof seal around pipe penetrations, this Calder 4"" straight lead weathering slate is suitable for use on tile or slate roofs. Highly reliable, this slate is made of Code 4 lead, and is supplied with a 450mm base and a 150mm rear upstand.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 straight lead slate 4"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/20/NW-F87720_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
21,PF87776,Calder 20-40deg uncut flexislate 450mm 25-125mm,Calder,40.87,"This highly durable Calder 25 - 125mm uncut 20 - 40D Flexislate is an easy to install pipe sleeving. Combining a Code 4 450mm lead base and a bonded EPDM synthetic rubber sleeve, Flexislate creates a weathertight seal around pipes, aerials and other fittings that penetrate tile, slate or built-up felt roofing.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder 20-40deg uncut flexislate 450mm 25-125mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/76/NW-F87776_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
22,PF87702,"Calder Code 4 30deg lead slate 4"" (1)",Calder,40.2,"Designed to provide a weatherproof seal around pipe penetrations, this Calder 4"" 30° lead weathering slate is suitable for use on tile or slate roofs. Highly reliable, this slate is made of Code 4 lead, and is supplied with a 450mm base and a 150mm rear upstand.","Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 30deg lead slate 4"" (1)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/77/02/NW-F87702_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
23,PF87697,Calder Geotec 220PY 220py underlay 25mtr x 1000mm,Calder,44.1,"Calder Geotec 220PY 25M x 1000mm textile underlay is designed to prevent ridges and fractures in lead sheet where thermal movement causes it to pass over the edges of boards. Easy to work with, Geotec weighs just 220g/M² and is made of a durable, high quality non-woven polyester.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Geotec 220PY 220py underlay 25mtr x 1000mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/97/NW-F87697_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,,
24,PF87106,Calder Code 4 lead flashing 18kg (Code-4) 3mtr x 300mm,Calder,117.5,"The professional's choice for a wide range of applications, this Calder Code 4 3000 x 300mm roofing lead flashing roll is suitable for valley gutters, porches and dormers. Extremely malleable and easy to work with, this hard wearing and high quality 1.8mm thick flashing offers outstanding levels of protection from the elements. Produced to BS EN 12588, Calder Code 4 flashing provides predictable, reliable performance where correctly specified and fitted.",Drainage/Rainwater Guttering and Fittings/Lead and Flashing/Lead and Flashing.csv -> Calder Code 4 lead flashing 18kg (Code-4) 3mtr x 300mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/08/NW-F87105_F87108_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Calder_Lead-Related_Prods_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Calder_Roofing_Products_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ms/ds/Calder_LeadMetalSheet_MSDS.pdf
