,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Attachment 6,Colour,Connection Type,Operating Temperature,Range,Warranty,Weight,Hazardous,Water Heating Declared Load Profile,Sound Power Level (Indoors),Output,Depth (mm),Re-heat times,Anti Legionella Function,Water Pressure,Thermostat Temperature,Useage Single / Multi Point,Controls,Eco Setting,ErP Rating,IP Rating,Material,Max Pressure (Psi),Min Pressure (Psi),Mounting Type,Water Connection,Supplier Product Code,WEEE Compliant,Capacity Litre,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13
31,PD70520,Heatrae Sadia Streamline 7 under sink heater 7ltr 3kw,Heatrae Sadia,283.06,"The contemporary, slimline 3kW Heatrae Sadia Streamline 7L undersink vented water heater is designed for mounting beneath a basin for convenient handwashing and cup filling in washrooms or office breakrooms. Quick and straightforward to install, the Streamline requires only a cold water supply and mains electricity and with a range of safety features and requiring minimal maintenance it's an ideal choice for spots where small amounts of water are regularly required.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Streamline 7 under sink heater 7ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/20/D70520_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Streamline_Undersink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Streamline_Taps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PD49993,Ariston Andris Lux 15 15L Under Sink 3kW pack,Ariston,118.0,"Featuring cutting-edge Italian design, the Ariston Andris Europrisma 15L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Andris Lux 15 15L Under Sink 3kW pack,,EP unvented water heater;Wall bracket;Pressure relief valve set at 6 bar;2x dielectric junctions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/AristonHT_WHeater_UcylinderCatalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_Andris_Lux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Ariston_Andris_Lux_Dimensions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,PD69160,Zip InLine ES3 instantaneous water heater 2.8kw,Zip,243.51,"Boasting an energy efficient ErP A rating, the Zip InLine ES3 water heater helps to reduce waste while supplying reliable instantaneous hot water. With a compact footprint, the 2.8kW output ES3 is easy to install and incorporates both temperature stabilisation technology and flow adjustment control, ensuring safe, comfortable use.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Zip InLine ES3 instantaneous water heater 2.8kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/60/NW_D69160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_ES_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_InLineES_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Inline_ES_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,PD68161,Santon Aquarius A7/1 oversink water heater 7ltr 1.2kw,Santon,202.64,"The 7L Santon Aquarius A7/1 oversink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 1kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Santon Aquarius A7/1 oversink water heater 7ltr 1.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/nt/on/D68160_santon_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Oversink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PD70505,Heatrae Sadia Streamline 7 oversink water heater and spout 7ltr 3kw,Heatrae Sadia,340.22,"The contemporary, slimline 3kW Heatrae Sadia Streamline 7L oversink vented water heater is designed for mounting above a basin for convenient handwashing and cup filling in washrooms or office breakrooms. Quick and straightforward to install, the Streamline requires only a cold water supply and mains electricity and with a range of safety features and requiring minimal maintenance it's an ideal choice for spots where small amounts of water are regularly required.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Streamline 7 oversink water heater and spout 7ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/05/05/D70505_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/HS_VentedPoUHotWater_Brochure_2017.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Streamline_Oversink_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Streamline_Taps_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Heatrae Sadia_Streamline_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PD69012,Zip Aquapoint III AP3/15 water heater 15ltr 2kw,Zip,322.46,"Supplying fast hot water to multiple outlets, the 15L Zip Aquapoint III AP3/15 unvented water heater connects to the mains water supply and operates with your existing conventional taps and mixers. Tested to ensure robustness and reliability, this 2kW water heater is ErP A-rated, helping to minimise energy waste and contributing to reduced bills.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Zip Aquapoint III AP3/15 water heater 15ltr 2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/12/D69010_D69012_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_AquapointIII_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,P112160,"Hyco Speedflow SF15K Hyco Speedflow, SF15K - 15L 2kW Unvented Water Heater",Hyco,156.92,"Supplying hot water to up to two units, the Hyco Speedflow SF15K 2kW unvented water heater is compatible with normal taps for ease of specification and operation. Providing mains pressure flow, this 15L water heater unit is designed for safety and convenience, incorporating features such as frost protection and a pressure relief valve.","Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Hyco Speedflow SF15K Hyco Speedflow, SF15K - 15L 2kW Unvented Water Heater",,SF15K;Pressure Relief Valve;Wall Mounting Brackets,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/29/596329_wm.jpg,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between approx. 50°C to 75,Speedflow,1 Year Parts or Replacement Warranty.,8.3,N,XXS,15 dB,2 kW,280,18 min,N/A,4.2,Adjustable between approx. 50°C to 75,Multi Point,Manual,No,B,IPX4,High Impact Plastic,60.92,7.25,Floor StandingWall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,SF15K,N,15 l,Can supply hot water to one or two basins depending on usage,"Compatible with regular taps, including mixer taps",Offers mains pressure flow rates,15L tank capacity,External temperature control,Includes frost protection setting,Cable is pre-wired,With glass lined tank,Pressure relief valve included,PRV requires on-site fitting,ErP B rated,IPX4 protection,1 year parts or replacement warranty
38,PD69017,Zip Aquapoint AP3/05OB over sink water heater 5ltr,Zip,239.92,"Connecting directly to the mains water supply, the oversink 5L Zip Aquapoint III AP3/05OB unvented water heater is capable of serving fast and plentiful hot water to multiple outlets via conventional taps and mixers. Well-protected and tested for reliability and longevity, the 2kW Aquapoint III is ErP A-rated, ensuring less waste and potential cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Zip Aquapoint AP3/05OB over sink water heater 5ltr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/90/19/D69017_D69019_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_DL_spreads_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Zip_Aquapoint_III_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Zip_Aquapoint_III_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Zip_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,PD70470,Heatrae Sadia Hotflo 10 water heater 10ltr 2.2kW pack,Heatrae Sadia,280.69,"The Heatrae Sadia Hotflo 10L unvented water heater is the ideal handwash choice for small to medium commercial businesses, providing reliable hot water in washrooms with two or three sinks. Installed anywhere were there's no need for a cold water cistern, the 2.2kW Hotflo provides flexible, straightforward installation thanks to its compatibility with both standard and mixer taps. With a high-grade copper inner container and integral element, this reliable, functional handwash unit is built to last.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Heatrae Sadia Hotflo 10 water heater 10ltr 2.2kW pack,,Water heater;Pressure relief valve,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/04/70/D70470_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/HS_Hotflo_10_15_Pack_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/HS_Hotflo_10_15_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/HS_Unvented_PoU_Hot_Water_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,PD68960,Santon Aquarius A7/3 over sink water heater 7ltr 3kW pack,Santon,111.99,"The 7L Santon Aquarius A7/3 oversink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 3kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Santon Aquarius A7/3 over sink water heater 7ltr 3kW pack,,Water heater;Fixing screws ;plugs;Spout;Valve;Installation ;user instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/60/D68160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Oversink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,PD68981,Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kW pack,Santon,199.99,"The small 10L capacity Santon Aquaheat AH10/2.2 is a cost-effective unvented water heater well-suited to handwashing, food preparation and dishwashing in canteens, workshops or other commercial premises With a robust copper inner container and expansion relief valve, the 2.2kW Aquaheat combines safety and reliability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kW pack,,Unvented water heater;Pressure relief valve;Fixing screws ;plugs;Installation;User instructions,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/nt/on/D68180_santon_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Santon_Aquaheat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquaheat_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,PD68160,Santon Aquarius A7/3 oversink water heater 7ltr 3kw,Santon,202.64,"The 7L Santon Aquarius A7/3 oversink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 3kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Santon Aquarius A7/3 oversink water heater 7ltr 3kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/60/D68160_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Oversink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,P112165,Hyco Powerflow PF30S unvented multipoint water heater 30 ltr 3kW,Hyco,424.6,"A slimline unit designed for installation in smaller spaces, the 30L capacity Hyco Powerflow PF30S 3kW unvented multipoint water heater is supplied complete with an unvented accessory kit for ease of installation. Highly efficient, this electrical water heater offers mains flow rates and incorporates smart technology for ease of use, improved convenience and less waste.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Hyco Powerflow PF30S unvented multipoint water heater 30 ltr 3kW,,PF50S w/ Factory Fitted Temperature Pressure Relief Valve;Wall Mounting Brackets;Dialectrics;Unvented Accessory Kit (5L Expansion Vessel w/ Fixing Bracket;Inlet Group incorporating Check Valve & Pressure Reducing Valve & Pressure Relief Valve;Flexible Ho,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/34/596334_wm.jpg,,,,,,,White,"Inlet/ Outlet 2 x 1/2 BSP male,  2 x 15mm compression to 1/2 BSP female adapter",Adjustable between 50°C to 70,Powerflow,1 year parts or replacement warranty on electrical components3 year tank warranty,2.4,N,S,15 dB,3 kW,396,41 min,N/A,3,Adjustable between 50°C to 70,Multi Point,Electronic,Yes,A,IPX4,White Powder Coated Steel,174.05,14.50,Wall Mounted,Inlet/ Outlet 2 x 1/2 BSP male (100mm apart centre to centre). Fittings required (not supplied): 2 x 15mm compression to 1/2 BSP female adapter.,PF30S,N,30 l,Slimline design ideal for smaller spaces,Offers mains pressure flow rates,With 30L tank,Smart technology for high levels of efficiency,"With 3x modes of operation, standard, smart and eco",Eco mode operates at 50°C,"Compatible with regular taps, including mixer taps",Digital control panel for ease of use,ErP A rating,IPX4 rated,1 year parts or replacement warranty on electrical components,3 year tank warranty,
44,PD68181,Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kw,Santon,286.64,"The small 10L capacity Santon Aquaheat AH10/2.2 is a cost-effective unvented water heater well-suited to handwashing, food preparation and dishwashing in canteens, workshops or other commercial premises With a robust copper inner container and expansion relief valve, the 2.2kW Aquaheat combines safety and reliability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Santon Aquaheat AH10/2.2 unvented water heater 10ltr 2.2kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/nt/on/D68180_santon_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Santon_Aquaheat_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquaheat_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,PD74296,Ariston Pro1 Eco 50 50L Wall Hung Water Heater pack,Ariston,360.0,"Easy to use and packed with great features, the modern 50L Ariston Pro1 Eco unvented storage electric heater is designed for use in small and medium homes or light commercial settings, providing safe, reliable hot water with ease. Incorporating an intuitive user interface for ultra-simple temperature setting and control, the 3kW Pro1 Eco also includes a comprehensive set of safety features and an Eco Evo function for huge energy and cost savings.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Pro1 Eco 50 50L Wall Hung Water Heater pack,,"Unvented water heater (with factory-fitted T&P) x1, Pressure relief valve set at 6 bar x1, Dielectric junctions x2, Tundish x1, Expansion Vessel x1, Check Valve x1, Pressure reducing Valve x1",https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/97/D74295_D74297_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Ariston_Pro1Eco_DataSheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_Pro1Eco_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PD69992,Ariston Andris Lux 10 10L Under Sink 3kW,Ariston,247.32,"Featuring cutting-edge Italian design, the Ariston Andris Lux 10L unvented electric undersink water heater offers excellent hot water performance and simple, straightforward operation. This easy to install 3kW unit includes a tough titanium-enamel tank insulated with eco-friendly materials for high levels of efficiency and heat retention alongside reliable durability.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Ariston Andris Lux 10 10L Under Sink 3kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/93/D69990_D69993_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ariston_AndrisLux_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_ANDRISLUX_DS.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ariston_AndrisLux_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/x_/ds/Ariston_AndrisLux_DS.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PD68962,Santon Aquarius A10/3 over sink water heater 10ltr 3kW pack,Santon,229.99,"The 10L Santon Aquarius A10/3 oversink vented water heater is designed for convenient point-of-use installation ideal for handwashing and dishwashing. Supplied with a valve, spout and fixtures, the 3kW Aquarius provides straightforward installation and thanks to an easily removed heater plate, maintenance is simple too.",Water Heating and Storage/Water Heaters/Point Of Use Water Heaters/Point Of Use Water Heaters.csv -> Santon Aquarius A10/3 over sink water heater 10ltr 3kW pack,,Water heater;Fixing screws ;plugs;Spout;Valve;Installation ;user instructions;Guarantee card,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/61/D68961_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ni/ng/HS_General_Safety_Warning.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Santon_Aquarius_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Santon_Aquarius_Oversink_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
