,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Connection Type,Hazardous,End Connection A size,Material,Size,Connection Type 1,Supplier Product Code,Type,WEEE Compliant,Attachment 3,Attachment 4,Attachment 5,Colour,Diameter,Range,Approvals,Equal / Unequal,Angle,End Connection B size,End Connection C size,Connection Type 2,Feature 1,Feature 2,Feature 3,Feature 4,Attachment 6,Feature 5,Weight,Feature 6,Feature 7,Feature 8,Feature 9,Wall Thickness (mm),Grade,Pack Quantity,Operating Temperature,Gender,Feature 10,Warranty,Material Type,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Attachment 7,Attachment 8
209,PM41646,"Marla Tube standard weight concentric reducer 6 x 4""",Marla Tube,80.47,"This Marla Tube standard weight 6 x 4"" concentric reducer is made of carbon steel. This fitting has a wide range of uses in a variety of piping systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Marla Tube standard weight concentric reducer 6 x 4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/46/NW-M41646_wm.jpg,,,butt weld,N,6,Carbon Steel,6 x 4,Butt Weld,03CRST060040,Reducer,N,,,,,6 x 4,ASTM,ASTM A234BS3602BS1965BS6001,Unequal,,,4,Butt Weld,Made of carbon steel,Standard weight reducer,Widely used in a range of piping systems,Meets ASTM A234,,"Meets BS3602, BS1965 and BS6001",,,,,,,,,,,,,,,,,,,,,,,,,
210,PM26863,"Continental CPE-131 malleable pitcher tee 1"" x 3/4"" x 3/4"" Black",Continental,17.01,"Fitted with BSPT connections, this CPE 1 x 3/4 x 3/4"" reducing pitcher tee is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-131 malleable pitcher tee 1"" x 3/4"" x 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/3_/68/M26853_68_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PM27083,"Continental CPE-130 malleable reducing tee 2"" x 3/4"" Black",Continental,25.25,"Fitted with BSPT connections, this CPE 2 x 3/4"" tee is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-130 malleable reducing tee 2"" x 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_3/58/M27050_358_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PL31308,Midland Fittings WROUGHT IRON TEES wrought iron tee 40mm Black,Midland Fittings,41.15,This Midland Fittings 40 x 40 x 40mm 90° black tee is made of wrought iron with threaded connections.,"Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Midland Fittings WROUGHT IRON TEES wrought iron tee 40mm Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/09/NW-L31304_L31309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Midland_Fittings_Delcorte_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Midland_Fittings_ISO_Certification.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PM20394,"Georg Fischer GF-130 tee 1.1/2 x 1.1/4"" Black",Georg Fischer,28.84,"This Georg Fischer GF-130 1 1/2 x 1 1/4 x 1 1/2"" tee is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Georg Fischer GF-130 tee 1.1/2 x 1.1/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/03/94/NW-M20391_M20394_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_130_Branch_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PM12508,"Crane 161G galvanised malleable square tee 1.1/2 x 1/2""",Crane,16.52,"This Crane 161 tee is made of malleable iron with 1 1/2 x 1/2 x 1 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 161G galvanised malleable square tee 1.1/2 x 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/16/NW-M12503_M12516_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_161_1-5X0-5_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PM19971,Geberit Mapress 21010 equal tee 88.9mm Carbon Steel,Geberit,129.28,"Made of carbon steel, this Geberit Mapress 88.9mm 90° equal tee incorporates easy to use press-fit connections.This fitting is suitable for use with heating water, cooling water with or without anti-freeze agent, with remote network heating water 120°C and extinguishing water (wet). It is also suitable for sprinklers (wet), compressed air (oil purity class 3) and inert gases including nitrogen. It is ideal for technical building systems, industry and shipbuilding applications.Geberit Mapress carbon steel pressing systems offer a high quality and economical alternative to welded, soldered or screwed piping systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Geberit Mapress 21010 equal tee 88.9mm Carbon Steel",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/ma/ge/M19971_Primary_Image_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_ApplicationOverview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_Mapress_CS_Equal_Tee_Tech.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/vi/ew/Geberit_Mapress_CS_Pipe_App_Overview.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Geberit_Supply_Systems_Product_Guide.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PM27302,"Continental CPE-342A malleable female to female union 1-1/2"" Galvanised",Continental,96.78,"Manufactured in malleable iron, this CPE galvanised 1 1/2"" union is part of a wide range of fittings suitable for use in low to medium pressure piping systems. Featuring a conical joint and double bronze navy, this union is used to connect two pipe joints in parallel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-342A malleable female to female union 1-1/2"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/02/M27302_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,P560237,XPRESS CS SC3 MI STR CONNECTOR      89X3,Pegler,358.36,"Made of carbon steel, this VSH Xpress SC3 88.9mm x 3"" connector with press-fit x BSP male taper thread end connections incorporates Leak Before Press technology, developed to provide instant identification of joints that are correctly assembled but mistakenly unpressed, saving on time, money and expensive call-outs. Optimised for use as part of an Xpress system, this fitting is manufactured from EN 100-27-1S205G2T (formerly known as RSt 34-2) carbon steel and is suitable for use in vented and unvented closed circuit heating systems or in chilled water systems.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> XPRESS CS SC3 MI STR CONNECTOR      89X3",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/37/NW-560237_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Pegler_VSH_Fittings_BV_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/VSH_Xpress_SC3_Technical.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ar/ts/VSH_XPress_Carbon_Flow_Charts.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/VSH_XPress_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/PeglerYorkshire_VSH_XPress_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PM22593,"Georg Fischer GF-240 galvanised reducer socket 1.1/2 x 1.1/4""",Georg Fischer,28.53,"This Georg Fischer GF-240 1 1/2 x 1 1/4"" reducer socket is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Georg Fischer GF-240 galvanised reducer socket 1.1/2 x 1.1/4""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/93/NW-M22590_M22593_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_240_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PM10712,"Crane 180 malleable eccentric socket 1 x 1/2"" Black",Crane,21.89,"This Crane 180 eccentric socket is made of malleable iron with 1 x 1/2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 180 malleable eccentric socket 1 x 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/17/NW-M10711_M10717_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/wi/ng/Crane_180_1X0-5_Drawing.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PM27071,"Continental CPE-130 malleable reducing tee 2-1/2"" x 1"" Black",Continental,51.08,"Fitted with BSPT connections, this CPE 2 1/2 x 1"" tee is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-130 malleable reducing tee 2-1/2"" x 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_3/58/M27050_358_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PM20259,Georg Fischer GF-92 90deg male x female elbow 2.1/2,Georg Fischer,66.33,"This Georg Fischer GF-92 2 1/2 x 2 1/2"" 90° elbow is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Georg Fischer GF-92 90deg male x female elbow 2.1/2",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/59/NW-M20253_M20259_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_92_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PM40124,"Marla Tube 45deg long radius heavy weight welding elbow 2 1/2""",Marla Tube,11.11,"This Marla Tube long radius heavyweight 2 1/2 x 2 1/2"" 45° welding elbow is made of carbon steel and is designed for connecting pipes of different diameters.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Marla Tube 45deg long radius heavy weight welding elbow 2 1/2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/24/NW-M40124_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Marla_Tube_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PM20753,"Georg Fischer GF-260 eccentric reducer socket 2 x 1"" Black",Georg Fischer,28.01,"This Georg Fischer GF-260 2 x 1"" eccentric socket is made of malleable cast iron and incorporates BSP tapered connections. Durable and highly resistant to mechanical stress and temperatures, this fitting is safe for use in a wide range of settings and offers universal, standardised thread jointing technology. With full end load capability, this fitting ensures fast and reliable connection of steel, PE, lead and butt-weld steel pipes.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Georg Fischer GF-260 eccentric reducer socket 2 x 1"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/56/NW-M20753_M20756_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/GF_260_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/GF_Cast_Iron_Fittings_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PM27309,"Continental CPE-342A malleable female to female union 1/2"" Galvanised",Continental,35.06,"Manufactured in malleable iron, this CPE galvanised 1/2"" union is part of a wide range of fittings suitable for use in low to medium pressure piping systems. Featuring a conical joint and double bronze navy, this union is used to connect two pipe joints in parallel.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-342A malleable female to female union 1/2"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/09/M27309_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PM12143,"Crane 140G galvanised malleable bush 3 x 2""",Crane,36.17,"This Crane 140 hexagon bush is made of malleable iron with 3 x 2"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 140G galvanised malleable bush 3 x 2""",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/21/43/NW-M12143_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PM27105,"Continental CPE-130 malleable reducing tee 1-1/4"" x 1/2"" Galvanised",Continental,17.27,"Fitted with BSPT connections, this CPE 1 1/4 x 1/2"" tee is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-130 malleable reducing tee 1-1/4"" x 1/2"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/25/M27100_25_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PM26822,"Continental CPE-1 malleable male to female long sweep bend 90 degree 1/2"" Black",Continental,5.67,"Fitted with male x female threaded connections, this CPE 90° 1/2"" bend is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-1 malleable male to female long sweep bend 90 degree 1/2"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/0_/23/M26820_23_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PM26919,"Continental CPE-240 malleable reducing socket 3/4"" x 1/2"" Galvanised",Continental,5.07,"Fitted with threaded connections, this CPE 3/4 x 1/2"" reducing socket is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-240 malleable reducing socket 3/4"" x 1/2"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/20/M26905_920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PM26905,"Continental CPE-240 malleable reducing socket 1-1/2"" x 1"" Galvanised",Continental,16.12,"Fitted with threaded connections, this CPE 1 1/2 x 1"" reducing socket is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-240 malleable reducing socket 1-1/2"" x 1"" Galvanised",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/20/M26905_920_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PM27215,"Continental CPE-280 malleable hex nipple 3/4"" Black",Continental,2.28,"Fitted with male threaded connections, this CPE 3/4"" hex and eight squares nipple is a malleable iron pipe fitting designed for reliable use in medium and low pressure pipelines.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Continental CPE-280 malleable hex nipple 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_2/15/M27210_215_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ge/Product Data Sheet - Malleable Range.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,PM10123,"Crane 140 malleable bush 1.1/2 x 3/4"" Black",Crane,8.37,"This Crane 140 hexagon bush is made of malleable iron with 1 1/2 x 3/4"" BSP tapered connections. This fitting is suitable for use in sprinkler systems, chilled or heating water, natural gas, compressed air, hot water and steam and fuel transfer.","Pipe, Valves and Fittings/Metal Pipe Fittings/Carbon Steel Pipe Fittings/Carbon Steel Pipe Fittings.csv -> Crane 140 malleable bush 1.1/2 x 3/4"" Black",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/25/NW-M10122_M10125_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Crane_UL_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Crane_Malleable_Pipe_Fittings_Brcr.pdf,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/03/82/Crane_KM_00382.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tm/nt/Crane_StressCorrosionCracking_Sttmnt.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
